asset,session_date,N_origins,b2_5m_window_empty_count,b2_30m_window_empty_count,b2_5m_window_empty_unknown,b2_30m_window_empty_unknown
META,2025-01-02,65,0,0,0,0
MSFT,2025-01-02,65,0,0,0,0
NVDA,2025-01-02,65,0,0,0,0
TSLA,2025-01-02,65,0,0,0,0
AAPL,2025-01-03,65,0,0,0,0
AMZN,2025-01-03,65,0,0,0,0
META,2025-01-03,65,0,0,0,0
MSFT,2025-01-03,65,0,0,0,0
NVDA,2025-01-03,65,0,0,0,0
TSLA,2025-01-03,65,0,0,0,0
AAPL,2025-01-06,65,0,0,0,0
AMZN,2025-01-06,65,0,0,0,0
META,2025-01-06,65,0,0,0,0
MSFT,2025-01-06,65,0,0,0,0
NVDA,2025-01-06,65,0,0,0,0
TSLA,2025-01-06,65,0,0,0,0
AAPL,2025-01-07,65,0,0,0,0
AMZN,2025-01-07,65,0,0,0,0
META,2025-01-07,65,0,0,0,0
MSFT,2025-01-07,65,0,0,0,0
NVDA,2025-01-07,65,0,0,0,0
TSLA,2025-01-07,65,0,0,0,0
AAPL,2025-01-08,65,0,0,0,0
AMZN,2025-01-08,65,0,0,0,0
META,2025-01-08,65,0,0,0,0
MSFT,2025-01-08,65,0,0,0,0
NVDA,2025-01-08,65,0,0,0,0
TSLA,2025-01-08,65,0,0,0,0
AAPL,2025-01-10,65,0,0,0,0
AMZN,2025-01-10,65,0,0,0,0
META,2025-01-10,65,0,0,0,0
MSFT,2025-01-10,65,0,0,0,0
NVDA,2025-01-10,65,0,0,0,0
TSLA,2025-01-10,65,0,0,0,0
AAPL,2025-01-13,65,0,0,0,0
AMZN,2025-01-13,65,0,0,0,0
META,2025-01-13,65,0,0,0,0
MSFT,2025-01-13,65,0,0,0,0
NVDA,2025-01-13,65,0,0,0,0
TSLA,2025-01-13,65,0,0,0,0
AAPL,2025-01-14,65,0,0,0,0
AMZN,2025-01-14,65,0,0,0,0
META,2025-01-14,65,0,0,0,0
MSFT,2025-01-14,65,0,0,0,0
NVDA,2025-01-14,65,0,0,0,0
TSLA,2025-01-14,65,0,0,0,0
AAPL,2025-01-15,65,0,0,0,0
AMZN,2025-01-15,65,0,0,0,0
META,2025-01-15,65,0,0,0,0
MSFT,2025-01-15,65,0,0,0,0
NVDA,2025-01-15,65,0,0,0,0
TSLA,2025-01-15,65,0,0,0,0
AAPL,2025-01-16,65,0,0,0,0
AMZN,2025-01-16,65,0,0,0,0
META,2025-01-16,65,0,0,0,0
MSFT,2025-01-16,65,0,0,0,0
NVDA,2025-01-16,65,0,0,0,0
TSLA,2025-01-16,65,0,0,0,0
AAPL,2025-01-17,65,0,0,0,0
AMZN,2025-01-17,65,0,0,0,0
META,2025-01-17,65,0,0,0,0
MSFT,2025-01-17,65,0,0,0,0
NVDA,2025-01-17,65,0,0,0,0
TSLA,2025-01-17,65,0,0,0,0
AAPL,2025-01-21,65,0,0,0,0
AMZN,2025-01-21,65,0,0,0,0
META,2025-01-21,65,0,0,0,0
MSFT,2025-01-21,65,0,0,0,0
NVDA,2025-01-21,65,0,0,0,0
TSLA,2025-01-21,65,0,0,0,0
AAPL,2025-01-22,65,0,0,0,0
AMZN,2025-01-22,65,0,0,0,0
META,2025-01-22,65,0,0,0,0
MSFT,2025-01-22,65,0,0,0,0
NVDA,2025-01-22,65,0,0,0,0
TSLA,2025-01-22,65,0,0,0,0
AAPL,2025-01-23,65,0,0,0,0
AMZN,2025-01-23,65,0,0,0,0
META,2025-01-23,65,0,0,0,0
MSFT,2025-01-23,65,0,0,0,0
NVDA,2025-01-23,65,0,0,0,0
TSLA,2025-01-23,65,0,0,0,0
AAPL,2025-01-24,65,0,0,0,0
AMZN,2025-01-24,65,0,0,0,0
META,2025-01-24,65,0,0,0,0
MSFT,2025-01-24,65,0,0,0,0
NVDA,2025-01-24,65,0,0,0,0
TSLA,2025-01-24,65,0,0,0,0
AAPL,2025-02-25,65,0,0,0,0
AMZN,2025-02-25,65,0,0,0,0
META,2025-02-25,65,0,0,0,0
MSFT,2025-02-25,65,0,0,0,0
NVDA,2025-02-25,65,0,0,0,0
TSLA,2025-02-25,65,0,0,0,0
AAPL,2025-02-26,65,0,0,0,0
AMZN,2025-02-26,65,0,0,0,0
META,2025-02-26,65,0,0,0,0
MSFT,2025-02-26,65,0,0,0,0
NVDA,2025-02-26,65,0,0,0,0
TSLA,2025-02-26,65,0,0,0,0
AAPL,2025-02-27,65,0,0,0,0
AMZN,2025-02-27,65,0,0,0,0
META,2025-02-27,65,0,0,0,0
MSFT,2025-02-27,65,0,0,0,0
NVDA,2025-02-27,65,0,0,0,0
TSLA,2025-02-27,65,0,0,0,0
AAPL,2025-02-28,65,0,0,0,0
AMZN,2025-02-28,65,0,0,0,0
META,2025-02-28,65,0,0,0,0
MSFT,2025-02-28,65,0,0,0,0
NVDA,2025-02-28,65,0,0,0,0
TSLA,2025-02-28,65,0,0,0,0
AAPL,2025-03-03,65,0,0,0,0
AMZN,2025-03-03,65,0,0,0,0
META,2025-03-03,65,0,0,0,0
MSFT,2025-03-03,65,0,0,0,0
NVDA,2025-03-03,65,0,0,0,0
TSLA,2025-03-03,65,0,0,0,0
AAPL,2025-03-04,65,0,0,0,0
AMZN,2025-03-04,65,0,0,0,0
META,2025-03-04,65,0,0,0,0
MSFT,2025-03-04,65,0,0,0,0
NVDA,2025-03-04,65,0,0,0,0
TSLA,2025-03-04,65,0,0,0,0
AAPL,2025-03-05,65,0,0,0,0
AMZN,2025-03-05,65,0,0,0,0
META,2025-03-05,65,0,0,0,0
MSFT,2025-03-05,65,0,0,0,0
NVDA,2025-03-05,65,0,0,0,0
TSLA,2025-03-05,65,0,0,0,0
AAPL,2025-03-06,65,0,0,0,0
AMZN,2025-03-06,65,0,0,0,0
META,2025-03-06,65,0,0,0,0
MSFT,2025-03-06,65,0,0,0,0
NVDA,2025-03-06,65,0,0,0,0
TSLA,2025-03-06,65,0,0,0,0
AAPL,2025-03-07,65,0,0,0,0
AMZN,2025-03-07,65,0,0,0,0
META,2025-03-07,65,0,0,0,0
MSFT,2025-03-07,65,0,0,0,0
NVDA,2025-03-07,65,0,0,0,0
TSLA,2025-03-07,65,0,0,0,0
AAPL,2025-03-10,65,0,0,0,0
AMZN,2025-03-10,65,0,0,0,0
META,2025-03-10,65,0,0,0,0
MSFT,2025-03-10,65,0,0,0,0
NVDA,2025-03-10,65,0,0,0,0
TSLA,2025-03-10,65,0,0,0,0
AAPL,2025-03-11,65,0,0,0,0
AMZN,2025-03-11,65,0,0,0,0
META,2025-03-11,65,0,0,0,0
MSFT,2025-03-11,65,0,0,0,0
NVDA,2025-03-11,65,0,0,0,0
TSLA,2025-03-11,65,0,0,0,0
AAPL,2025-03-12,65,0,0,0,0
AMZN,2025-03-12,65,0,0,0,0
META,2025-03-12,65,0,0,0,0
MSFT,2025-03-12,65,0,0,0,0
NVDA,2025-03-12,65,0,0,0,0
TSLA,2025-03-12,65,0,0,0,0
AAPL,2025-03-13,65,0,0,0,0
AMZN,2025-03-13,65,0,0,0,0
META,2025-03-13,65,0,0,0,0
MSFT,2025-03-13,65,0,0,0,0
NVDA,2025-03-13,65,0,0,0,0
TSLA,2025-03-13,65,0,0,0,0
AAPL,2025-03-14,65,0,0,0,0
AMZN,2025-03-14,65,0,0,0,0
META,2025-03-14,65,0,0,0,0
MSFT,2025-03-14,65,0,0,0,0
NVDA,2025-03-14,65,0,0,0,0
TSLA,2025-03-14,65,0,0,0,0
AAPL,2025-03-17,65,0,0,0,0
AMZN,2025-03-17,65,0,0,0,0
META,2025-03-17,65,0,0,0,0
MSFT,2025-03-17,65,0,0,0,0
NVDA,2025-03-17,65,0,0,0,0
TSLA,2025-03-17,65,0,0,0,0
AAPL,2025-03-18,65,0,0,0,0
AMZN,2025-03-18,65,0,0,0,0
META,2025-03-18,65,0,0,0,0
MSFT,2025-03-18,65,0,0,0,0
NVDA,2025-03-18,65,0,0,0,0
TSLA,2025-03-18,65,0,0,0,0
AAPL,2025-03-19,65,0,0,0,0
AMZN,2025-03-19,65,0,0,0,0
META,2025-03-19,65,0,0,0,0
MSFT,2025-03-19,65,0,0,0,0
NVDA,2025-03-19,65,0,0,0,0
TSLA,2025-03-19,65,0,0,0,0
AAPL,2025-03-20,65,0,0,0,0
AMZN,2025-03-20,65,0,0,0,0
META,2025-03-20,65,0,0,0,0
MSFT,2025-03-20,65,0,0,0,0
NVDA,2025-03-20,65,0,0,0,0
TSLA,2025-03-20,65,0,0,0,0
AAPL,2025-03-21,65,0,0,0,0
AMZN,2025-03-21,65,0,0,0,0
META,2025-03-21,65,0,0,0,0
MSFT,2025-03-21,65,0,0,0,0
NVDA,2025-03-21,65,0,0,0,0
TSLA,2025-03-21,65,0,0,0,0
AAPL,2025-03-24,65,0,0,0,0
AMZN,2025-03-24,65,0,0,0,0
META,2025-03-24,65,0,0,0,0
MSFT,2025-03-24,65,0,0,0,0
NVDA,2025-03-24,65,0,0,0,0
TSLA,2025-03-24,65,0,0,0,0
AAPL,2025-03-25,65,0,0,0,0
AMZN,2025-03-25,65,0,0,0,0
META,2025-03-25,65,0,0,0,0
MSFT,2025-03-25,65,0,0,0,0
NVDA,2025-03-25,65,0,0,0,0
TSLA,2025-03-25,65,0,0,0,0
AAPL,2025-03-26,65,0,0,0,0
AMZN,2025-03-26,65,0,0,0,0
META,2025-03-26,65,0,0,0,0
MSFT,2025-03-26,65,0,0,0,0
NVDA,2025-03-26,65,0,0,0,0
TSLA,2025-03-26,65,0,0,0,0
AAPL,2025-03-27,65,0,0,0,0
AMZN,2025-03-27,65,0,0,0,0
META,2025-03-27,65,0,0,0,0
MSFT,2025-03-27,65,0,0,0,0
NVDA,2025-03-27,65,0,0,0,0
TSLA,2025-03-27,65,0,0,0,0
AAPL,2025-03-28,65,0,0,0,0
AMZN,2025-03-28,65,0,0,0,0
META,2025-03-28,65,0,0,0,0
MSFT,2025-03-28,65,0,0,0,0
NVDA,2025-03-28,65,0,0,0,0
TSLA,2025-03-28,65,0,0,0,0
AAPL,2025-03-31,65,0,0,0,0
AMZN,2025-03-31,65,0,0,0,0
META,2025-03-31,65,0,0,0,0
MSFT,2025-03-31,65,0,0,0,0
NVDA,2025-03-31,65,0,0,0,0
TSLA,2025-03-31,65,0,0,0,0
AAPL,2025-04-01,65,0,0,0,0
AMZN,2025-04-01,65,0,0,0,0
META,2025-04-01,65,0,0,0,0
MSFT,2025-04-01,65,0,0,0,0
NVDA,2025-04-01,65,0,0,0,0
TSLA,2025-04-01,65,0,0,0,0
AAPL,2025-04-02,65,0,0,0,0
AMZN,2025-04-02,65,0,0,0,0
META,2025-04-02,65,0,0,0,0
MSFT,2025-04-02,65,0,0,0,0
NVDA,2025-04-02,65,0,0,0,0
TSLA,2025-04-02,65,0,0,0,0
AAPL,2025-04-03,65,0,0,0,0
AMZN,2025-04-03,65,0,0,0,0
META,2025-04-03,65,0,0,0,0
MSFT,2025-04-03,65,0,0,0,0
NVDA,2025-04-03,65,0,0,0,0
TSLA,2025-04-03,65,0,0,0,0
AAPL,2025-04-07,65,0,0,0,0
AMZN,2025-04-07,65,0,0,0,0
META,2025-04-07,65,0,0,0,0
MSFT,2025-04-07,65,0,0,0,0
NVDA,2025-04-07,65,0,0,0,0
TSLA,2025-04-07,65,0,0,0,0
AAPL,2025-04-08,65,0,0,0,0
AMZN,2025-04-08,65,0,0,0,0
META,2025-04-08,65,0,0,0,0
MSFT,2025-04-08,65,0,0,0,0
NVDA,2025-04-08,65,0,0,0,0
TSLA,2025-04-08,65,0,0,0,0
AAPL,2025-04-09,65,0,0,0,0
AMZN,2025-04-09,65,0,0,0,0
META,2025-04-09,65,0,0,0,0
MSFT,2025-04-09,65,0,0,0,0
NVDA,2025-04-09,65,0,0,0,0
TSLA,2025-04-09,65,0,0,0,0
AAPL,2025-04-10,65,0,0,0,0
AMZN,2025-04-10,65,0,0,0,0
META,2025-04-10,65,0,0,0,0
MSFT,2025-04-10,65,0,0,0,0
NVDA,2025-04-10,65,0,0,0,0
TSLA,2025-04-10,65,0,0,0,0
AAPL,2025-04-11,65,0,0,0,0
AMZN,2025-04-11,65,0,0,0,0
META,2025-04-11,65,0,0,0,0
MSFT,2025-04-11,65,0,0,0,0
NVDA,2025-04-11,65,0,0,0,0
TSLA,2025-04-11,65,0,0,0,0
AAPL,2025-04-14,65,0,0,0,0
AMZN,2025-04-14,65,0,0,0,0
META,2025-04-14,65,0,0,0,0
MSFT,2025-04-14,65,0,0,0,0
NVDA,2025-04-14,65,0,0,0,0
TSLA,2025-04-14,65,0,0,0,0
AAPL,2025-04-15,65,0,0,0,0
AMZN,2025-04-15,65,0,0,0,0
META,2025-04-15,65,0,0,0,0
MSFT,2025-04-15,65,0,0,0,0
NVDA,2025-04-15,65,0,0,0,0
TSLA,2025-04-15,65,0,0,0,0
AAPL,2025-04-16,65,0,0,0,0
AMZN,2025-04-16,65,0,0,0,0
META,2025-04-16,65,0,0,0,0
MSFT,2025-04-16,65,0,0,0,0
NVDA,2025-04-16,65,0,0,0,0
TSLA,2025-04-16,65,0,0,0,0
AAPL,2025-04-17,65,0,0,0,0
AMZN,2025-04-17,65,0,0,0,0
META,2025-04-17,65,0,0,0,0
MSFT,2025-04-17,65,0,0,0,0
NVDA,2025-04-17,65,0,0,0,0
TSLA,2025-04-17,65,0,0,0,0
AAPL,2025-04-21,65,0,0,0,0
AMZN,2025-04-21,65,0,0,0,0
META,2025-04-21,65,0,0,0,0
MSFT,2025-04-21,65,0,0,0,0
NVDA,2025-04-21,65,0,0,0,0
TSLA,2025-04-21,65,0,0,0,0
AAPL,2025-04-22,65,0,0,0,0
AMZN,2025-04-22,65,0,0,0,0
META,2025-04-22,65,0,0,0,0
MSFT,2025-04-22,65,0,0,0,0
NVDA,2025-04-22,65,0,0,0,0
TSLA,2025-04-22,65,0,0,0,0
AAPL,2025-04-23,65,0,0,0,0
AMZN,2025-04-23,65,0,0,0,0
META,2025-04-23,65,0,0,0,0
MSFT,2025-04-23,65,0,0,0,0
NVDA,2025-04-23,65,0,0,0,0
TSLA,2025-04-23,65,0,0,0,0
AAPL,2025-04-24,65,0,0,0,0
AMZN,2025-04-24,65,0,0,0,0
META,2025-04-24,65,0,0,0,0
MSFT,2025-04-24,65,0,0,0,0
NVDA,2025-04-24,65,0,0,0,0
TSLA,2025-04-24,65,0,0,0,0
AAPL,2025-04-25,65,0,0,0,0
AMZN,2025-04-25,65,0,0,0,0
META,2025-04-25,65,0,0,0,0
MSFT,2025-04-25,65,0,0,0,0
NVDA,2025-04-25,65,0,0,0,0
TSLA,2025-04-25,65,0,0,0,0
AAPL,2025-04-28,65,0,0,0,0
AMZN,2025-04-28,65,0,0,0,0
META,2025-04-28,65,0,0,0,0
MSFT,2025-04-28,65,0,0,0,0
NVDA,2025-04-28,65,0,0,0,0
TSLA,2025-04-28,65,0,0,0,0
AAPL,2025-04-29,65,0,0,0,0
AMZN,2025-04-29,65,0,0,0,0
META,2025-04-29,65,0,0,0,0
MSFT,2025-04-29,65,0,0,0,0
NVDA,2025-04-29,65,0,0,0,0
TSLA,2025-04-29,65,0,0,0,0
AAPL,2025-04-30,65,0,0,0,0
AMZN,2025-04-30,65,0,0,0,0
META,2025-04-30,65,0,0,0,0
MSFT,2025-04-30,65,0,0,0,0
NVDA,2025-04-30,65,0,0,0,0
TSLA,2025-04-30,65,0,0,0,0
AAPL,2025-05-01,65,0,0,0,0
AMZN,2025-05-01,65,0,0,0,0
META,2025-05-01,65,0,0,0,0
MSFT,2025-05-01,65,0,0,0,0
NVDA,2025-05-01,65,0,0,0,0
TSLA,2025-05-01,65,0,0,0,0
AAPL,2025-05-02,65,0,0,0,0
AMZN,2025-05-02,65,0,0,0,0
META,2025-05-02,65,0,0,0,0
MSFT,2025-05-02,65,0,0,0,0
NVDA,2025-05-02,65,0,0,0,0
TSLA,2025-05-02,65,0,0,0,0
AAPL,2025-05-05,65,0,0,0,0
AMZN,2025-05-05,65,0,0,0,0
META,2025-05-05,65,0,0,0,0
MSFT,2025-05-05,65,0,0,0,0
NVDA,2025-05-05,65,0,0,0,0
TSLA,2025-05-05,65,0,0,0,0
AAPL,2025-05-06,65,0,0,0,0
AMZN,2025-05-06,65,0,0,0,0
META,2025-05-06,65,0,0,0,0
MSFT,2025-05-06,65,0,0,0,0
NVDA,2025-05-06,65,0,0,0,0
TSLA,2025-05-06,65,0,0,0,0
AAPL,2025-05-07,65,0,0,0,0
AMZN,2025-05-07,65,0,0,0,0
META,2025-05-07,65,0,0,0,0
MSFT,2025-05-07,65,0,0,0,0
NVDA,2025-05-07,65,0,0,0,0
TSLA,2025-05-07,65,0,0,0,0
AAPL,2025-05-08,65,0,0,0,0
AMZN,2025-05-08,65,0,0,0,0
META,2025-05-08,65,0,0,0,0
MSFT,2025-05-08,65,0,0,0,0
NVDA,2025-05-08,65,0,0,0,0
TSLA,2025-05-08,65,0,0,0,0
AAPL,2025-05-09,65,0,0,0,0
AMZN,2025-05-09,65,0,0,0,0
META,2025-05-09,65,0,0,0,0
MSFT,2025-05-09,65,0,0,0,0
NVDA,2025-05-09,65,0,0,0,0
TSLA,2025-05-09,65,0,0,0,0
AAPL,2025-05-12,65,0,0,0,0
AMZN,2025-05-12,65,0,0,0,0
META,2025-05-12,65,0,0,0,0
MSFT,2025-05-12,65,0,0,0,0
NVDA,2025-05-12,65,0,0,0,0
TSLA,2025-05-12,65,0,0,0,0
AAPL,2025-05-13,65,0,0,0,0
AMZN,2025-05-13,65,0,0,0,0
META,2025-05-13,65,0,0,0,0
MSFT,2025-05-13,65,0,0,0,0
NVDA,2025-05-13,65,0,0,0,0
TSLA,2025-05-13,65,0,0,0,0
AAPL,2025-05-14,65,0,0,0,0
AMZN,2025-05-14,65,0,0,0,0
META,2025-05-14,65,0,0,0,0
MSFT,2025-05-14,65,0,0,0,0
NVDA,2025-05-14,65,0,0,0,0
TSLA,2025-05-14,65,0,0,0,0
AAPL,2025-05-15,65,1,0,0,0
AMZN,2025-05-15,65,1,0,0,0
META,2025-05-15,65,1,0,0,0
MSFT,2025-05-15,65,1,0,0,0
NVDA,2025-05-15,65,0,0,0,0
TSLA,2025-05-15,65,1,0,0,0
AAPL,2025-05-16,65,0,0,0,0
AMZN,2025-05-16,65,0,0,0,0
META,2025-05-16,65,0,0,0,0
MSFT,2025-05-16,65,0,0,0,0
NVDA,2025-05-16,65,0,0,0,0
TSLA,2025-05-16,65,0,0,0,0
AAPL,2025-05-19,65,0,0,0,0
AMZN,2025-05-19,65,0,0,0,0
META,2025-05-19,65,0,0,0,0
MSFT,2025-05-19,65,0,0,0,0
NVDA,2025-05-19,65,0,0,0,0
TSLA,2025-05-19,65,0,0,0,0
AAPL,2025-05-20,65,0,0,0,0
AMZN,2025-05-20,65,0,0,0,0
META,2025-05-20,65,0,0,0,0
MSFT,2025-05-20,65,0,0,0,0
NVDA,2025-05-20,65,0,0,0,0
TSLA,2025-05-20,65,0,0,0,0
AAPL,2025-05-21,65,0,0,0,0
AMZN,2025-05-21,65,0,0,0,0
META,2025-05-21,65,0,0,0,0
MSFT,2025-05-21,65,0,0,0,0
NVDA,2025-05-21,65,0,0,0,0
TSLA,2025-05-21,65,0,0,0,0
AAPL,2025-05-22,65,0,0,0,0
AMZN,2025-05-22,65,0,0,0,0
META,2025-05-22,65,0,0,0,0
MSFT,2025-05-22,65,0,0,0,0
NVDA,2025-05-22,65,0,0,0,0
TSLA,2025-05-22,65,0,0,0,0
AAPL,2025-05-23,65,0,0,0,0
AMZN,2025-05-23,65,0,0,0,0
META,2025-05-23,65,0,0,0,0
MSFT,2025-05-23,65,0,0,0,0
NVDA,2025-05-23,65,0,0,0,0
TSLA,2025-05-23,65,0,0,0,0
AAPL,2025-05-27,65,0,0,0,0
AMZN,2025-05-27,65,0,0,0,0
META,2025-05-27,65,0,0,0,0
MSFT,2025-05-27,65,0,0,0,0
NVDA,2025-05-27,65,0,0,0,0
TSLA,2025-05-27,65,0,0,0,0
AAPL,2025-05-28,65,0,0,0,0
AMZN,2025-05-28,65,0,0,0,0
META,2025-05-28,65,0,0,0,0
MSFT,2025-05-28,65,0,0,0,0
NVDA,2025-05-28,65,0,0,0,0
TSLA,2025-05-28,65,0,0,0,0
AAPL,2025-05-29,65,0,0,0,0
AMZN,2025-05-29,65,0,0,0,0
META,2025-05-29,65,0,0,0,0
MSFT,2025-05-29,65,0,0,0,0
NVDA,2025-05-29,65,0,0,0,0
TSLA,2025-05-29,65,0,0,0,0
AAPL,2025-05-30,65,0,0,0,0
AMZN,2025-05-30,65,0,0,0,0
META,2025-05-30,65,0,0,0,0
MSFT,2025-05-30,65,0,0,0,0
NVDA,2025-05-30,65,0,0,0,0
TSLA,2025-05-30,65,0,0,0,0
AAPL,2025-06-02,65,0,0,0,0
AMZN,2025-06-02,65,0,0,0,0
META,2025-06-02,65,0,0,0,0
MSFT,2025-06-02,65,0,0,0,0
NVDA,2025-06-02,65,0,0,0,0
TSLA,2025-06-02,65,0,0,0,0
AAPL,2025-06-03,65,0,0,0,0
AMZN,2025-06-03,65,0,0,0,0
META,2025-06-03,65,0,0,0,0
MSFT,2025-06-03,65,0,0,0,0
NVDA,2025-06-03,65,0,0,0,0
TSLA,2025-06-03,65,0,0,0,0
AAPL,2025-06-04,65,0,0,0,0
AMZN,2025-06-04,65,0,0,0,0
META,2025-06-04,65,0,0,0,0
MSFT,2025-06-04,65,0,0,0,0
NVDA,2025-06-04,65,0,0,0,0
TSLA,2025-06-04,65,0,0,0,0
AAPL,2025-06-05,65,0,0,0,0
AMZN,2025-06-05,65,0,0,0,0
META,2025-06-05,65,0,0,0,0
MSFT,2025-06-05,65,0,0,0,0
NVDA,2025-06-05,65,0,0,0,0
TSLA,2025-06-05,65,0,0,0,0
AAPL,2025-06-06,65,0,0,0,0
AMZN,2025-06-06,65,0,0,0,0
META,2025-06-06,65,0,0,0,0
MSFT,2025-06-06,65,0,0,0,0
NVDA,2025-06-06,65,0,0,0,0
TSLA,2025-06-06,65,0,0,0,0
AAPL,2025-06-09,65,0,0,0,0
AMZN,2025-06-09,65,0,0,0,0
META,2025-06-09,65,0,0,0,0
MSFT,2025-06-09,65,0,0,0,0
NVDA,2025-06-09,65,0,0,0,0
TSLA,2025-06-09,65,0,0,0,0
AAPL,2025-06-10,65,0,0,0,0
AMZN,2025-06-10,65,0,0,0,0
META,2025-06-10,65,0,0,0,0
MSFT,2025-06-10,65,0,0,0,0
NVDA,2025-06-10,65,0,0,0,0
TSLA,2025-06-10,65,0,0,0,0
AAPL,2025-06-11,65,0,0,0,0
AMZN,2025-06-11,65,0,0,0,0
META,2025-06-11,65,0,0,0,0
MSFT,2025-06-11,65,0,0,0,0
NVDA,2025-06-11,65,0,0,0,0
TSLA,2025-06-11,65,0,0,0,0
AAPL,2025-06-12,65,0,0,0,0
AMZN,2025-06-12,65,0,0,0,0
META,2025-06-12,65,0,0,0,0
MSFT,2025-06-12,65,0,0,0,0
NVDA,2025-06-12,65,0,0,0,0
TSLA,2025-06-12,65,0,0,0,0
AAPL,2025-06-13,65,0,0,0,0
AMZN,2025-06-13,65,0,0,0,0
META,2025-06-13,65,0,0,0,0
MSFT,2025-06-13,65,0,0,0,0
NVDA,2025-06-13,65,0,0,0,0
TSLA,2025-06-13,65,0,0,0,0
AAPL,2025-06-16,65,0,0,0,0
AMZN,2025-06-16,65,0,0,0,0
META,2025-06-16,65,0,0,0,0
MSFT,2025-06-16,65,0,0,0,0
NVDA,2025-06-16,65,0,0,0,0
TSLA,2025-06-16,65,0,0,0,0
AAPL,2025-06-17,65,0,0,0,0
AMZN,2025-06-17,65,0,0,0,0
META,2025-06-17,65,0,0,0,0
MSFT,2025-06-17,65,0,0,0,0
NVDA,2025-06-17,65,0,0,0,0
TSLA,2025-06-17,65,0,0,0,0
AAPL,2025-06-18,65,0,0,0,0
AMZN,2025-06-18,65,0,0,0,0
META,2025-06-18,65,0,0,0,0
MSFT,2025-06-18,65,0,0,0,0
NVDA,2025-06-18,65,0,0,0,0
TSLA,2025-06-18,65,0,0,0,0
AAPL,2025-06-20,65,0,0,0,0
AMZN,2025-06-20,65,0,0,0,0
META,2025-06-20,65,0,0,0,0
MSFT,2025-06-20,65,0,0,0,0
NVDA,2025-06-20,65,0,0,0,0
TSLA,2025-06-20,65,0,0,0,0
AAPL,2025-06-23,65,0,0,0,0
AMZN,2025-06-23,65,0,0,0,0
META,2025-06-23,65,0,0,0,0
MSFT,2025-06-23,65,0,0,0,0
NVDA,2025-06-23,65,0,0,0,0
TSLA,2025-06-23,65,0,0,0,0
AAPL,2025-06-24,65,0,0,0,0
AMZN,2025-06-24,65,0,0,0,0
META,2025-06-24,65,0,0,0,0
MSFT,2025-06-24,65,0,0,0,0
NVDA,2025-06-24,65,0,0,0,0
TSLA,2025-06-24,65,0,0,0,0
AAPL,2025-06-25,65,0,0,0,0
AMZN,2025-06-25,65,0,0,0,0
META,2025-06-25,65,0,0,0,0
MSFT,2025-06-25,65,0,0,0,0
NVDA,2025-06-25,65,0,0,0,0
TSLA,2025-06-25,65,0,0,0,0
AAPL,2025-06-26,65,0,0,0,0
AMZN,2025-06-26,65,0,0,0,0
META,2025-06-26,65,0,0,0,0
MSFT,2025-06-26,65,0,0,0,0
NVDA,2025-06-26,65,0,0,0,0
TSLA,2025-06-26,65,0,0,0,0
AAPL,2025-06-27,65,0,0,0,0
AMZN,2025-06-27,65,0,0,0,0
META,2025-06-27,65,0,0,0,0
MSFT,2025-06-27,65,0,0,0,0
NVDA,2025-06-27,65,0,0,0,0
TSLA,2025-06-27,65,0,0,0,0
AAPL,2025-06-30,65,0,0,0,0
AMZN,2025-06-30,65,0,0,0,0
META,2025-06-30,65,0,0,0,0
MSFT,2025-06-30,65,0,0,0,0
NVDA,2025-06-30,65,0,0,0,0
TSLA,2025-06-30,65,0,0,0,0
AAPL,2025-07-01,65,0,0,0,0
AMZN,2025-07-01,65,0,0,0,0
META,2025-07-01,65,0,0,0,0
MSFT,2025-07-01,65,0,0,0,0
NVDA,2025-07-01,65,0,0,0,0
TSLA,2025-07-01,65,0,0,0,0
AAPL,2025-07-02,65,0,0,0,0
AMZN,2025-07-02,65,0,0,0,0
META,2025-07-02,65,0,0,0,0
MSFT,2025-07-02,65,0,0,0,0
NVDA,2025-07-02,65,0,0,0,0
TSLA,2025-07-02,65,0,0,0,0
AAPL,2025-07-03,29,0,0,0,0
AMZN,2025-07-03,29,0,0,0,0
META,2025-07-03,29,0,0,0,0
MSFT,2025-07-03,29,0,0,0,0
NVDA,2025-07-03,29,0,0,0,0
TSLA,2025-07-03,29,0,0,0,0
AAPL,2025-07-07,65,0,0,0,0
AMZN,2025-07-07,65,0,0,0,0
META,2025-07-07,65,0,0,0,0
MSFT,2025-07-07,65,0,0,0,0
NVDA,2025-07-07,65,0,0,0,0
TSLA,2025-07-07,65,0,0,0,0
AAPL,2025-07-08,65,0,0,0,0
AMZN,2025-07-08,65,0,0,0,0
META,2025-07-08,65,0,0,0,0
MSFT,2025-07-08,65,0,0,0,0
NVDA,2025-07-08,65,0,0,0,0
TSLA,2025-07-08,65,0,0,0,0
AAPL,2025-07-09,65,0,0,0,0
AMZN,2025-07-09,65,0,0,0,0
META,2025-07-09,65,0,0,0,0
MSFT,2025-07-09,65,0,0,0,0
NVDA,2025-07-09,65,0,0,0,0
TSLA,2025-07-09,65,0,0,0,0
AAPL,2025-07-10,65,0,0,0,0
AMZN,2025-07-10,65,0,0,0,0
META,2025-07-10,65,0,0,0,0
MSFT,2025-07-10,65,0,0,0,0
NVDA,2025-07-10,65,0,0,0,0
TSLA,2025-07-10,65,0,0,0,0
AAPL,2025-07-11,65,0,0,0,0
AMZN,2025-07-11,65,0,0,0,0
