asset,session_date,N_origins,b2_5m_window_empty_count,b2_30m_window_empty_count,b2_5m_window_empty_unknown,b2_30m_window_empty_unknown
META,2025-07-11,65,0,0,0,0
MSFT,2025-07-11,65,0,0,0,0
NVDA,2025-07-11,65,0,0,0,0
TSLA,2025-07-11,65,0,0,0,0
AAPL,2025-07-14,65,0,0,0,0
AMZN,2025-07-14,65,0,0,0,0
META,2025-07-14,65,0,0,0,0
MSFT,2025-07-14,65,0,0,0,0
NVDA,2025-07-14,65,0,0,0,0
TSLA,2025-07-14,65,0,0,0,0
AAPL,2025-07-15,65,0,0,0,0
AMZN,2025-07-15,65,0,0,0,0
META,2025-07-15,65,0,0,0,0
MSFT,2025-07-15,65,0,0,0,0
NVDA,2025-07-15,65,0,0,0,0
TSLA,2025-07-15,65,0,0,0,0
AAPL,2025-07-16,65,0,0,0,0
AMZN,2025-07-16,65,0,0,0,0
META,2025-07-16,65,0,0,0,0
MSFT,2025-07-16,65,0,0,0,0
NVDA,2025-07-16,65,0,0,0,0
TSLA,2025-07-16,65,0,0,0,0
AAPL,2025-07-17,65,0,0,0,0
AMZN,2025-07-17,65,0,0,0,0
META,2025-07-17,65,0,0,0,0
MSFT,2025-07-17,65,0,0,0,0
NVDA,2025-07-17,65,0,0,0,0
TSLA,2025-07-17,65,0,0,0,0
AAPL,2025-07-18,65,0,0,0,0
AMZN,2025-07-18,65,0,0,0,0
META,2025-07-18,65,0,0,0,0
MSFT,2025-07-18,65,0,0,0,0
NVDA,2025-07-18,65,0,0,0,0
TSLA,2025-07-18,65,0,0,0,0
AAPL,2025-07-21,65,0,0,0,0
AMZN,2025-07-21,65,0,0,0,0
META,2025-07-21,65,0,0,0,0
MSFT,2025-07-21,65,0,0,0,0
NVDA,2025-07-21,65,0,0,0,0
TSLA,2025-07-21,65,0,0,0,0
AAPL,2025-07-22,65,0,0,0,0
AMZN,2025-07-22,65,0,0,0,0
META,2025-07-22,65,0,0,0,0
MSFT,2025-07-22,65,0,0,0,0
NVDA,2025-07-22,65,0,0,0,0
TSLA,2025-07-22,65,0,0,0,0
AAPL,2025-07-23,65,0,0,0,0
AMZN,2025-07-23,65,0,0,0,0
META,2025-07-23,65,0,0,0,0
MSFT,2025-07-23,65,0,0,0,0
NVDA,2025-07-23,65,0,0,0,0
TSLA,2025-07-23,65,0,0,0,0
AAPL,2025-07-24,65,0,0,0,0
AMZN,2025-07-24,65,0,0,0,0
META,2025-07-24,65,0,0,0,0
MSFT,2025-07-24,65,0,0,0,0
NVDA,2025-07-24,65,0,0,0,0
TSLA,2025-07-24,65,0,0,0,0
AAPL,2025-07-25,65,0,0,0,0
AMZN,2025-07-25,65,0,0,0,0
META,2025-07-25,65,0,0,0,0
MSFT,2025-07-25,65,0,0,0,0
NVDA,2025-07-25,65,0,0,0,0
TSLA,2025-07-25,65,0,0,0,0
AAPL,2025-07-28,65,0,0,0,0
AMZN,2025-07-28,65,0,0,0,0
META,2025-07-28,65,0,0,0,0
MSFT,2025-07-28,65,0,0,0,0
NVDA,2025-07-28,65,0,0,0,0
TSLA,2025-07-28,65,0,0,0,0
AAPL,2025-07-29,65,0,0,0,0
AMZN,2025-07-29,65,0,0,0,0
META,2025-07-29,65,0,0,0,0
MSFT,2025-07-29,65,0,0,0,0
NVDA,2025-07-29,65,0,0,0,0
TSLA,2025-07-29,65,0,0,0,0
AAPL,2025-07-30,65,0,0,0,0
AMZN,2025-07-30,65,0,0,0,0
META,2025-07-30,65,0,0,0,0
MSFT,2025-07-30,65,0,0,0,0
NVDA,2025-07-30,65,0,0,0,0
TSLA,2025-07-30,65,0,0,0,0
AAPL,2025-07-31,65,0,0,0,0
AMZN,2025-07-31,65,0,0,0,0
META,2025-07-31,65,0,0,0,0
MSFT,2025-07-31,65,0,0,0,0
NVDA,2025-07-31,65,0,0,0,0
TSLA,2025-07-31,65,0,0,0,0
AAPL,2025-08-01,65,0,0,0,0
AMZN,2025-08-01,65,0,0,0,0
META,2025-08-01,65,0,0,0,0
MSFT,2025-08-01,65,0,0,0,0
NVDA,2025-08-01,65,0,0,0,0
TSLA,2025-08-01,65,0,0,0,0
AAPL,2025-08-04,65,0,0,0,0
AMZN,2025-08-04,65,0,0,0,0
META,2025-08-04,65,0,0,0,0
MSFT,2025-08-04,65,0,0,0,0
NVDA,2025-08-04,65,0,0,0,0
TSLA,2025-08-04,65,0,0,0,0
AAPL,2025-08-05,65,0,0,0,0
AMZN,2025-08-05,65,0,0,0,0
META,2025-08-05,65,0,0,0,0
MSFT,2025-08-05,65,0,0,0,0
NVDA,2025-08-05,65,0,0,0,0
TSLA,2025-08-05,65,0,0,0,0
AAPL,2025-08-06,65,0,0,0,0
AMZN,2025-08-06,65,0,0,0,0
META,2025-08-06,65,0,0,0,0
MSFT,2025-08-06,65,0,0,0,0
NVDA,2025-08-06,65,0,0,0,0
TSLA,2025-08-06,65,0,0,0,0
AAPL,2025-08-07,65,0,0,0,0
AMZN,2025-08-07,65,0,0,0,0
META,2025-08-07,65,0,0,0,0
MSFT,2025-08-07,65,0,0,0,0
NVDA,2025-08-07,65,0,0,0,0
TSLA,2025-08-07,65,0,0,0,0
AAPL,2025-08-08,65,0,0,0,0
AMZN,2025-08-08,65,0,0,0,0
META,2025-08-08,65,0,0,0,0
MSFT,2025-08-08,65,0,0,0,0
NVDA,2025-08-08,65,0,0,0,0
TSLA,2025-08-08,65,0,0,0,0
AAPL,2025-08-11,65,0,0,0,0
AMZN,2025-08-11,65,0,0,0,0
META,2025-08-11,65,0,0,0,0
MSFT,2025-08-11,65,0,0,0,0
NVDA,2025-08-11,65,0,0,0,0
TSLA,2025-08-11,65,0,0,0,0
AAPL,2025-08-12,65,0,0,0,0
AMZN,2025-08-12,65,0,0,0,0
META,2025-08-12,65,0,0,0,0
MSFT,2025-08-12,65,0,0,0,0
NVDA,2025-08-12,65,0,0,0,0
TSLA,2025-08-12,65,0,0,0,0
AAPL,2025-08-13,65,0,0,0,0
AMZN,2025-08-13,65,0,0,0,0
META,2025-08-13,65,0,0,0,0
MSFT,2025-08-13,65,0,0,0,0
NVDA,2025-08-13,65,0,0,0,0
TSLA,2025-08-13,65,0,0,0,0
AAPL,2025-08-14,65,0,0,0,0
AMZN,2025-08-14,65,0,0,0,0
META,2025-08-14,65,0,0,0,0
MSFT,2025-08-14,65,0,0,0,0
NVDA,2025-08-14,65,0,0,0,0
TSLA,2025-08-14,65,0,0,0,0
AAPL,2025-08-15,65,0,0,0,0
AMZN,2025-08-15,65,0,0,0,0
META,2025-08-15,65,0,0,0,0
MSFT,2025-08-15,65,0,0,0,0
NVDA,2025-08-15,65,0,0,0,0
TSLA,2025-08-15,65,0,0,0,0
AAPL,2025-08-18,65,0,0,0,0
AMZN,2025-08-18,65,0,0,0,0
META,2025-08-18,64,0,0,0,0
MSFT,2025-08-18,65,0,0,0,0
NVDA,2025-08-18,65,0,0,0,0
TSLA,2025-08-18,65,0,0,0,0
AAPL,2025-08-19,65,0,0,0,0
AMZN,2025-08-19,65,0,0,0,0
META,2025-08-19,65,0,0,0,0
MSFT,2025-08-19,65,0,0,0,0
NVDA,2025-08-19,65,0,0,0,0
TSLA,2025-08-19,65,0,0,0,0
AAPL,2025-08-20,65,0,0,0,0
AMZN,2025-08-20,65,0,0,0,0
META,2025-08-20,65,0,0,0,0
MSFT,2025-08-20,65,0,0,0,0
NVDA,2025-08-20,65,0,0,0,0
TSLA,2025-08-20,65,0,0,0,0
AAPL,2025-08-21,65,2,0,0,0
AMZN,2025-08-21,65,1,0,0,0
META,2025-08-21,65,2,0,0,0
MSFT,2025-08-21,65,2,0,0,0
NVDA,2025-08-21,65,1,0,0,0
TSLA,2025-08-21,65,2,0,0,0
AAPL,2025-08-22,65,0,0,0,0
AMZN,2025-08-22,65,0,0,0,0
META,2025-08-22,65,0,0,0,0
MSFT,2025-08-22,65,0,0,0,0
NVDA,2025-08-22,65,0,0,0,0
TSLA,2025-08-22,65,0,0,0,0
AAPL,2025-08-25,65,0,0,0,0
AMZN,2025-08-25,65,0,0,0,0
META,2025-08-25,65,0,0,0,0
MSFT,2025-08-25,65,0,0,0,0
NVDA,2025-08-25,65,0,0,0,0
TSLA,2025-08-25,65,0,0,0,0
AAPL,2025-08-26,65,0,0,0,0
AMZN,2025-08-26,65,0,0,0,0
META,2025-08-26,65,0,0,0,0
MSFT,2025-08-26,65,0,0,0,0
NVDA,2025-08-26,65,0,0,0,0
TSLA,2025-08-26,65,0,0,0,0
AAPL,2025-08-27,65,0,0,0,0
AMZN,2025-08-27,65,0,0,0,0
META,2025-08-27,65,0,0,0,0
MSFT,2025-08-27,65,0,0,0,0
NVDA,2025-08-27,65,0,0,0,0
TSLA,2025-08-27,65,0,0,0,0
AAPL,2025-08-28,65,0,0,0,0
AMZN,2025-08-28,65,0,0,0,0
META,2025-08-28,65,0,0,0,0
MSFT,2025-08-28,65,0,0,0,0
NVDA,2025-08-28,65,0,0,0,0
TSLA,2025-08-28,65,0,0,0,0
AAPL,2025-08-29,65,0,0,0,0
AMZN,2025-08-29,65,0,0,0,0
META,2025-08-29,65,0,0,0,0
MSFT,2025-08-29,65,0,0,0,0
NVDA,2025-08-29,65,0,0,0,0
TSLA,2025-08-29,65,0,0,0,0
AAPL,2025-09-02,65,0,0,0,0
AMZN,2025-09-02,65,0,0,0,0
META,2025-09-02,65,0,0,0,0
MSFT,2025-09-02,65,0,0,0,0
NVDA,2025-09-02,65,0,0,0,0
TSLA,2025-09-02,65,0,0,0,0
AAPL,2025-09-03,65,0,0,0,0
AMZN,2025-09-03,65,0,0,0,0
META,2025-09-03,65,0,0,0,0
MSFT,2025-09-03,65,0,0,0,0
NVDA,2025-09-03,65,0,0,0,0
TSLA,2025-09-03,65,0,0,0,0
AAPL,2025-09-04,65,0,0,0,0
AMZN,2025-09-04,65,0,0,0,0
META,2025-09-04,65,0,0,0,0
MSFT,2025-09-04,65,0,0,0,0
NVDA,2025-09-04,65,0,0,0,0
TSLA,2025-09-04,65,0,0,0,0
AAPL,2025-09-05,65,0,0,0,0
AMZN,2025-09-05,65,0,0,0,0
META,2025-09-05,65,0,0,0,0
MSFT,2025-09-05,65,0,0,0,0
NVDA,2025-09-05,65,0,0,0,0
TSLA,2025-09-05,65,0,0,0,0
AAPL,2025-09-08,65,0,0,0,0
AMZN,2025-09-08,65,0,0,0,0
META,2025-09-08,65,0,0,0,0
MSFT,2025-09-08,65,0,0,0,0
NVDA,2025-09-08,65,0,0,0,0
TSLA,2025-09-08,65,0,0,0,0
AAPL,2025-09-09,65,0,0,0,0
AMZN,2025-09-09,65,0,0,0,0
META,2025-09-09,65,0,0,0,0
MSFT,2025-09-09,65,0,0,0,0
NVDA,2025-09-09,65,0,0,0,0
TSLA,2025-09-09,65,0,0,0,0
AAPL,2025-09-10,65,0,0,0,0
AMZN,2025-09-10,65,0,0,0,0
META,2025-09-10,65,0,0,0,0
MSFT,2025-09-10,65,0,0,0,0
NVDA,2025-09-10,65,0,0,0,0
TSLA,2025-09-10,65,0,0,0,0
AAPL,2025-09-11,65,0,0,0,0
AMZN,2025-09-11,65,0,0,0,0
META,2025-09-11,65,0,0,0,0
MSFT,2025-09-11,65,0,0,0,0
NVDA,2025-09-11,65,0,0,0,0
TSLA,2025-09-11,65,0,0,0,0
AAPL,2025-09-12,65,0,0,0,0
AMZN,2025-09-12,65,0,0,0,0
META,2025-09-12,65,0,0,0,0
MSFT,2025-09-12,65,0,0,0,0
NVDA,2025-09-12,65,0,0,0,0
TSLA,2025-09-12,65,0,0,0,0
AAPL,2025-09-15,65,0,0,0,0
AMZN,2025-09-15,65,0,0,0,0
META,2025-09-15,65,0,0,0,0
MSFT,2025-09-15,65,0,0,0,0
NVDA,2025-09-15,65,0,0,0,0
TSLA,2025-09-15,65,0,0,0,0
AAPL,2025-09-16,65,0,0,0,0
AMZN,2025-09-16,65,0,0,0,0
META,2025-09-16,65,0,0,0,0
MSFT,2025-09-16,65,0,0,0,0
NVDA,2025-09-16,65,0,0,0,0
TSLA,2025-09-16,65,0,0,0,0
AAPL,2025-09-17,65,0,0,0,0
AMZN,2025-09-17,65,0,0,0,0
META,2025-09-17,65,0,0,0,0
MSFT,2025-09-17,65,0,0,0,0
NVDA,2025-09-17,65,0,0,0,0
TSLA,2025-09-17,65,0,0,0,0
AAPL,2025-09-18,65,0,0,0,0
AMZN,2025-09-18,65,0,0,0,0
META,2025-09-18,65,0,0,0,0
MSFT,2025-09-18,65,0,0,0,0
NVDA,2025-09-18,65,10,6,0,0
TSLA,2025-09-18,65,0,0,0,0
AAPL,2025-09-19,65,0,0,0,0
AMZN,2025-09-19,65,0,0,0,0
META,2025-09-19,65,0,0,0,0
MSFT,2025-09-19,65,0,0,0,0
NVDA,2025-09-19,65,0,0,0,0
TSLA,2025-09-19,65,0,0,0,0
AAPL,2025-09-22,65,0,0,0,0
AMZN,2025-09-22,65,0,0,0,0
META,2025-09-22,65,0,0,0,0
MSFT,2025-09-22,65,0,0,0,0
NVDA,2025-09-22,65,0,0,0,0
TSLA,2025-09-22,65,0,0,0,0
AAPL,2025-09-23,65,0,0,0,0
AMZN,2025-09-23,65,0,0,0,0
META,2025-09-23,65,0,0,0,0
MSFT,2025-09-23,65,0,0,0,0
NVDA,2025-09-23,65,0,0,0,0
TSLA,2025-09-23,65,0,0,0,0
AAPL,2025-09-24,65,0,0,0,0
AMZN,2025-09-24,65,0,0,0,0
META,2025-09-24,65,0,0,0,0
MSFT,2025-09-24,65,0,0,0,0
NVDA,2025-09-24,65,0,0,0,0
TSLA,2025-09-24,65,0,0,0,0
AAPL,2025-09-25,65,0,0,0,0
AMZN,2025-09-25,65,0,0,0,0
META,2025-09-25,65,0,0,0,0
MSFT,2025-09-25,65,0,0,0,0
NVDA,2025-09-25,65,0,0,0,0
TSLA,2025-09-25,65,0,0,0,0
AAPL,2025-09-26,65,0,0,0,0
AMZN,2025-09-26,65,0,0,0,0
META,2025-09-26,65,0,0,0,0
MSFT,2025-09-26,65,0,0,0,0
NVDA,2025-09-26,65,0,0,0,0
TSLA,2025-09-26,65,0,0,0,0
AAPL,2025-09-29,65,0,0,0,0
AMZN,2025-09-29,65,0,0,0,0
META,2025-09-29,65,0,0,0,0
MSFT,2025-09-29,65,0,0,0,0
NVDA,2025-09-29,65,0,0,0,0
TSLA,2025-09-29,65,0,0,0,0
AAPL,2025-09-30,65,0,0,0,0
AMZN,2025-09-30,65,0,0,0,0
META,2025-09-30,65,0,0,0,0
MSFT,2025-09-30,65,0,0,0,0
NVDA,2025-09-30,65,0,0,0,0
TSLA,2025-09-30,65,0,0,0,0
AAPL,2025-10-01,65,0,0,0,0
AMZN,2025-10-01,65,0,0,0,0
META,2025-10-01,65,0,0,0,0
MSFT,2025-10-01,65,0,0,0,0
NVDA,2025-10-01,65,0,0,0,0
TSLA,2025-10-01,65,0,0,0,0
AAPL,2025-10-02,65,0,0,0,0
AMZN,2025-10-02,65,0,0,0,0
META,2025-10-02,65,0,0,0,0
MSFT,2025-10-02,65,0,0,0,0
NVDA,2025-10-02,65,0,0,0,0
TSLA,2025-10-02,65,0,0,0,0
AAPL,2025-10-03,65,0,0,0,0
AMZN,2025-10-03,65,0,0,0,0
META,2025-10-03,65,0,0,0,0
MSFT,2025-10-03,65,0,0,0,0
NVDA,2025-10-03,65,0,0,0,0
TSLA,2025-10-03,65,0,0,0,0
AAPL,2025-10-06,65,0,0,0,0
AMZN,2025-10-06,65,0,0,0,0
META,2025-10-06,65,0,0,0,0
MSFT,2025-10-06,65,0,0,0,0
NVDA,2025-10-06,65,0,0,0,0
TSLA,2025-10-06,65,0,0,0,0
AAPL,2025-10-07,65,0,0,0,0
AMZN,2025-10-07,65,0,0,0,0
META,2025-10-07,65,0,0,0,0
MSFT,2025-10-07,65,0,0,0,0
NVDA,2025-10-07,65,0,0,0,0
TSLA,2025-10-07,65,0,0,0,0
AAPL,2025-10-08,65,0,0,0,0
AMZN,2025-10-08,65,0,0,0,0
META,2025-10-08,65,0,0,0,0
MSFT,2025-10-08,65,0,0,0,0
NVDA,2025-10-08,65,0,0,0,0
TSLA,2025-10-08,65,0,0,0,0
AAPL,2025-10-09,65,0,0,0,0
AMZN,2025-10-09,65,0,0,0,0
META,2025-10-09,65,0,0,0,0
MSFT,2025-10-09,65,0,0,0,0
NVDA,2025-10-09,65,0,0,0,0
TSLA,2025-10-09,65,0,0,0,0
AAPL,2025-10-10,65,0,0,0,0
AMZN,2025-10-10,65,0,0,0,0
META,2025-10-10,65,0,0,0,0
MSFT,2025-10-10,65,0,0,0,0
NVDA,2025-10-10,65,0,0,0,0
TSLA,2025-10-10,65,0,0,0,0
AAPL,2025-10-13,65,0,0,0,0
AMZN,2025-10-13,65,0,0,0,0
META,2025-10-13,65,0,0,0,0
MSFT,2025-10-13,65,0,0,0,0
NVDA,2025-10-13,65,0,0,0,0
TSLA,2025-10-13,65,0,0,0,0
AAPL,2025-10-14,65,0,0,0,0
AMZN,2025-10-14,65,0,0,0,0
META,2025-10-14,65,0,0,0,0
MSFT,2025-10-14,65,0,0,0,0
NVDA,2025-10-14,65,0,0,0,0
TSLA,2025-10-14,65,0,0,0,0
AAPL,2025-10-15,65,0,0,0,0
AMZN,2025-10-15,65,0,0,0,0
META,2025-10-15,65,0,0,0,0
MSFT,2025-10-15,65,0,0,0,0
NVDA,2025-10-15,65,0,0,0,0
TSLA,2025-10-15,65,0,0,0,0
AAPL,2025-10-16,65,0,0,0,0
AMZN,2025-10-16,65,0,0,0,0
META,2025-10-16,65,0,0,0,0
MSFT,2025-10-16,65,0,0,0,0
NVDA,2025-10-16,65,0,0,0,0
TSLA,2025-10-16,65,0,0,0,0
AAPL,2025-10-17,65,0,0,0,0
AMZN,2025-10-17,65,0,0,0,0
META,2025-10-17,65,0,0,0,0
MSFT,2025-10-17,65,0,0,0,0
NVDA,2025-10-17,65,0,0,0,0
TSLA,2025-10-17,65,0,0,0,0
AAPL,2025-10-20,65,65,65,0,0
AMZN,2025-10-20,65,65,65,0,0
META,2025-10-20,65,65,65,0,0
MSFT,2025-10-20,65,65,65,0,0
NVDA,2025-10-20,65,65,65,0,0
TSLA,2025-10-20,65,65,65,0,0
AAPL,2025-10-21,65,0,0,0,0
AMZN,2025-10-21,65,0,0,0,0
META,2025-10-21,65,0,0,0,0
MSFT,2025-10-21,65,0,0,0,0
NVDA,2025-10-21,65,0,0,0,0
TSLA,2025-10-21,65,0,0,0,0
AAPL,2025-10-22,65,1,0,0,0
AMZN,2025-10-22,65,1,0,0,0
META,2025-10-22,65,1,0,0,0
MSFT,2025-10-22,65,1,0,0,0
NVDA,2025-10-22,65,1,0,0,0
TSLA,2025-10-22,65,1,0,0,0
AAPL,2025-10-23,65,0,0,0,0
AMZN,2025-10-23,65,0,0,0,0
META,2025-10-23,65,0,0,0,0
MSFT,2025-10-23,65,0,0,0,0
NVDA,2025-10-23,65,0,0,0,0
TSLA,2025-10-23,65,0,0,0,0
AAPL,2025-10-24,65,0,0,0,0
AMZN,2025-10-24,65,0,0,0,0
META,2025-10-24,65,0,0,0,0
MSFT,2025-10-24,65,0,0,0,0
NVDA,2025-10-24,65,0,0,0,0
TSLA,2025-10-24,65,0,0,0,0
AAPL,2025-10-27,65,0,0,0,0
AMZN,2025-10-27,65,0,0,0,0
META,2025-10-27,65,0,0,0,0
MSFT,2025-10-27,65,0,0,0,0
NVDA,2025-10-27,65,0,0,0,0
TSLA,2025-10-27,65,0,0,0,0
AAPL,2025-10-28,65,0,0,0,0
AMZN,2025-10-28,65,0,0,0,0
META,2025-10-28,65,0,0,0,0
MSFT,2025-10-28,65,0,0,0,0
NVDA,2025-10-28,65,0,0,0,0
TSLA,2025-10-28,65,0,0,0,0
AAPL,2025-10-29,65,0,0,0,0
AMZN,2025-10-29,65,0,0,0,0
META,2025-10-29,65,0,0,0,0
MSFT,2025-10-29,65,0,0,0,0
NVDA,2025-10-29,65,0,0,0,0
TSLA,2025-10-29,65,0,0,0,0
AAPL,2025-10-30,65,0,0,0,0
AMZN,2025-10-30,65,0,0,0,0
META,2025-10-30,65,0,0,0,0
MSFT,2025-10-30,65,0,0,0,0
NVDA,2025-10-30,65,0,0,0,0
TSLA,2025-10-30,65,0,0,0,0
AAPL,2025-10-31,65,0,0,0,0
AMZN,2025-10-31,65,0,0,0,0
META,2025-10-31,65,0,0,0,0
MSFT,2025-10-31,65,0,0,0,0
NVDA,2025-10-31,65,0,0,0,0
TSLA,2025-10-31,65,0,0,0,0
AAPL,2025-11-03,65,0,0,0,0
AMZN,2025-11-03,65,0,0,0,0
META,2025-11-03,65,0,0,0,0
MSFT,2025-11-03,65,0,0,0,0
NVDA,2025-11-03,65,0,0,0,0
TSLA,2025-11-03,65,0,0,0,0
AAPL,2025-11-04,65,0,0,0,0
AMZN,2025-11-04,65,0,0,0,0
META,2025-11-04,65,0,0,0,0
MSFT,2025-11-04,65,0,0,0,0
NVDA,2025-11-04,65,0,0,0,0
TSLA,2025-11-04,65,0,0,0,0
AAPL,2025-11-05,65,0,0,0,0
AMZN,2025-11-05,65,0,0,0,0
META,2025-11-05,65,0,0,0,0
MSFT,2025-11-05,65,0,0,0,0
NVDA,2025-11-05,65,0,0,0,0
TSLA,2025-11-05,65,0,0,0,0
AAPL,2025-11-06,65,0,0,0,0
AMZN,2025-11-06,65,0,0,0,0
META,2025-11-06,65,0,0,0,0
MSFT,2025-11-06,65,0,0,0,0
NVDA,2025-11-06,65,0,0,0,0
TSLA,2025-11-06,65,0,0,0,0
AAPL,2025-11-07,65,0,0,0,0
AMZN,2025-11-07,65,0,0,0,0
META,2025-11-07,65,0,0,0,0
MSFT,2025-11-07,65,0,0,0,0
NVDA,2025-11-07,65,0,0,0,0
TSLA,2025-11-07,65,0,0,0,0
AAPL,2025-11-10,65,0,0,0,0
AMZN,2025-11-10,65,0,0,0,0
META,2025-11-10,65,0,0,0,0
MSFT,2025-11-10,65,0,0,0,0
NVDA,2025-11-10,65,0,0,0,0
TSLA,2025-11-10,65,0,0,0,0
AAPL,2025-11-11,65,0,0,0,0
AMZN,2025-11-11,65,0,0,0,0
META,2025-11-11,65,0,0,0,0
MSFT,2025-11-11,65,0,0,0,0
NVDA,2025-11-11,65,0,0,0,0
TSLA,2025-11-11,65,0,0,0,0
AAPL,2025-11-12,65,0,0,0,0
AMZN,2025-11-12,65,0,0,0,0
META,2025-11-12,65,0,0,0,0
MSFT,2025-11-12,65,0,0,0,0
NVDA,2025-11-12,65,0,0,0,0
TSLA,2025-11-12,65,0,0,0,0
AAPL,2025-11-13,65,0,0,0,0
AMZN,2025-11-13,65,0,0,0,0
META,2025-11-13,65,0,0,0,0
MSFT,2025-11-13,65,0,0,0,0
NVDA,2025-11-13,65,0,0,0,0
TSLA,2025-11-13,65,0,0,0,0
AAPL,2025-11-14,65,0,0,0,0
AMZN,2025-11-14,65,0,0,0,0
META,2025-11-14,65,0,0,0,0
MSFT,2025-11-14,65,0,0,0,0
NVDA,2025-11-14,65,0,0,0,0
TSLA,2025-11-14,65,0,0,0,0
AAPL,2025-11-17,65,0,0,0,0
AMZN,2025-11-17,65,0,0,0,0
META,2025-11-17,65,0,0,0,0
MSFT,2025-11-17,65,0,0,0,0
NVDA,2025-11-17,65,0,0,0,0
TSLA,2025-11-17,65,0,0,0,0
AAPL,2025-11-18,65,0,0,0,0
AMZN,2025-11-18,65,0,0,0,0
META,2025-11-18,65,0,0,0,0
MSFT,2025-11-18,65,0,0,0,0
NVDA,2025-11-18,65,0,0,0,0
TSLA,2025-11-18,65,0,0,0,0
AAPL,2025-11-19,65,0,0,0,0
AMZN,2025-11-19,65,0,0,0,0
META,2025-11-19,65,0,0,0,0
MSFT,2025-11-19,65,0,0,0,0
NVDA,2025-11-19,65,0,0,0,0
TSLA,2025-11-19,65,0,0,0,0
AAPL,2025-11-20,65,0,0,0,0
AMZN,2025-11-20,65,0,0,0,0
META,2025-11-20,65,0,0,0,0
MSFT,2025-11-20,65,0,0,0,0
NVDA,2025-11-20,65,0,0,0,0
TSLA,2025-11-20,65,0,0,0,0
AAPL,2025-11-21,65,0,0,0,0
AMZN,2025-11-21,65,0,0,0,0
META,2025-11-21,65,0,0,0,0
MSFT,2025-11-21,65,0,0,0,0
NVDA,2025-11-21,65,0,0,0,0
TSLA,2025-11-21,65,0,0,0,0
AAPL,2025-11-24,65,0,0,0,0
AMZN,2025-11-24,65,0,0,0,0
META,2025-11-24,65,0,0,0,0
MSFT,2025-11-24,65,0,0,0,0
NVDA,2025-11-24,65,0,0,0,0
TSLA,2025-11-24,65,0,0,0,0
AAPL,2025-11-25,65,0,0,0,0
AMZN,2025-11-25,65,0,0,0,0
META,2025-11-25,65,0,0,0,0
MSFT,2025-11-25,65,0,0,0,0
NVDA,2025-11-25,65,0,0,0,0
TSLA,2025-11-25,65,0,0,0,0
AAPL,2025-11-26,65,0,0,0,0
AMZN,2025-11-26,65,0,0,0,0
META,2025-11-26,65,0,0,0,0
MSFT,2025-11-26,65,0,0,0,0
NVDA,2025-11-26,65,0,0,0,0
TSLA,2025-11-26,65,0,0,0,0
AAPL,2025-11-28,29,0,0,0,0
AMZN,2025-11-28,29,0,0,0,0
META,2025-11-28,29,0,0,0,0
MSFT,2025-11-28,29,0,0,0,0
NVDA,2025-11-28,29,0,0,0,0
TSLA,2025-11-28,29,0,0,0,0
AAPL,2025-12-01,65,0,0,0,0
AMZN,2025-12-01,65,0,0,0,0
META,2025-12-01,65,0,0,0,0
MSFT,2025-12-01,65,0,0,0,0
NVDA,2025-12-01,65,0,0,0,0
TSLA,2025-12-01,65,0,0,0,0
AAPL,2025-12-02,65,0,0,0,0
AMZN,2025-12-02,65,0,0,0,0
META,2025-12-02,65,0,0,0,0
MSFT,2025-12-02,65,0,0,0,0
NVDA,2025-12-02,65,0,0,0,0
TSLA,2025-12-02,65,0,0,0,0
AAPL,2025-12-03,65,0,0,0,0
AMZN,2025-12-03,65,0,0,0,0
META,2025-12-03,65,0,0,0,0
MSFT,2025-12-03,65,0,0,0,0
NVDA,2025-12-03,65,0,0,0,0
TSLA,2025-12-03,65,0,0,0,0
AAPL,2025-12-04,65,0,0,0,0
AMZN,2025-12-04,65,0,0,0,0
META,2025-12-04,65,0,0,0,0
MSFT,2025-12-04,65,0,0,0,0
NVDA,2025-12-04,65,0,0,0,0
TSLA,2025-12-04,65,0,0,0,0
AAPL,2025-12-05,65,0,0,0,0
AMZN,2025-12-05,65,0,0,0,0
META,2025-12-05,65,0,0,0,0
MSFT,2025-12-05,65,0,0,0,0
NVDA,2025-12-05,65,0,0,0,0
TSLA,2025-12-05,65,0,0,0,0
AAPL,2025-12-08,65,0,0,0,0
AMZN,2025-12-08,65,0,0,0,0
META,2025-12-08,65,0,0,0,0
MSFT,2025-12-08,65,0,0,0,0
NVDA,2025-12-08,65,0,0,0,0
TSLA,2025-12-08,65,0,0,0,0
AAPL,2025-12-09,65,0,0,0,0
AMZN,2025-12-09,65,0,0,0,0
META,2025-12-09,65,0,0,0,0
MSFT,2025-12-09,65,0,0,0,0
NVDA,2025-12-09,65,0,0,0,0
TSLA,2025-12-09,65,0,0,0,0
AAPL,2025-12-10,65,0,0,0,0
AMZN,2025-12-10,65,0,0,0,0
META,2025-12-10,65,0,0,0,0
MSFT,2025-12-10,65,0,0,0,0
NVDA,2025-12-10,65,0,0,0,0
TSLA,2025-12-10,65,0,0,0,0
AAPL,2025-12-11,65,0,0,0,0
AMZN,2025-12-11,65,0,0,0,0
META,2025-12-11,65,0,0,0,0
MSFT,2025-12-11,65,0,0,0,0
NVDA,2025-12-11,65,0,0,0,0
TSLA,2025-12-11,65,0,0,0,0
AAPL,2025-12-12,65,0,0,0,0
AMZN,2025-12-12,65,0,0,0,0
