session_date,forecast__log_ridge_harq__B0,loss__log_ridge_harq__B0,forecast__log_ridge_harq__B1,loss__log_ridge_harq__B1,forecast__log_ridge_harq__B2,loss__log_ridge_harq__B2,forecast__lightgbm_qlike__B0,loss__lightgbm_qlike__B0,forecast__lightgbm_qlike__B1,loss__lightgbm_qlike__B1,forecast__lightgbm_qlike__B2,loss__lightgbm_qlike__B2,actual
2026-08-03,2.1529238578875924e-05,0.09027476177173994,2.0640716364872514e-05,0.08144421445163486,2.0192408050773955e-05,0.07689290869547269,2.0645935020075254e-05,0.08033743482761645,1.9888665484299987e-05,0.07507928034373616,2.001256142780367e-05,0.07658072333017583,1.6876090754811597e-05
2026-08-04,1.4906429983593987e-05,0.12967891786912536,1.4736229557755479e-05,0.12769164478452344,1.4853358373699953e-05,0.12756135602946664,1.3833966748584353e-05,0.11431687758991028,1.3885476708934637e-05,0.11127893505128106,1.3813727076049246e-05,0.10864755160024231,1.2222553606194198e-05
2026-08-05,1.7711042273992382e-05,0.1688587524285151,1.7131882861873024e-05,0.1602533906804933,1.688221527247705e-05,0.15844140061335935,1.7212382732664653e-05,0.16857598658130699,1.6419430877846457e-05,0.15018460675517945,1.660399339038439e-05,0.15407392255732452,1.444965097948457e-05
2026-08-06,1.4326155141234413e-05,0.12270380002071096,1.4217907749779623e-05,0.12025535154632139,1.423898325310189e-05,0.12186646199421558,1.4082043333700796e-05,0.11790942436967888,1.3961636107037431e-05,0.10548219692297993,1.358699030199528e-05,0.1015725672284759,1.2530865221496363e-05
2026-08-07,1.2932440658058795e-05,0.10083171806787405,1.2302118702869804e-05,0.09172996760470091,1.2180591213208385e-05,0.09197757300574383,1.2050956822272895e-05,0.08818404519442417,1.1869485190082636e-05,0.08277469474868261,1.2311812643068715e-05,0.0852836212389234,1.0575164126807827e-05
2026-08-10,1.0892298686426163e-05,0.19165472847904183,1.0199421244026303e-05,0.19172846186114859,1.0082939936853385e-05,0.18613370626954742,1.0654690941172358e-05,0.17167620459752728,9.94566187976002e-06,0.17462460017327286,1.0432441737619239e-05,0.16388945124491563,1.1111252183790332e-05
2026-08-11,9.587517258944571e-06,0.13738507713421275,9.442192783405947e-06,0.13585471680493358,9.473568597825169e-06,0.13646558558061575,9.465700311886862e-06,0.13319630787288841,9.447430998344042e-06,0.1294419240878412,9.410333209133021e-06,0.12794578762877432,8.6972083223406e-06
2026-08-12,9.368503650268949e-06,0.09661414171074127,9.04566767140867e-06,0.0940222436014022,9.118921229847443e-06,0.0912921599871282,9.134971526310466e-06,0.09506943153507592,8.7624256596245e-06,0.08373771595600875,9.535135778474987e-06,0.08930109675462748,7.952446268050704e-06
2026-08-13,8.679127087249933e-06,0.14835939359245984,8.557524578704298e-06,0.1472631310253673,8.674312720029183e-06,0.14722504225406877,8.729097838551194e-06,0.1670655566428191,8.634349597727444e-06,0.16467571937443568,8.732250949290315e-06,0.1645062480632662,9.22145639502896e-06
2026-08-14,8.812945577651257e-06,0.09449620580588479,8.583132648845695e-06,0.0908685507825283,8.40319344792882e-06,0.08899274720688011,8.675058562106359e-06,0.09367081419571129,8.865175239868283e-06,0.087114225653571,9.100466877822596e-06,0.09458808293809305,7.948117287704955e-06
