session_date,log_ridge_harq__AAPL,log_ridge_harq__AMZN,log_ridge_harq__META,log_ridge_harq__MSFT,log_ridge_harq__NVDA,log_ridge_harq__TSLA,lightgbm_qlike__AAPL,lightgbm_qlike__AMZN,lightgbm_qlike__META,lightgbm_qlike__MSFT,lightgbm_qlike__NVDA,lightgbm_qlike__TSLA
2026-04-16,0.712424,0.134134,-0.023823,0.086664,0.769120,0.693762,-0.624912,-0.046037,-0.232268,-0.171255,0.393284,-0.260355
2026-04-17,0.715638,0.132649,-0.016661,0.087364,0.775306,0.699613,-0.625464,-0.053087,-0.228598,-0.171281,0.384301,-0.238850
2026-04-20,0.721490,0.145377,-0.011409,0.091111,0.776213,0.707626,-0.624881,-0.061774,-0.235048,-0.174505,0.370579,-0.249837
2026-04-21,0.726320,0.152827,-0.009852,0.096310,0.782327,0.709269,-0.625717,-0.040752,-0.232331,-0.170306,0.375603,-0.245030
2026-04-22,0.730728,0.159295,-0.004768,0.096872,0.786163,0.704111,-0.612932,-0.040750,-0.236115,-0.167386,0.382284,-0.244815
2026-04-23,0.736699,0.169252,0.007401,0.101516,0.798692,0.721342,-0.619230,-0.027171,-0.251107,-0.161397,0.393154,-0.231053
2026-04-24,0.750838,0.169959,0.015941,0.094579,0.805480,0.721264,-0.612150,-0.035466,-0.249753,-0.171550,0.396992,-0.235390
2026-04-27,0.755130,0.179650,0.023875,0.097113,0.812265,0.715888,-0.617746,-0.030446,-0.244386,-0.168758,0.413984,-0.234020
2026-04-28,0.758331,0.197503,0.015119,0.097904,0.814986,0.716673,-0.619066,-0.018429,-0.240681,-0.175515,0.414717,-0.230719
2026-04-29,0.756657,0.198068,0.016425,0.100991,0.815152,0.718940,-0.612842,-0.006506,-0.239670,-0.168051,0.423217,-0.238021
2026-04-30,0.757352,0.200161,0.021608,0.108077,0.815941,0.719343,-0.619135,0.002343,-0.250620,-0.159781,0.412213,-0.238778
2026-05-01,0.753122,0.212856,0.021589,0.117013,0.817300,0.714844,-0.621901,0.008329,-0.255952,-0.155090,0.412235,-0.232215
2026-05-04,0.760780,0.217749,0.017353,0.119796,0.822663,0.706709,-0.620650,0.010809,-0.246648,-0.144497,0.409251,-0.240208
2026-05-05,0.777491,0.220114,0.014628,0.124749,0.821258,0.712204,-0.573192,0.014230,-0.253246,-0.146417,0.398071,-0.229809
2026-05-06,0.778000,0.219564,0.017676,0.132747,0.827763,0.706005,-0.567133,0.009653,-0.244600,-0.165449,0.399839,-0.239234
2026-05-07,0.773980,0.219089,0.020218,0.133329,0.836885,0.712836,-0.565070,0.018407,-0.256086,-0.164125,0.388318,-0.243664
2026-05-08,0.781458,0.225662,0.019965,0.135439,0.845544,0.711093,-0.567191,0.027280,-0.270304,-0.161828,0.395048,-0.243478
2026-05-11,0.770761,0.226162,0.012146,0.134511,0.845965,0.688395,-0.580602,0.017514,-0.267733,-0.164523,0.398369,-0.221078
2026-05-12,0.772458,0.225658,0.007147,0.136806,0.845534,0.684620,-0.581219,0.014603,-0.274382,-0.165496,0.393837,-0.222705
2026-05-13,0.781823,0.223598,0.003080,0.138724,0.842172,0.682101,-0.569447,0.004308,-0.271638,-0.160785,0.394138,-0.211096
2026-05-14,0.792443,0.218375,0.011896,0.134191,0.837864,0.680695,-0.558494,0.001667,-0.264128,-0.152057,0.392432,-0.209342
2026-05-15,0.790289,0.224597,0.015127,0.138605,0.846381,0.684822,-0.553448,0.007110,-0.269210,-0.149660,0.396717,-0.207359
2026-05-18,0.778272,0.186715,-0.016613,0.143494,0.856490,0.708596,-0.538206,-0.015000,-0.322503,-0.162557,0.399234,-0.194594
2026-05-19,0.778615,0.190646,-0.017410,0.146090,0.861065,0.702032,-0.547851,-0.014850,-0.315912,-0.159040,0.403523,-0.196384
2026-05-20,0.778494,0.196930,-0.006226,0.153080,0.854695,0.705119,-0.543335,-0.015902,-0.301917,-0.155636,0.402591,-0.191124
2026-05-21,0.774231,0.215873,0.044115,0.156457,0.858366,0.704116,-0.551644,-0.005757,-0.307997,-0.150255,0.409128,-0.198581
2026-05-22,0.775406,0.225738,0.046473,0.160798,0.853502,0.702701,-0.556238,-0.005214,-0.300418,-0.147714,0.406438,-0.201096
2026-05-26,0.768988,0.238612,0.040734,0.164216,0.847030,0.700378,-0.562838,0.000102,-0.303641,-0.157539,0.400658,-0.196337
2026-05-27,0.773322,0.234242,0.122881,0.164520,0.854338,0.709904,-0.563791,-0.007067,-0.041616,-0.158811,0.402756,-0.175239
2026-05-28,0.772544,0.229214,0.129984,0.173935,0.847919,0.705237,-0.563991,-0.005935,-0.040916,-0.157060,0.412326,-0.179512
2026-05-29,0.768351,0.240552,0.134805,0.171956,0.843902,0.726207,-0.563019,0.000133,-0.036280,-0.161564,0.411135,-0.151851
2026-06-01,0.759484,0.238387,0.155827,0.172360,0.849919,0.726674,-0.565197,-0.001916,-0.028718,-0.165954,0.414008,-0.151706
2026-06-02,0.762850,0.244855,0.155672,0.174957,0.845803,0.732539,-0.585948,-0.003061,-0.021023,-0.163377,0.413230,-0.148636
2026-06-03,0.758664,0.239248,0.155957,0.176198,0.849713,0.732367,-0.589681,-0.002140,-0.013326,-0.157155,0.410827,-0.159896
2026-06-04,0.759995,0.242228,0.147591,0.180557,0.854060,0.737741,-0.594947,-0.014524,-0.013325,-0.157545,0.422077,-0.155088
2026-06-05,0.754637,0.188585,-0.029364,0.176434,0.878003,0.738738,-0.598451,-0.016471,0.077902,-0.162415,0.431565,-0.151808
2026-06-08,0.651895,0.183046,-0.035606,0.164901,0.884895,0.743426,-0.604423,-0.015644,0.079702,-0.164694,0.432006,-0.149118
2026-06-09,0.648544,0.181944,-0.023636,0.159836,0.895272,0.747360,-0.601796,-0.017160,0.089367,-0.172931,0.494872,-0.048058
2026-06-10,0.653897,0.189116,-0.005389,0.149564,0.880783,0.758289,-0.603695,-0.015323,0.082129,-0.182071,0.468556,-0.050649
2026-06-11,0.647480,0.174891,-0.034250,0.165361,0.914507,0.768850,-0.599595,-0.032061,0.068347,-0.184505,0.470521,-0.066894
2026-06-12,0.654069,0.173999,-0.029981,0.166020,0.917274,0.776432,-0.594906,-0.034007,0.074521,-0.183874,0.471300,-0.063657
2026-06-15,0.653479,0.178262,-0.023285,0.164580,0.907143,0.778602,-0.600268,-0.028653,0.085054,-0.187923,0.470082,-0.067877
2026-06-16,0.646412,0.180682,-0.023527,0.160230,0.905884,0.780856,-0.604020,-0.045016,0.081430,-0.217481,0.474155,-0.066151
2026-06-17,0.652848,0.178023,0.012096,0.170057,0.964154,0.754037,-0.585796,-0.045997,0.063996,-0.231606,0.506234,-0.096135
2026-06-18,0.657740,0.160183,0.011648,0.165212,0.967366,0.748876,-0.606368,-0.045153,0.068317,-0.238650,0.504798,-0.097738
2026-06-22,0.693937,0.180483,0.030139,0.176856,0.969896,0.759739,-0.613332,-0.040554,0.053306,-0.250685,0.494745,-0.099337
2026-06-23,0.695956,0.195316,0.005014,0.180951,0.960830,0.753612,-0.614818,-0.032260,0.026335,-0.251470,0.489960,-0.106209
2026-06-24,0.694940,0.195181,0.004147,0.185145,0.960676,0.749949,-0.605947,-0.033754,0.024852,-0.245508,0.489668,-0.103707
2026-06-25,0.692238,0.197369,0.008812,0.189880,0.956262,0.745021,-0.593954,-0.032143,0.018678,-0.263995,0.489389,-0.102807
2026-06-26,0.681108,0.202326,0.013575,0.178182,0.950609,0.744167,-0.608232,-0.037860,0.000462,-0.273894,0.492060,-0.107088
2026-06-29,0.680519,0.200641,0.025484,0.176580,0.948672,0.745729,-0.616504,-0.049253,0.000107,-0.273947,0.477764,-0.104076
2026-06-30,0.676341,0.197047,0.026556,0.190189,0.950820,0.750255,-0.614622,-0.040415,-0.005470,-0.279311,0.478947,-0.086097
2026-07-01,0.656928,0.195045,0.008297,0.196647,0.948638,0.751149,-0.631694,-0.045651,0.043667,-0.270609,0.478843,-0.083110
2026-07-02,0.659608,0.199841,-0.015446,0.196498,0.948022,0.751857,-0.630944,-0.046543,0.049171,-0.274880,0.477672,-0.061954
2026-07-06,0.657709,0.198047,-0.027438,0.211080,0.947248,0.750799,-0.643792,-0.042352,0.053688,-0.271948,0.453397,-0.058304
2026-07-07,0.660493,0.195623,-0.016460,0.215031,0.950350,0.750094,-0.658221,-0.053607,-0.034092,-0.270621,0.461919,-0.061233
2026-07-08,0.656353,0.193867,-0.022060,0.229327,0.952254,0.746779,-0.672681,-0.056464,-0.005241,-0.278039,0.459068,-0.067769
2026-07-09,0.654953,0.186766,-0.010229,0.227078,0.954968,0.758817,-0.681160,-0.062293,0.030943,-0.275876,0.440503,-0.056816
2026-07-10,0.649014,0.188993,-0.000571,0.235367,0.955229,0.766533,-0.686765,-0.050156,0.039299,-0.285199,0.450573,-0.052378
2026-07-13,0.650486,0.190302,0.006117,0.233318,0.948447,0.765363,-0.690958,-0.053402,0.034360,-0.288724,0.442395,-0.059787
2026-07-14,0.648000,0.194013,0.002101,0.240084,0.938189,0.762059,-0.681661,-0.050612,0.039000,-0.283763,0.424685,-0.053036
2026-07-15,0.646678,0.192822,0.004080,0.242703,0.945848,0.764612,-0.701495,-0.051877,0.044139,-0.278045,0.443352,-0.052240
2026-07-16,0.639319,0.193694,0.014667,0.250084,0.941209,0.761515,-0.685873,-0.053845,0.062933,-0.300975,0.439821,-0.049927
2026-07-17,0.639535,0.200838,0.006693,0.269986,0.945249,0.742076,-0.690320,-0.052934,0.184056,-0.275393,0.444797,-0.048086
2026-07-20,0.635799,0.204736,0.015437,0.261993,0.941514,0.750276,-0.682472,-0.041928,0.187243,-0.271284,0.445280,-0.016343
2026-07-21,0.630574,0.204469,0.008118,0.260868,0.939580,0.745881,-0.693474,-0.042864,0.135293,-0.267495,0.438112,-0.021642
2026-07-22,0.628691,0.211783,0.005552,0.266328,0.951438,0.739689,-0.712171,-0.042022,0.111410,-0.276548,0.452346,-0.011714
2026-07-23,0.628120,0.208684,-0.000467,0.263013,0.950048,0.685928,-0.711533,-0.038558,0.137632,-0.283047,0.450898,-0.012054
2026-07-24,0.627026,0.209854,0.004873,0.282618,0.952829,0.686404,-0.721123,-0.033961,0.135007,-0.281283,0.458634,-0.011977
2026-07-27,0.624415,0.215267,0.009162,0.293574,0.953216,0.685864,-0.734652,-0.034101,0.133169,-0.285927,0.455295,-0.010886
2026-07-28,0.626493,0.214746,0.010118,0.310374,0.946547,0.681728,-0.734231,-0.031182,0.129276,-0.280829,0.450969,-0.018273
2026-07-29,0.630448,0.206571,0.018517,0.318303,0.951623,0.690331,-0.732588,-0.034060,0.113270,-0.283795,0.435889,-0.020023
2026-07-30,0.638324,0.211373,0.019854,0.316123,0.950568,0.692941,-0.733478,-0.033168,0.105810,-0.284426,0.433978,-0.021890
2026-07-31,0.640707,0.215344,0.018989,0.326714,0.954787,0.693732,-0.729048,-0.028568,0.097265,-0.288082,0.431170,-0.017976
