session_date,forecast__log_ridge_harq__B0,loss__log_ridge_harq__B0,forecast__log_ridge_harq__B1,loss__log_ridge_harq__B1,forecast__log_ridge_harq__B2,loss__log_ridge_harq__B2,forecast__lightgbm_qlike__B0,loss__lightgbm_qlike__B0,forecast__lightgbm_qlike__B1,loss__lightgbm_qlike__B1,forecast__lightgbm_qlike__B2,loss__lightgbm_qlike__B2,actual
2026-08-03,3.807934984602871e-06,0.3207326822986236,3.6917098147239175e-06,0.3171874130750085,3.6267305179852285e-06,0.3167128190092974,3.77818749029713e-06,0.3181323247752273,3.5444097832933257e-06,0.31507350786205096,3.506297983425823e-06,0.3166398368599161,3.1696360206632733e-06
2026-08-04,2.542613163863638e-06,0.3679878811026265,2.522379378442629e-06,0.3673891906420514,2.5696759961803095e-06,0.3679074780936861,2.3765934017784634e-06,0.3600404815964193,2.416368658902739e-06,0.3571946861338948,2.3962893645451654e-06,0.3603476948548508,2.1862339157731537e-06
2026-08-05,3.1113719163499484e-06,0.4015304416260985,3.014162392024201e-06,0.3902822386122951,3.0042314537667923e-06,0.39564343935272356,2.9475308383021913e-06,0.4013151942208389,2.8056975363923e-06,0.38807187587621983,2.8608271596552843e-06,0.3915188879299807,2.52169112323222e-06
2026-08-06,2.4856511295453463e-06,0.3195312267139823,2.4875638539227964e-06,0.3198631827251383,2.5163384260742833e-06,0.3228525507888848,2.397387684440748e-06,0.3244526015263809,2.405383770106261e-06,0.3176552290913537,2.3182874186870778e-06,0.31102382011820406,2.187735530263635e-06
2026-08-07,2.2346459704449878e-06,0.3231865036547066,2.138475164895891e-06,0.3176156173534488,2.1195452570204164e-06,0.32198942250663837,2.0952696733351642e-06,0.31996985336042155,2.008136642594223e-06,0.31411963980723984,2.088505656851697e-06,0.31396434762543884,1.93270328696054e-06
2026-08-10,1.927727981305671e-06,0.40145397423748275,1.826384817571968e-06,0.40100008438247303,1.8153854620661857e-06,0.3972445309135552,1.85466376906914e-06,0.40437664391607814,1.757424643387757e-06,0.4033151652485038,1.8908356329582298e-06,0.38967653973656685,2.012705904190733e-06
2026-08-11,1.6719663774148883e-06,0.3834126150232467,1.6563808305377269e-06,0.38190800454754364,1.6756097592749622e-06,0.3837778639616407,1.6534772880246301e-06,0.38634684642050376,1.6532528258699778e-06,0.3882465752599768,1.6921904684069752e-06,0.3883310930224917,1.5535143444945687e-06
2026-08-12,1.630981265227209e-06,0.314777456503536,1.5725276808877392e-06,0.31475356507211083,1.5850326303071937e-06,0.3151835824055111,1.5745974079281918e-06,0.3142246252436147,1.5565810498423408e-06,0.3033084650300301,1.6358354112047544e-06,0.30490575989200003,1.4113370376032805e-06
2026-08-13,1.4930573008604572e-06,0.38153878592749013,1.4743291565654624e-06,0.37885818059958526,1.4998278116292792e-06,0.36645942747779076,1.5463206906189723e-06,0.37191051530784797,1.5494892013675226e-06,0.3588448866356451,1.5448011115164143e-06,0.36327077768199706,1.6013582138853876e-06
2026-08-14,1.5430144960799112e-06,0.33423028081806433,1.5086899837451495e-06,0.33113425235382526,1.486908676616696e-06,0.3285962891266733,1.5604487359210975e-06,0.3397328672719511,1.5399186756676468e-06,0.33357518799145636,1.6215334313760967e-06,0.340865210996252,1.502244803042437e-06
2026-08-17,1.3682440662299604e-06,0.6852490700056348,1.307761606527647e-06,0.7060026363913788,1.309264806433863e-06,0.7117828281812576,1.3481415718880261e-06,0.6267002167045429,1.3358717915358587e-06,0.6453044903110635,1.4100665355914006e-06,0.6390667145105251,1.7078876809650826e-06
2026-08-18,2.006736331900963e-06,0.2884740579975463,1.9941584510035813e-06,0.2894973947563095,2.0195792381583113e-06,0.28763245036155577,1.8655110787197376e-06,0.29025268579372027,1.8875970410597598e-06,0.2902502890370714,1.9017688851482062e-06,0.29273390894275214,1.7928178018050122e-06
2026-08-19,2.28595589607836e-06,0.3361179634904621,2.2347215007221418e-06,0.33580638850694416,2.220786089951438e-06,0.33325549840731356,2.1711471602220063e-06,0.33550768274902465,2.1535730200348596e-06,0.3280057331145853,2.161274341107063e-06,0.32377558755243835,2.118540385643098e-06
