session_date,forecast__log_ridge_harq__B0,loss__log_ridge_harq__B0,forecast__log_ridge_harq__B1,loss__log_ridge_harq__B1,forecast__log_ridge_harq__B2,loss__log_ridge_harq__B2,forecast__lightgbm_qlike__B0,loss__lightgbm_qlike__B0,forecast__lightgbm_qlike__B1,loss__lightgbm_qlike__B1,forecast__lightgbm_qlike__B2,loss__lightgbm_qlike__B2,actual
2024-10-28,1.0180974943494034e-05,0.0868402043015784,1.0521118433313559e-05,0.10395262904486223,1.0231064179686553e-05,0.0962521947457325,9.80941719713566e-06,0.09147618648585128,1.1036843058943009e-05,0.13916617538191117,1.1110974345563223e-05,0.13611944855636615,9.263764932669404e-06
2024-10-29,8.56374864032304e-06,0.07577484847261955,8.609745671704239e-06,0.09328250604555864,9.214007953918023e-06,0.09279360019260853,8.768897651054523e-06,0.08538728764027559,8.743428700209274e-06,0.09118766820799912,8.820156423102825e-06,0.09858979641526078,8.747729955858345e-06
2024-10-30,1.0970100093719967e-05,0.14802150684021706,1.1616457726898244e-05,0.1551177196403993,1.1807296271236743e-05,0.14658390469553598,1.0658029568923013e-05,0.1489381586702161,1.086439651167484e-05,0.1599489252097104,1.0925527861844141e-05,0.1679645088171471,1.0787520757461172e-05
2024-10-31,1.8491944883653236e-05,0.0831027077562051,1.842935060613616e-05,0.08333882240384556,1.827255636114685e-05,0.08423032736487202,1.6164629070507064e-05,0.08642764242834326,1.680512499694559e-05,0.08224184799442401,1.7049761897618907e-05,0.0808414201339328,1.697469671427e-05
2024-11-01,1.651501718990382e-05,0.07840245189110345,1.3967074598466392e-05,0.07454884063135199,1.3494157943490435e-05,0.07986820992078641,1.5042024060020377e-05,0.06935323528191108,1.3400484958725876e-05,0.07167491102104057,1.2832965814372834e-05,0.0806486889281381,1.4755165663755705e-05
2024-11-04,1.197731225249472e-05,0.08968365618475975,1.1290505912340938e-05,0.08411374716577673,1.1171096032950396e-05,0.08380077417488489,1.1541022800032041e-05,0.09100432958759043,1.180354719419839e-05,0.09321160485175306,1.1659783070231095e-05,0.08911174683323175,1.1223898745333844e-05
2024-11-05,9.209370848229517e-06,0.07952834300212978,9.172166749958657e-06,0.07567401688098256,9.138804601874565e-06,0.07403181324163197,9.07365023925396e-06,0.08309838657705647,9.317581630569976e-06,0.08806559942969416,9.593027126766538e-06,0.08891614766769833,8.009038270878388e-06
2024-11-06,1.8452776849187262e-05,0.10523619465683526,1.8462721256211782e-05,0.10632821887531747,1.8121345687701142e-05,0.10583127802940828,1.5461144441854006e-05,0.10945422524658406,1.5934418470362556e-05,0.09816074750443125,1.4893468933097046e-05,0.0967972614862345,1.5020666053838904e-05
2024-11-07,1.2239497088509082e-05,0.08924716853596944,1.2623167250020419e-05,0.08720505241150915,1.2351038247587786e-05,0.0858580326414801,1.202564285606996e-05,0.09589856631621717,1.1944460348244421e-05,0.08712410206686362,1.233232201234548e-05,0.09264978736925365,1.1066497796448899e-05
2024-11-08,1.4671041583899858e-05,0.14065857227332784,1.4616128516698137e-05,0.12984013089869448,1.4630071107949221e-05,0.12135237071192534,1.4246510252299708e-05,0.14409313323581954,1.4293019121066379e-05,0.14066137801849912,1.4494331411997175e-05,0.12780946862951348,2.205064030447887e-05
