session_date,forecast__log_ridge_harq__B0,loss__log_ridge_harq__B0,forecast__log_ridge_harq__B1,loss__log_ridge_harq__B1,forecast__log_ridge_harq__B2,loss__log_ridge_harq__B2,forecast__lightgbm_qlike__B0,loss__lightgbm_qlike__B0,forecast__lightgbm_qlike__B1,loss__lightgbm_qlike__B1,forecast__lightgbm_qlike__B2,loss__lightgbm_qlike__B2,actual
2024-10-28,5.362015106831164e-06,0.13602388275716723,5.430350541529111e-06,0.14900484408587536,5.282937138007463e-06,0.14076519847095326,5.150550799956866e-06,0.13603903112116963,5.2955204503421986e-06,0.15170922058169153,5.60222012249498e-06,0.16036809437593894,4.792811955676305e-06
2024-10-29,4.3745223811123e-06,0.11835168820806098,4.651210461293377e-06,0.1309610859790112,4.634449446012821e-06,0.1290327416566128,4.611196018612359e-06,0.12752229394305056,4.631340601347993e-06,0.1348764853164703,4.636141128022854e-06,0.1398889192464147,4.560976227332821e-06
2024-10-30,5.6506457852484095e-06,0.18056459941656774,6.082327152751284e-06,0.1854474611439794,6.108490099113144e-06,0.18343376115833923,5.396242680447065e-06,0.17796777550443263,5.3844872009484304e-06,0.1851758774384014,5.328929476025762e-06,0.18583249080571165,5.4423893491158385e-06
2024-10-31,9.69974263999009e-06,0.1268614446706518,9.834744758551163e-06,0.12489747321477795,9.574275580761761e-06,0.12084484713837527,8.469370266219101e-06,0.13130044184869508,8.6275487526388e-06,0.1338744778397807,8.745274725109076e-06,0.1291406788234942,8.698269138311093e-06
2024-11-01,8.498647634952557e-06,0.11707174981685091,7.408309760272466e-06,0.11311850111152948,7.1117705006217615e-06,0.11679020944872583,7.82470712889072e-06,0.11129294379097669,6.847841726363916e-06,0.12164582927459483,6.8864177658183946e-06,0.11674899486009134,7.686935080966805e-06
2024-11-04,6.163537077567769e-06,0.1213637125575337,5.855431223167611e-06,0.11445835947623284,5.7726734275361635e-06,0.1117255731100561,5.892829416876899e-06,0.12757876552103944,6.079362882114485e-06,0.12914782032430352,5.900795947077868e-06,0.128053436446761,5.828980537975382e-06
2024-11-05,4.738000201309146e-06,0.12108453483425718,4.690945305136239e-06,0.11644239248680244,4.636829964544405e-06,0.11514355621629035,4.771849507864672e-06,0.12565670002233986,4.644121286157721e-06,0.1348307964223551,4.893653883689469e-06,0.1303662754092929,4.1261592004141735e-06
2024-11-06,9.629910344036568e-06,0.132784372897208,9.639453412077261e-06,0.13264447807027172,9.473047592768768e-06,0.13283703934177082,7.744327476944454e-06,0.13960510275408264,7.5229472407889306e-06,0.13765269036709488,7.398801826940869e-06,0.1344286113417069,7.874284012090592e-06
2024-11-07,6.231581274186774e-06,0.13934218697116443,6.367967887154961e-06,0.13703946345621018,6.2873435372234284e-06,0.13689896422149803,6.034562257711887e-06,0.15049699224884625,6.044345860055238e-06,0.14476782878839584,6.179057493212803e-06,0.14623853545321783,5.733654312037977e-06
2024-11-08,7.730168929895631e-06,0.17623545117920034,7.808200701464868e-06,0.16774517142047643,7.95141748805536e-06,0.15744899771378568,8.267392758744853e-06,0.16451722648781278,8.024701559418159e-06,0.16967322309522728,7.782251363428874e-06,0.16734554661061676,1.1228399070961913e-05
2024-11-11,1.4259986159317549e-05,0.16065754828956558,1.5160350543787464e-05,0.14349967219564227,1.4596861031192311e-05,0.14376639984174067,1.2165359558799221e-05,0.1652466754760736,1.1946257186498508e-05,0.16488822423948127,1.1272541770077215e-05,0.17459765519150183,1.7862763402839854e-05
