horizon_minutes,window,N_asset_sessions,N_origins,N_sessions,contrast,estimate,family,qlike_reduction_percent,subset
5,confirmation,25,1625,25,B2_over_B1,-0.029701252511412726,lightgbm_qlike,-4.52975636980581,asset_AMZN
5,confirmation,25,1625,25,B1_over_B0,0.00014521709469633937,log_ridge_harq,0.03972117311673639,asset_META
5,confirmation,25,1625,25,B2_over_B1,0.0017042820074219466,log_ridge_harq,0.46635680985555306,asset_META
5,confirmation,25,1625,25,B1_over_B0,0.0038411185713685047,lightgbm_qlike,1.0643386385279279,asset_META
5,confirmation,25,1625,25,B2_over_B1,0.001128705479813643,lightgbm_qlike,0.3161184815895044,asset_META
5,confirmation,25,1625,25,B1_over_B0,0.003287243245605418,log_ridge_harq,0.9036464786482322,asset_MSFT
5,confirmation,25,1625,25,B2_over_B1,0.0033537258011641026,log_ridge_harq,0.9303290816205372,asset_MSFT
5,confirmation,25,1625,25,B1_over_B0,0.004096205830058683,lightgbm_qlike,1.1055755758782235,asset_MSFT
5,confirmation,25,1625,25,B2_over_B1,0.0021914674944430368,lightgbm_qlike,0.5980946126569701,asset_MSFT
5,confirmation,25,1625,25,B1_over_B0,0.0013794255785601994,log_ridge_harq,0.45413806634108794,asset_NVDA
5,confirmation,25,1625,25,B2_over_B1,-0.0007383208529813834,log_ridge_harq,-0.24418082403384994,asset_NVDA
5,confirmation,25,1625,25,B1_over_B0,0.0027569821886858337,lightgbm_qlike,0.8992194292351323,asset_NVDA
5,confirmation,25,1625,25,B2_over_B1,-0.001110197078441022,lightgbm_qlike,-0.36538837548790204,asset_NVDA
5,confirmation,25,1625,25,B1_over_B0,-0.004131493996870423,log_ridge_harq,-0.9967168981083397,asset_TSLA
5,confirmation,25,1625,25,B2_over_B1,-0.0009843518240789907,log_ridge_harq,-0.2351298621338727,asset_TSLA
5,confirmation,25,1625,25,B1_over_B0,-0.0014160159555038354,lightgbm_qlike,-0.3514144362727343,asset_TSLA
5,confirmation,25,1625,25,B2_over_B1,0.0020257854645844885,lightgbm_qlike,0.5009811716121683,asset_TSLA
5,confirmation,150,9750,25,B1_over_B0,3.600068890998731e-06,log_ridge_harq,0.0008658056653297615,last30sessions
5,confirmation,150,9750,25,B2_over_B1,0.005107753949557885,log_ridge_harq,1.2284099914708604,last30sessions
5,confirmation,150,9750,25,B1_over_B0,0.005499485139160578,lightgbm_qlike,1.3305247957775443,last30sessions
5,confirmation,150,9750,25,B2_over_B1,-0.004162569606580859,lightgbm_qlike,-1.0206565576597642,last30sessions
5,confirmation,48,3120,8,B1_over_B0,0.002826685593779174,log_ridge_harq,0.7983260154947968,chronological_block_1
5,confirmation,48,3120,8,B2_over_B1,-0.0014140488277334592,log_ridge_harq,-0.40257627951437147,chronological_block_1
5,confirmation,48,3120,8,B1_over_B0,0.005234178343776839,lightgbm_qlike,1.4802234080769892,chronological_block_1
5,confirmation,48,3120,8,B2_over_B1,0.0013221455337276006,lightgbm_qlike,0.37951993721309424,chronological_block_1
5,confirmation,102,6630,17,B1_over_B0,-0.0013249107663504955,log_ridge_harq,-0.29783005748069746,leave_block_1_out
5,confirmation,102,6630,17,B2_over_B1,0.008176837609459694,log_ridge_harq,1.8326339670155176,leave_block_1_out
5,confirmation,102,6630,17,B1_over_B0,0.005624335395811749,lightgbm_qlike,1.2740947249844166,leave_block_1_out
5,confirmation,102,6630,17,B2_over_B1,-0.006743612025549546,lightgbm_qlike,-1.5473621105569135,leave_block_1_out
5,confirmation,48,3120,8,B1_over_B0,-0.0024586575001838626,log_ridge_harq,-0.6465165020138692,chronological_block_2
5,confirmation,48,3120,8,B2_over_B1,0.0018015164884936513,log_ridge_harq,0.470674937594783,chronological_block_2
