horizon_minutes,window,B1_over_B0,B1_over_B0_sign,B2_over_B1,B2_over_B1_sign,family,qlike_B0,qlike_B1,qlike_B2,rank,ranked_information_set,session_date
15,confirmation,-0.00198664045483421,-1,-0.0018726721354410947,-1,log_ridge_harq,0.16481638930662879,0.166803029761463,0.1686757018969041,9,B2,2026-08-20
15,confirmation,-0.0002600854077668413,-1,0.003031526254072714,1,log_ridge_harq,0.1699076872458715,0.17016777265363833,0.16713624639956562,10,B2,2026-08-27
15,confirmation,0.11460072399002552,1,-0.07987767540643143,-1,lightgbm_qlike,1.661807566494162,1.5472068425041365,1.627084517910568,1,B0,2026-08-31
15,confirmation,-0.0077091200153210915,-1,0.02813006948756369,1,lightgbm_qlike,0.4054264420928965,0.4131355621082176,0.3850054926206539,2,B0,2026-08-17
15,confirmation,-0.004234652774042641,-1,0.0028039023649316652,1,lightgbm_qlike,0.2211836725069211,0.22541832528096373,0.22261442291603206,3,B0,2026-08-25
15,confirmation,-0.0020306942555916585,-1,0.0007862487747800073,1,lightgbm_qlike,0.2199021211140709,0.22193281536966256,0.22114656659488255,4,B0,2026-08-10
15,confirmation,0.003177107754902514,1,0.0031410208804167616,1,lightgbm_qlike,0.21844484586951826,0.21526773811461575,0.21212671723419899,5,B0,2026-08-13
15,confirmation,0.015133263713421802,1,-0.003195877541197212,-1,lightgbm_qlike,0.21578528349212509,0.20065201977870328,0.2038478973199005,6,B0,2026-09-04
15,confirmation,0.0033651870665616923,1,0.00203511274442969,1,lightgbm_qlike,0.21369620559383026,0.21033101852726857,0.20829590578283888,7,B0,2026-08-05
15,confirmation,0.004625843532755247,1,0.0019467977458641206,1,lightgbm_qlike,0.17607571496080945,0.1714498714280542,0.1695030736821901,8,B0,2026-09-03
15,confirmation,0.0009204500268652216,1,-0.001089332984912622,-1,lightgbm_qlike,0.17433800602875602,0.1734175560018908,0.17450688898680342,9,B0,2026-08-11
15,confirmation,0.00028117749172754114,1,-0.0016001401701466744,-1,lightgbm_qlike,0.1697481742007866,0.16946699670905907,0.17106713687920574,10,B0,2026-08-20
15,confirmation,0.11460072399002552,1,-0.07987767540643143,-1,lightgbm_qlike,1.661807566494162,1.5472068425041365,1.627084517910568,1,B1,2026-08-31
15,confirmation,-0.0077091200153210915,-1,0.02813006948756369,1,lightgbm_qlike,0.4054264420928965,0.4131355621082176,0.3850054926206539,2,B1,2026-08-17
15,confirmation,-0.004234652774042641,-1,0.0028039023649316652,1,lightgbm_qlike,0.2211836725069211,0.22541832528096373,0.22261442291603206,3,B1,2026-08-25
15,confirmation,-0.0020306942555916585,-1,0.0007862487747800073,1,lightgbm_qlike,0.2199021211140709,0.22193281536966256,0.22114656659488255,4,B1,2026-08-10
15,confirmation,0.003177107754902514,1,0.0031410208804167616,1,lightgbm_qlike,0.21844484586951826,0.21526773811461575,0.21212671723419899,5,B1,2026-08-13
15,confirmation,0.0033651870665616923,1,0.00203511274442969,1,lightgbm_qlike,0.21369620559383026,0.21033101852726857,0.20829590578283888,6,B1,2026-08-05
15,confirmation,0.015133263713421802,1,-0.003195877541197212,-1,lightgbm_qlike,0.21578528349212509,0.20065201977870328,0.2038478973199005,7,B1,2026-09-04
15,confirmation,0.0009204500268652216,1,-0.001089332984912622,-1,lightgbm_qlike,0.17433800602875602,0.1734175560018908,0.17450688898680342,8,B1,2026-08-11
15,confirmation,0.004625843532755247,1,0.0019467977458641206,1,lightgbm_qlike,0.17607571496080945,0.1714498714280542,0.1695030736821901,9,B1,2026-09-03
15,confirmation,0.00028117749172754114,1,-0.0016001401701466744,-1,lightgbm_qlike,0.1697481742007866,0.16946699670905907,0.17106713687920574,10,B1,2026-08-20
15,confirmation,0.11460072399002552,1,-0.07987767540643143,-1,lightgbm_qlike,1.661807566494162,1.5472068425041365,1.627084517910568,1,B2,2026-08-31
15,confirmation,-0.0077091200153210915,-1,0.02813006948756369,1,lightgbm_qlike,0.4054264420928965,0.4131355621082176,0.3850054926206539,2,B2,2026-08-17
15,confirmation,-0.004234652774042641,-1,0.0028039023649316652,1,lightgbm_qlike,0.2211836725069211,0.22541832528096373,0.22261442291603206,3,B2,2026-08-25
15,confirmation,-0.0020306942555916585,-1,0.0007862487747800073,1,lightgbm_qlike,0.2199021211140709,0.22193281536966256,0.22114656659488255,4,B2,2026-08-10
15,confirmation,0.003177107754902514,1,0.0031410208804167616,1,lightgbm_qlike,0.21844484586951826,0.21526773811461575,0.21212671723419899,5,B2,2026-08-13
15,confirmation,0.0033651870665616923,1,0.00203511274442969,1,lightgbm_qlike,0.21369620559383026,0.21033101852726857,0.20829590578283888,6,B2,2026-08-05
15,confirmation,0.015133263713421802,1,-0.003195877541197212,-1,lightgbm_qlike,0.21578528349212509,0.20065201977870328,0.2038478973199005,7,B2,2026-09-04
15,confirmation,0.0009204500268652216,1,-0.001089332984912622,-1,lightgbm_qlike,0.17433800602875602,0.1734175560018908,0.17450688898680342,8,B2,2026-08-11
15,confirmation,0.00028117749172754114,1,-0.0016001401701466744,-1,lightgbm_qlike,0.1697481742007866,0.16946699670905907,0.17106713687920574,9,B2,2026-08-20
15,confirmation,0.004625843532755247,1,0.0019467977458641206,1,lightgbm_qlike,0.17607571496080945,0.1714498714280542,0.1695030736821901,10,B2,2026-09-03
5,primary,0.15009351787981995,1,-0.06763726083592214,-1,log_ridge_harq,1.579212022257974,1.429118504378154,1.4967557652140762,1,B0,2025-04-09
5,primary,0.058813780348604405,1,0.011319455910423937,1,log_ridge_harq,1.0774040583398297,1.0185902779912253,1.0072708220808013,2,B0,2025-04-07
5,primary,0.004190540728605585,1,0.006463389001946762,1,log_ridge_harq,1.0242364416214693,1.0200459008928637,1.013582511890917,3,B0,2026-03-16
5,primary,-0.0014878986787573156,-1,-0.033249057688772954,-1,log_ridge_harq,0.9093015218055805,0.9107894204843379,0.9440384781731108,4,B0,2026-06-05
5,primary,-0.02764378337067319,-1,0.016468471460000078,1,log_ridge_harq,0.8780304037792592,0.9056741871499324,0.8892057156899323,5,B0,2024-11-14
5,primary,0.01290994140393198,1,0.0063314573777787375,1,log_ridge_harq,0.7890556473169011,0.7761457059129692,0.7698142485351904,6,B0,2026-06-11
5,primary,0.0062804506323119735,1,-0.0007911806415322742,-1,log_ridge_harq,0.7811631682057459,0.774882717573434,0.7756738982149662,7,B0,2026-01-21
5,primary,-0.026195671178420143,-1,0.018948537616498173,1,log_ridge_harq,0.7674356951793108,0.7936313663577309,0.7746828287412327,8,B0,2026-06-17
5,primary,-0.005145704661238759,-1,0.012220819770810798,1,log_ridge_harq,0.7467869257735198,0.7519326304347586,0.7397118106639478,9,B0,2026-05-27
5,primary,0.00343396415410524,1,0.008823623728840047,1,log_ridge_harq,0.651120359824881,0.6476863956707758,0.6388627719419357,10,B0,2025-10-10
5,primary,0.15009351787981995,1,-0.06763726083592214,-1,log_ridge_harq,1.579212022257974,1.429118504378154,1.4967557652140762,1,B1,2025-04-09
5,primary,0.004190540728605585,1,0.006463389001946762,1,log_ridge_harq,1.0242364416214693,1.0200459008928637,1.013582511890917,2,B1,2026-03-16
5,primary,0.058813780348604405,1,0.011319455910423937,1,log_ridge_harq,1.0774040583398297,1.0185902779912253,1.0072708220808013,3,B1,2025-04-07
5,primary,-0.0014878986787573156,-1,-0.033249057688772954,-1,log_ridge_harq,0.9093015218055805,0.9107894204843379,0.9440384781731108,4,B1,2026-06-05
5,primary,-0.02764378337067319,-1,0.016468471460000078,1,log_ridge_harq,0.8780304037792592,0.9056741871499324,0.8892057156899323,5,B1,2024-11-14
5,primary,-0.026195671178420143,-1,0.018948537616498173,1,log_ridge_harq,0.7674356951793108,0.7936313663577309,0.7746828287412327,6,B1,2026-06-17
5,primary,0.01290994140393198,1,0.0063314573777787375,1,log_ridge_harq,0.7890556473169011,0.7761457059129692,0.7698142485351904,7,B1,2026-06-11
5,primary,0.0062804506323119735,1,-0.0007911806415322742,-1,log_ridge_harq,0.7811631682057459,0.774882717573434,0.7756738982149662,8,B1,2026-01-21
5,primary,-0.005145704661238759,-1,0.012220819770810798,1,log_ridge_harq,0.7467869257735198,0.7519326304347586,0.7397118106639478,9,B1,2026-05-27
5,primary,0.00343396415410524,1,0.008823623728840047,1,log_ridge_harq,0.651120359824881,0.6476863956707758,0.6388627719419357,10,B1,2025-10-10
5,primary,0.15009351787981995,1,-0.06763726083592214,-1,log_ridge_harq,1.579212022257974,1.429118504378154,1.4967557652140762,1,B2,2025-04-09
5,primary,0.004190540728605585,1,0.006463389001946762,1,log_ridge_harq,1.0242364416214693,1.0200459008928637,1.013582511890917,2,B2,2026-03-16
5,primary,0.058813780348604405,1,0.011319455910423937,1,log_ridge_harq,1.0774040583398297,1.0185902779912253,1.0072708220808013,3,B2,2025-04-07
5,primary,-0.0014878986787573156,-1,-0.033249057688772954,-1,log_ridge_harq,0.9093015218055805,0.9107894204843379,0.9440384781731108,4,B2,2026-06-05
5,primary,-0.02764378337067319,-1,0.016468471460000078,1,log_ridge_harq,0.8780304037792592,0.9056741871499324,0.8892057156899323,5,B2,2024-11-14
5,primary,0.0062804506323119735,1,-0.0007911806415322742,-1,log_ridge_harq,0.7811631682057459,0.774882717573434,0.7756738982149662,6,B2,2026-01-21
5,primary,-0.026195671178420143,-1,0.018948537616498173,1,log_ridge_harq,0.7674356951793108,0.7936313663577309,0.7746828287412327,7,B2,2026-06-17
5,primary,0.01290994140393198,1,0.0063314573777787375,1,log_ridge_harq,0.7890556473169011,0.7761457059129692,0.7698142485351904,8,B2,2026-06-11
5,primary,-0.005145704661238759,-1,0.012220819770810798,1,log_ridge_harq,0.7467869257735198,0.7519326304347586,0.7397118106639478,9,B2,2026-05-27
5,primary,-0.007841931025146742,-1,-0.0076189807334804405,-1,log_ridge_harq,0.6307197828271064,0.6385617138522531,0.6461806945857336,10,B2,2026-03-09
5,primary,0.44807898702961446,1,-0.3267034981940913,-1,lightgbm_qlike,2.2375432664649657,1.7894642794353512,2.1161677776294425,1,B0,2025-04-07
5,primary,-0.03209598862455554,-1,0.2762035929169906,1,lightgbm_qlike,2.1373067033348163,2.169402691959372,1.8931990990423813,2,B0,2025-04-09
