horizon_minutes,window,N_asset_sessions,N_available_origins,N_origins,N_sessions,N_unknown_membership_origins,N_verified_membership_origins,N_verified_nonmember_origins,alternative,baseline_loss,bootstrap_block_length,bootstrap_repetitions,bootstrap_seed,ci_high,ci_low,contrast,coverage_status,endpoint,estimate,expanded_loss,family,holm_family_size,holm_unavailable_treated_as_one,inference_role,interval,null,null_calibration,null_exceedances,p_holm,p_raw,percent_reduction_mean,removed_each_tail,statistic,status,subset,reason
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.14066166508758465,5,9999,20260907,0.004547816386226671,-0.0017962292947302503,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006491103523353859,0.1400125547352493,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7022,1.0,0.7023,0.46146926522674786,0,mean,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1400125547352493,5,9999,20260907,0.0013661024170148162,-0.0005020394507697894,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0004260804810304033,0.13958647425421888,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3673,1.0,0.3674,0.30431591069535285,0,mean,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.15649565153900538,5,9999,20260907,0.005691228335367042,-0.0012303137311533016,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0016859251854261879,0.1548097263535792,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3343,1.0,0.3344,1.077298422573731,0,mean,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1548097263535792,5,9999,20260907,0.0012062927825518472,-0.013971079291301992,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0041755058482506185,0.15898523220182983,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,5096,1.0,0.5097,-2.697185730251813,0,mean,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.14066166508758465,5,9999,20260907,-4.521619418047795e-05,-0.0018759121381810295,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0006763216765484845,0.1400125547352493,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1154,0.34650000000000003,0.1155,0.46146926522674786,0,median,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1400125547352493,5,9999,20260907,0.0007340871686382852,-0.000662681564514711,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.00016149546284030536,0.13958647425421888,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,6181,1.0,0.6182,0.30431591069535285,0,median,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.15649565153900538,5,9999,20260907,0.0015033895623048493,-0.0001138762732043469,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007914161991102731,0.1548097263535792,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,580,0.2324,0.0581,1.077298422573731,0,median,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1548097263535792,5,9999,20260907,0.0010561821614561429,-0.0005296225215567496,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00016839928818734862,0.15898523220182983,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,5678,1.0,0.5679,-2.697185730251813,0,median,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.14066166508758465,5,9999,20260907,-1.8862464168203294e-05,-0.002061112035798857,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0010196447699496842,0.1400125547352493,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,502,0.2012,0.0503,0.46146926522674786,20,trimmed_mean_5pct,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1400125547352493,5,9999,20260907,0.0009692917487174209,-0.0006234885749734957,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0001881315470541716,0.13958647425421888,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,6415,1.0,0.6416,0.30431591069535285,20,trimmed_mean_5pct,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.15649565153900538,5,9999,20260907,0.0015734309484286395,-0.0008975752903864605,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0003708677431341879,0.1548097263535792,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,5632,1.0,0.5633,1.077298422573731,20,trimmed_mean_5pct,COMPUTED,first_hour,
15,primary,2509,160832,12451,419,0,160832,148381,two-sided,0.1548097263535792,5,9999,20260907,0.0013774071599898848,-0.0005579114568688308,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00038193469360006124,0.15898523220182983,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4294,1.0,0.4295,-2.697185730251813,20,trimmed_mean_5pct,COMPUTED,first_hour,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18018049530723768,5,9999,20260907,0.003516195146576649,0.00013835911821960303,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.0016637782485467102,0.17851671705869096,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,527,0.15839999999999999,0.0528,0.9233953129664184,0,mean,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.17851671705869096,5,9999,20260907,0.0020809879042433055,-8.983708388720266e-05,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.0009769945485730237,0.17753972251011793,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,783,0.15839999999999999,0.0784,0.5472846267119158,0,mean,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18438764074135142,5,9999,20260907,0.005094944066523017,0.0009789805454787242,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.00295312150056133,0.18143451924079007,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,48,0.0196,0.0049,1.601583212783661,0,mean,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18143451924079007,5,9999,20260907,0.0013189851731736852,-0.0009101908843227222,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.00022085790746978657,0.18121366133332023,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7010,0.7011,0.7011,0.12172871424575822,0,mean,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18018049530723768,5,9999,20260907,0.0012662171196506367,0.0003122838058134958,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.0007702649594435174,0.17851671705869096,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,79,0.024,0.008,0.9233953129664184,0,median,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.17851671705869096,5,9999,20260907,0.0016320620189573254,0.00032149132998024466,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.0012163767214850296,0.17753972251011793,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,59,0.024,0.006,0.5472846267119158,0,median,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18438764074135142,5,9999,20260907,0.001832528142913556,0.00028645469017798963,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.0010259920376143594,0.18143451924079007,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,198,0.0398,0.0199,1.601583212783661,0,median,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18143451924079007,5,9999,20260907,0.0010823228289496278,-0.00013420635725344687,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.0004801568034516479,0.18121366133332023,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1358,0.1359,0.1359,0.12172871424575822,0,median,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18018049530723768,5,9999,20260907,0.0017568022043282865,0.00020385029095677424,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.0009796432549866554,0.17851671705869096,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,128,0.0258,0.0129,0.9233953129664184,19,trimmed_mean_5pct,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.17851671705869096,5,9999,20260907,0.001655714234988381,0.0002674357949163146,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.000960126262446445,0.17753972251011793,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,78,0.023700000000000002,0.0079,0.5472846267119158,19,trimmed_mean_5pct,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18438764074135142,5,9999,20260907,0.003142273748052506,0.000649727154402314,B1_over_B0,PARTIAL_COVERAGE,qlike_regime_secondary,0.0018326574532832403,0.18143451924079007,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,51,0.0208,0.0052,1.601583212783661,19,trimmed_mean_5pct,COMPUTED,high_flow,
15,primary,1168,160832,75030,393,780,160052,85022,two-sided,0.18143451924079007,5,9999,20260907,0.0010201199932474451,-0.0006774181712448012,B2_over_B1,PARTIAL_COVERAGE,qlike_regime_secondary,0.00016939322948340536,0.18121366133332023,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,6956,0.6957,0.6957,0.12172871424575822,19,trimmed_mean_5pct,COMPUTED,high_flow,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19829727203827563,5,9999,20260907,0.006767837719349329,-0.0017203861402128391,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0024691647384598885,0.19582810729981576,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2593,1.0,0.2594,1.2451834122979195,0,mean,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19582810729981576,5,9999,20260907,0.004475834927304859,-0.0010113862840397734,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015593858708733037,0.19426872142894241,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2676,1.0,0.2677,0.7963033970837806,0,mean,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19071062637508424,5,9999,20260907,0.004899826157309034,-0.006325385065120793,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0009191796614662403,0.19162980603655047,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7470,1.0,0.7471,-0.48197611162915693,0,mean,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19162980603655047,5,9999,20260907,0.0035549531376226286,-0.002611418883799027,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0005215330974618827,0.19110827293908864,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7419,1.0,0.742,0.27215656491475454,0,mean,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19829727203827563,5,9999,20260907,0.003372174142345981,0.00017372325113171327,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0018651006651323326,0.19582810729981576,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,316,0.1268,0.0317,1.2451834122979195,0,median,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19582810729981576,5,9999,20260907,0.0023612062502850473,-0.0010758227748354152,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006718414583645957,0.19426872142894241,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2607,0.7824,0.2608,0.7963033970837806,0,median,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19071062637508424,5,9999,20260907,0.0025031194742510393,-0.0050636789272422295,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,-0.000603070886733649,0.19162980603655047,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4464,0.893,0.4465,-0.48197611162915693,0,median,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19162980603655047,5,9999,20260907,0.0027441461425434244,-0.0011510769688701794,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00010810824588301793,0.19110827293908864,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,8661,0.893,0.8662,0.27215656491475454,0,median,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19829727203827563,5,9999,20260907,0.0064651510077738785,-0.0012222194220225199,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0027096736308831124,0.19582810729981576,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1709,0.684,0.171,1.2451834122979195,2,trimmed_mean_5pct,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19582810729981576,5,9999,20260907,0.00430301746163679,-0.001124369894672289,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0013321568642808228,0.19426872142894241,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3331,0.9996,0.3332,0.7963033970837806,2,trimmed_mean_5pct,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19071062637508424,5,9999,20260907,0.003239727091274888,-0.0050604379689003194,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0011029913198685524,0.19162980603655047,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,5879,1.0,0.588,-0.48197611162915693,2,trimmed_mean_5pct,COMPUTED,event,
15,primary,233,160832,15047,56,0,160832,145785,two-sided,0.19162980603655047,5,9999,20260907,0.003588887785308186,-0.0023104093219588557,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007636564511057874,0.19110827293908864,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,6176,1.0,0.6177,0.27215656491475454,2,trimmed_mean_5pct,COMPUTED,event,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20044065669892738,5,9999,20260907,0.003120388131813508,-0.0008921241981504185,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010190716603843528,0.199421585038543,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3235,0.6472,0.3236,0.50841564639007,0,mean,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.199421585038543,5,9999,20260907,0.0028153436595766096,0.00012925789438868166,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0014420052873061625,0.19797957975123684,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,363,0.1092,0.0364,0.7230938852619493,0,mean,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20136656651415108,5,9999,20260907,0.005927991036888856,0.0006013809349940194,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0031714613746717584,0.1981951051394793,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,189,0.076,0.019,1.57496918657988,0,mean,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.1981951051394793,5,9999,20260907,0.0019023991001721953,-0.001484282356544097,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00019572305889597831,0.19799938208058337,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,8178,0.8179,0.8179,0.09875272083951755,0,mean,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20044065669892738,5,9999,20260907,0.0013671255585735106,-7.988950806703948e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007678039917184964,0.199421585038543,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,705,0.2118,0.0706,0.50841564639007,0,median,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.199421585038543,5,9999,20260907,0.0011403561349625918,-0.0002188714441346412,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006247387757486664,0.19797957975123684,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1730,0.3462,0.1731,0.7230938852619493,0,median,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20136656651415108,5,9999,20260907,0.0030388734097890613,0.0004989300548272971,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0016212057547058123,0.1981951051394793,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,200,0.0804,0.0201,1.57496918657988,0,median,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.1981951051394793,5,9999,20260907,0.0012264574471877697,-0.000914766044937454,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00023509214755410707,0.19799938208058337,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,8315,0.8316,0.8316,0.09875272083951755,0,median,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20044065669892738,5,9999,20260907,0.0014459765387830027,-0.0006661552754718605,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0003867637980679789,0.199421585038543,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4733,0.9468,0.4734,0.50841564639007,20,trimmed_mean_5pct,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.199421585038543,5,9999,20260907,0.0020839097150783903,7.87576173991601e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010462914896845758,0.19797957975123684,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,396,0.1588,0.0397,0.7230938852619493,20,trimmed_mean_5pct,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.20136656651415108,5,9999,20260907,0.0034680086193068496,-2.093495590244491e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0016855720858531536,0.1981951051394793,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,594,0.1785,0.0595,1.57496918657988,20,trimmed_mean_5pct,COMPUTED,last_hour,
15,primary,2482,160832,29562,414,0,160832,131270,two-sided,0.1981951051394793,5,9999,20260907,0.0012868794324027997,-0.0012254426243548983,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,4.1493253366068466e-05,0.19799938208058337,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,9511,0.9512,0.9512,0.09875272083951755,20,trimmed_mean_5pct,COMPUTED,last_hour,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1615898262583496,5,9999,20260907,0.0022361325537749097,-6.719398342244616e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001103369831084733,0.1604864564272649,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,617,0.2472,0.0618,0.6828213487405245,0,mean,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1604864564272649,5,9999,20260907,0.0025245417610374812,-0.00015301428617254723,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0012484158798402444,0.15923804054742466,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,664,0.2472,0.0665,0.7778948502150068,0,mean,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16365059020949352,5,9999,20260907,0.0028480948819877847,-0.0008070214631853588,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010269908956689236,0.16262359931382456,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2719,0.4424,0.272,0.6275509879642016,0,mean,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16262359931382456,5,9999,20260907,0.0027289139224219933,-0.0007155941030709038,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010700412110686021,0.16155355810275598,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2211,0.4424,0.2212,0.6579864272980941,0,mean,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1615898262583496,5,9999,20260907,0.0028123820046065118,0.0004011075793857871,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015738621056432603,0.1604864564272649,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,9,0.0032,0.001,0.6828213487405245,0,median,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1604864564272649,5,9999,20260907,0.0024009436535793044,0.00044612176291889544,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.001256908338571186,0.15923804054742466,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,167,0.0336,0.0168,0.7778948502150068,0,median,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16365059020949352,5,9999,20260907,0.003033112001119706,0.0008024209935340518,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001503140776776865,0.16262359931382456,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,423,0.0424,0.0424,0.6275509879642016,0,median,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16262359931382456,5,9999,20260907,0.002327676484610519,0.00046308683205208145,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0014218730700849558,0.16155355810275598,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7,0.0032,0.0008,0.6579864272980941,0,median,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1615898262583496,5,9999,20260907,0.0024472015238680405,0.00037578702969748984,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001441307466692845,0.1604864564272649,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,72,0.0219,0.0073,0.6828213487405245,4,trimmed_mean_5pct,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.1604864564272649,5,9999,20260907,0.0025124156406954286,0.0005773700063575332,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015762702117610324,0.15923804054742466,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,14,0.006,0.0015,0.7778948502150068,4,trimmed_mean_5pct,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16365059020949352,5,9999,20260907,0.0026642489518008228,-0.00047700649958045446,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001133575480752652,0.16262359931382456,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1608,0.1609,0.1609,0.6275509879642016,4,trimmed_mean_5pct,COMPUTED,weekly_expiration,
15,primary,492,160832,31399,82,0,160832,129433,two-sided,0.16262359931382456,5,9999,20260907,0.002700581820891785,7.581819180025807e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015562365328403629,0.16155355810275598,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,246,0.0494,0.0247,0.6579864272980941,4,trimmed_mean_5pct,COMPUTED,weekly_expiration,
