session_date,forecast__log_ols_harq__B0,loss__log_ols_harq__B0,forecast__log_ols_harq__B1,loss__log_ols_harq__B1,forecast__log_ols_harq__B2,loss__log_ols_harq__B2,forecast__lightgbm_qlike__B0,loss__lightgbm_qlike__B0,forecast__lightgbm_qlike__B1,loss__lightgbm_qlike__B1,forecast__lightgbm_qlike__B2,loss__lightgbm_qlike__B2,actual
2024-12-13,1.5421213249928753e-05,0.08040840238630946,1.544915285235386e-05,0.07574089224701776,1.5801416645391084e-05,0.07959174200010927,1.4447491179586896e-05,0.08410252655060117,1.476560677342151e-05,0.07768576687601973,1.4198905266969544e-05,0.0870973719521786,1.7011429259780174e-05
2024-12-16,1.65642965555405e-05,0.083380692701101,1.6447546550072344e-05,0.08184684037920471,1.687469915295017e-05,0.08449395781746656,1.5417747297770545e-05,0.0987110304332414,1.5483425446588103e-05,0.09229698877977094,1.6192463589163108e-05,0.08786377274125251,1.707370195908976e-05
2024-12-17,2.693692401699263e-05,0.10935605436308164,2.907719478506996e-05,0.11072387963642401,2.875221054807305e-05,0.11094035635903149,2.234118695699395e-05,0.11833919990418042,2.2708108695334495e-05,0.11049016080527051,2.2272527005887436e-05,0.12146747129747208,2.8544348870251223e-05
2024-12-18,2.4643613157292427e-05,0.591840728455313,2.6676086297154417e-05,0.5478318373822039,2.6952448676793038e-05,0.5348914279147133,2.27508849716109e-05,0.5288440877757516,2.352555095555314e-05,0.5326262381659527,2.3140993223363515e-05,0.5584511141038272,4.9023177803739507e-05
2024-12-19,4.0708189755395374e-05,0.09377034004474576,4.127087488942043e-05,0.10088397535005293,4.118575627892339e-05,0.10161512246860437,3.450036976634666e-05,0.1212821120431478,3.465418534121496e-05,0.12238910812126325,3.3512759590561376e-05,0.12262698304440468,4.481545782180778e-05
2024-12-20,3.0192127140297546e-05,0.10615352726477305,2.9658048069570503e-05,0.10684135024756199,3.0281822074463217e-05,0.10926300900377219,2.6609070353755718e-05,0.10636517690083425,2.7713018719385146e-05,0.10286619922417424,2.7331749546763466e-05,0.10879251204815875,2.895807261456795e-05
2024-12-23,2.302739552270257e-05,0.09144195953230037,2.055786719706469e-05,0.07660052947542258,2.1420512962897753e-05,0.08007902060215398,1.9955032781720678e-05,0.09469941065974985,1.9874036314610146e-05,0.08991997596297345,1.9712578470582535e-05,0.08876921714309381,1.664298187753915e-05
2024-12-24,1.7438096259968585e-05,0.14766958913189523,1.8259446863772994e-05,0.15534549262643405,1.8488222621008796e-05,0.15013126997479928,1.4089597523252108e-05,0.09651324308224175,1.4463417927934737e-05,0.11814073688892422,1.4585483054137296e-05,0.11845491319964745,1.2289472778190985e-05
2024-12-26,1.2971697884617e-05,0.08119362773713941,1.3171534144965217e-05,0.08138965160051138,1.364873706537176e-05,0.08496533058847044,1.1362538057084814e-05,0.08184335324530008,1.2648827373882622e-05,0.09311888374767917,1.253139495594764e-05,0.09401997228087457,9.848930793319627e-06
2024-12-27,1.702545288120394e-05,0.051693921361093624,1.6227614408681893e-05,0.050536370081233684,1.6263321805802654e-05,0.05381759016486041,1.4832838937025706e-05,0.0589708106279403,1.536731775058141e-05,0.05459018048923984,1.5158412625791914e-05,0.0576797453107731,1.5143506938572568e-05
2024-12-30,1.597979048434004e-05,0.0798917432609041,1.4442266445008533e-05,0.08009389650469527,1.4298622445840602e-05,0.07998483856402455,1.3506984121734207e-05,0.07981753658270352,1.40265226058591e-05,0.08457582308205384,1.3931284975762461e-05,0.08645711476569383,1.3484243817951777e-05
2024-12-31,1.725749960251673e-05,0.11389275379074044,1.598707342516891e-05,0.12779501810201174,1.6022214255273395e-05,0.13074243303800687,1.5283516285655994e-05,0.125778525989148,1.52050363692801e-05,0.13835965216636917,1.5389934463513155e-05,0.12732301789625636,1.8522813735475483e-05
2025-01-02,3.0021873503572953e-05,0.09492181368888013,2.8388864003063047e-05,0.11272423758401477,2.8287778334297375e-05,0.1213767032570644,2.642969288520386e-05,0.1419821323595212,2.4807987259058486e-05,0.147276573484639,2.514294164361719e-05,0.15345827758221242,3.1192090997956704e-05
2025-01-03,1.805126364658173e-05,0.10728552170671997,1.658412775036246e-05,0.09086541101609448,1.6762810492573856e-05,0.08961100652101832,1.6851280369261304e-05,0.0917731629620218,1.4945179688972062e-05,0.07895227439188553,1.5401300111359436e-05,0.08300082360467892,1.3597252868666622e-05
2025-01-06,1.968544500853195e-05,0.12105505186020155,1.7383039195292383e-05,0.11681251566958983,1.78028806617319e-05,0.11720386598458882,1.7004550458884964e-05,0.11441751082111058,1.6721077402965522e-05,0.10962960252929911,1.682670343478131e-05,0.11196003923513813,1.8604218678680724e-05
2025-01-07,2.7100674458556704e-05,0.09177332999051736,2.5232889157314883e-05,0.08756316959083237,2.5949998644016485e-05,0.08572639344908882,2.1759852372186958e-05,0.07795198967681996,1.9807888005833175e-05,0.08751868000543284,1.98451396326952e-05,0.08794418900525808,2.3009530818148344e-05
2025-01-08,2.7715111729381374e-05,0.08998186211001545,2.678537145826659e-05,0.09156864714220121,2.6405705822391706e-05,0.08994515141556432,2.547841673627745e-05,0.08939254824232597,2.2676456613030357e-05,0.09475985517069381,2.2177425086743882e-05,0.09615234955113326,2.5975243837548454e-05
2025-01-10,3.079992376822099e-05,0.07854322486528412,2.849504581484163e-05,0.08469205285474495,2.8352832949893482e-05,0.08603286678183925,2.4879570996290086e-05,0.08391066619995628,2.2916429313925808e-05,0.08762108555986126,2.261545675393738e-05,0.08892377547603157,2.6657483821196945e-05
2025-01-13,2.4767558881157135e-05,0.053023014234912125,2.223557621485154e-05,0.04727563651417027,2.229799523812103e-05,0.05207308421301942,2.136019824694326e-05,0.060594106056823284,2.0756726854355417e-05,0.05575332290769217,2.0656577853816267e-05,0.060838243234631106,2.1148821145674048e-05
2025-01-14,2.4085458960042443e-05,0.10991800088717495,2.252928331094929e-05,0.11137522428326695,2.2186582024056016e-05,0.11171665546839316,2.120263413719026e-05,0.131487001372664,1.977703961112964e-05,0.14037877098757526,1.971135721789916e-05,0.1399206858198628,2.4180651057133084e-05
2025-01-15,1.7543464881865328e-05,0.06691074160417046,1.700312928400153e-05,0.0628764253296609,1.7238565401882214e-05,0.06367987408200139,1.6016078675286094e-05,0.07795086122470625,1.4959593698557949e-05,0.07293641363762028,1.5179370860584989e-05,0.07356543720265903,1.4664760017418961e-05
2025-01-16,1.9765680232084952e-05,0.07968130345087795,1.8064783037578424e-05,0.07371020717728964,1.8058233966960933e-05,0.06802490037808294,2.038062295296877e-05,0.1076882851203366,1.9314994124449913e-05,0.10705023901171706,1.925778755118437e-05,0.10434495210212233,1.7758881832040174e-05
2025-01-17,2.1359596910342782e-05,0.2635404839570144,1.8160872010565836e-05,0.3501204922725087,1.8484285940337222e-05,0.3367588091415383,1.949028517057807e-05,0.2869452710144835,1.942125113209932e-05,0.29669949998052714,1.9476815861157944e-05,0.29957584209732435,3.605426374526267e-05
2025-01-21,2.0034102141628114e-05,0.138790837610991,1.9176484538197462e-05,0.14012445325586073,1.9268180082335487e-05,0.13417930047903218,1.683042088030944e-05,0.13164433255790645,1.7376320891554852e-05,0.1321419990707307,1.7491468935043173e-05,0.12851276219614385,1.6492625883137104e-05
2025-01-22,1.531641631054908e-05,0.13040061458180013,1.540453324723733e-05,0.1318084134861404,1.5563663303409313e-05,0.13430654037432024,1.415752672407038e-05,0.13050891621902969,1.44688463900691e-05,0.13014197278593798,1.4560770634340558e-05,0.1290796486024725,1.1742712456805919e-05
2025-01-23,1.052823014995626e-05,0.09069695739050765,1.0606123462080455e-05,0.09139270406800332,1.0502227166142278e-05,0.08814312697849769,1.0363790798318275e-05,0.10006270170132098,1.066495151712054e-05,0.11699025286794405,1.0677686428749526e-05,0.11786017443509851,8.6587870397827e-06
2025-01-24,1.3860817459934444e-05,0.16664693647381595,1.318972540007025e-05,0.1601821150009182,1.2836369266879224e-05,0.15311043808785438,1.3061309123663862e-05,0.1528416680198363,1.385310829235452e-05,0.16196667087638125,1.3626398447001968e-05,0.1582145641111721,1.2070638839436845e-05
2025-02-25,3.6244017584778306e-05,0.06417189697327295,3.4223858692801415e-05,0.06742029185118707,3.561663003579074e-05,0.06304344453618506,3.3049196778810363e-05,0.08620018676793423,3.184746332232812e-05,0.08977012250248839,3.1647016844605704e-05,0.08837826618482997,4.238489203993153e-05
2025-02-26,2.914372283829088e-05,0.09283853917434136,2.9009533506205786e-05,0.08910189167480166,3.070618901659153e-05,0.08666323283709654,2.7328585142338435e-05,0.08930250417294062,2.672863966328164e-05,0.09296309155498912,2.686060525740796e-05,0.09286537625380198,3.3572109725881453e-05
2025-02-27,3.7805045953359656e-05,0.08634001986606872,3.6575029650748275e-05,0.0874691183311817,3.8922434259635004e-05,0.085136468008076,3.430844311947572e-05,0.09861410690844884,3.2460266338026216e-05,0.09432937848680029,3.183307536001212e-05,0.09444103979149225,3.6486326305807904e-05
2025-02-28,4.1383750932430475e-05,0.11018683997084615,4.003837870721453e-05,0.12270616897940949,4.174827168861201e-05,0.11719350320483535,3.980815735768685e-05,0.1238105032747621,3.716552864873365e-05,0.1300354310329286,3.486701047041458e-05,0.1434807193913288,4.619283146421474e-05
2025-03-03,4.722205534332524e-05,0.18254146845000482,4.517167042844179e-05,0.20137271287076663,4.752337369921058e-05,0.19160411500089303,4.3663865879132946e-05,0.19824863713210153,4.4235793045618215e-05,0.21930751772637458,4.350177278274601e-05,0.19163022414729544,5.1351421063968946e-05
2025-03-04,6.425312485431193e-05,0.11338688340523484,6.883790873106913e-05,0.11126852707453704,7.190144579649874e-05,0.08916520533898631,5.439714552446476e-05,0.10768729692052843,5.641987850712178e-05,0.10684760706600016,5.374815163255509e-05,0.11807821769244096,6.753968867460383e-05
2025-03-05,5.3128887141074106e-05,0.11346319474918887,5.7600730852806806e-05,0.10680878641194878,6.136387601822349e-05,0.08885029392851139,5.0524504152482835e-05,0.09580978314234868,5.054265651474804e-05,0.09711764818136111,4.983855525125776e-05,0.09977298738652969,5.4792792024534356e-05
2025-03-06,3.7783079451074355e-05,0.10816579440777924,3.8928968932611334e-05,0.10173043224022095,4.1372390813651755e-05,0.09572408290865266,3.957215204730746e-05,0.11693224382158567,3.8711100220180715e-05,0.11463437663052622,3.9395867042373484e-05,0.10484258973717597,4.5056431750691585e-05
2025-03-07,4.756401021891854e-05,0.061374193893290636,4.9231604949364396e-05,0.062368353122593145,4.997856539944877e-05,0.06172365001007743,4.4002859955100724e-05,0.08392802474403106,4.568860551549516e-05,0.0809839548152257,4.542859487679861e-05,0.0760950957074437,5.1698435744123386e-05
2025-03-10,5.332315650405224e-05,0.10151959926958591,5.846465964544315e-05,0.08186598802616774,6.276465005332298e-05,0.05956866564722929,4.978152551265516e-05,0.10367588380020316,5.7413334270110067e-05,0.0774225855441381,5.7655317640023126e-05,0.0769816346803423,6.418721523776114e-05
2025-03-11,8.824398992414228e-05,0.06133710879637313,0.00010772032494543305,0.057678679179081364,0.00010774610409222743,0.05332607945985813,6.777346863782865e-05,0.12348277931922365,7.417437100130972e-05,0.0908615980463473,7.051308290338165e-05,0.10393233942047637,9.961438390477171e-05
2025-03-12,4.2630365517020104e-05,0.11913198724511502,4.888596807285404e-05,0.11076831192189679,5.479826514106335e-05,0.11857626927185873,4.386334016447785e-05,0.12693830170489417,4.984674921124392e-05,0.11325991392946898,4.783824498261435e-05,0.11242566433813027,4.586280526116225e-05
2025-03-13,3.9821626202077636e-05,0.04298261306368739,4.3711973524151845e-05,0.050847111210341446,4.470443321102376e-05,0.054902188526325245,3.658426248004602e-05,0.04092202394841033,4.0240828473640034e-05,0.041545903554238685,3.917046681444886e-05,0.04524399424278306,3.836749292042758e-05
2025-03-14,2.384200926300174e-05,0.0656984428099092,2.6039607603758434e-05,0.07359054279607859,2.5518895699353604e-05,0.06825992033813284,2.2314916642817684e-05,0.052938423628414076,2.4326430682010695e-05,0.058260010376530315,2.4518185386853033e-05,0.05794508399380816,2.077076547857874e-05
2025-03-17,2.5298590907384063e-05,0.04808806755382349,2.6056801451246158e-05,0.048454684137657994,2.7513305991941006e-05,0.05752566870193287,2.2867064372635884e-05,0.05328137849542522,2.4457514617682953e-05,0.050786033994247026,2.4613614685307028e-05,0.0517881190624927,2.153362807989651e-05
2025-03-18,2.7340465106062343e-05,0.07365419991907574,2.9209477920249258e-05,0.07612170304114703,3.02961589005999e-05,0.07604465974168911,2.514721490297113e-05,0.07645139458109987,2.7676784129844942e-05,0.0816631549424033,2.7469176626322418e-05,0.08180512614245332,2.8001516080019545e-05
2025-03-19,2.2095604395259434e-05,0.3636985760622277,2.4083816514108774e-05,0.33871693258759894,2.4756772368533014e-05,0.35186700428208467,2.180098431499731e-05,0.31916007393940293,2.3415788373803985e-05,0.2603758845276694,2.3286339448269088e-05,0.278370735549923,2.966539083302477e-05
2025-03-20,2.5029446123534108e-05,0.06534637711404641,2.673324667332316e-05,0.06544237094136542,2.747030356168959e-05,0.06626857949477849,2.341611440563637e-05,0.07572635567820289,2.4688304484604293e-05,0.06803859505885419,2.482885430906219e-05,0.06583941893269481,2.456334068347922e-05
2025-03-21,2.15433603394903e-05,0.051113408189213644,2.3254134998785037e-05,0.054896313066875084,2.237986682194233e-05,0.05452592180826384,1.9409954519888104e-05,0.051063204898159985,2.0872394319553453e-05,0.048872129804180924,2.0639139480646613e-05,0.04976232160457476,1.9204490665063367e-05
2025-03-24,1.7241827150059448e-05,0.1032395682473209,1.7361862578817122e-05,0.09669912490202269,1.674142032826209e-05,0.09084136703792602,1.6057416594040134e-05,0.09292388777950548,1.6633801149186703e-05,0.09414849139035324,1.6764604578523747e-05,0.09466012445362558,1.3506467474689012e-05
2025-03-25,1.6074341189136875e-05,0.19408491938452,1.665814300266327e-05,0.19508697695944913,1.5827632320261838e-05,0.20731244434012583,1.5232175362410635e-05,0.18427455339123378,1.5298743272236085e-05,0.17713239701494554,1.4915827201903851e-05,0.1822644663894765,1.5798787471554727e-05
2025-03-26,1.999401431431343e-05,0.07286296846711632,2.1957581203058584e-05,0.06465415462316604,2.121292583961165e-05,0.06406880786455367,2.060689214848134e-05,0.07033789169451098,2.1134331772518263e-05,0.061610191507249924,2.0721882735031657e-05,0.06286938472590094,2.2071989786759446e-05
2025-03-27,2.6866158737177682e-05,0.05610443754633376,2.8564601532293726e-05,0.05360173941936624,2.766155017208422e-05,0.05436601628285002,2.7817427906767672e-05,0.05643789884645112,2.7712539477391807e-05,0.05485550485029141,2.706140009276266e-05,0.063694434256147,3.193136801532241e-05
2025-03-28,3.1282832079349835e-05,0.07525423720608788,3.341652951559052e-05,0.07489889345615137,3.423196872591479e-05,0.07842933803261594,2.9652223328894216e-05,0.08442063167626863,3.177949458948729e-05,0.07946805470804828,3.0600141269538756e-05,0.07679504783549561,2.8872909361601686e-05
2025-03-31,3.419965042477082e-05,0.0633901810572861,3.571735997161369e-05,0.06624635545787422,3.701120394579283e-05,0.0609663127002197,3.367431512982718e-05,0.06004780178437702,3.590456747072251e-05,0.05480338118959457,3.5256170001953916e-05,0.05128636254904242,3.771028168201547e-05
2025-04-01,3.508140936691001e-05,0.06516801283865091,3.7382098287187114e-05,0.06763113332872074,3.550757033791947e-05,0.06475346209351587,3.415800433209014e-05,0.061305453667063504,3.558551665811302e-05,0.062432543234276494,3.455633352844863e-05,0.06265467976505738,3.257091615160514e-05
2025-04-02,4.2156582481251174e-05,0.38410005913612677,4.5705263476029314e-05,0.5601782102659066,4.233855224258412e-05,0.40099189447513556,3.8425334744870365e-05,0.4020640464413123,4.035518902398153e-05,0.3606254155741453,3.890896011295844e-05,0.36108106600880724,6.176757848956546e-05
2025-04-03,5.186817876163904e-05,0.054157896825234496,5.425460022624569e-05,0.05843848109629601,5.465333676774496e-05,0.05739768480960719,4.625821031418334e-05,0.06821604334826498,4.8469252868627905e-05,0.06250982556206741,4.684390130900839e-05,0.06001213372047909,4.605874949866759e-05
2025-04-07,0.0003572251845163541,0.2158955744615152,0.0005349387877361229,0.2777873029231969,0.0004607321869255245,0.24518216455994,0.00012065068809865349,0.9170253725145656,0.00013755656272982186,0.7160740488570029,0.0001229737557709468,0.8587936739595978,0.0003317183739028079
2025-04-08,0.00012037800286037117,0.11471322038450837,0.0001381211675228629,0.13229088465013342,0.0001304547927834419,0.11765128987507571,9.775206945651531e-05,0.09712758970262479,0.00010900080294682639,0.09418992732809472,0.00010194902233702243,0.09282984539928389,9.864747001545565e-05
2025-04-09,0.00017083356834490717,1.5550758692329705,0.00019112302222125302,1.3075819878384818,0.00018117894952090815,1.396525367523517,0.00013645863371565588,1.6285956767087226,0.0001311956612518612,1.5395068506044973,0.0001298567437082844,1.4779168656368507,0.00024249517119232615
2025-04-10,0.0001478787405105024,0.11810819621035279,0.00015294206745168016,0.1056201953146765,0.00015213900530693051,0.10354740720473153,0.0001450404440582665,0.14129084077533308,0.00014030059229789006,0.11183271818336683,0.00013296492366953456,0.12516789973791517,0.00016320073292513514
2025-04-11,8.80548598843304e-05,0.08859194686791128,9.785077730794244e-05,0.10511246973599009,9.026494026648231e-05,0.08872760590394234,9.408974429842427e-05,0.10973017574064421,0.00010194859947692191,0.13286465401206163,0.00010411366029626936,0.15958245590399364,7.033147185507388e-05
2025-04-14,4.835583323716553e-05,0.11774322021685452,4.7399639095574115e-05,0.11292397708190509,4.5804753891791026e-05,0.11112545855303795,4.823041829073543e-05,0.12076402066864284,5.2298881218078895e-05,0.1236177115539036,5.187150655282715e-05,0.1282944532456908,4.053252118406544e-05
2025-04-15,2.946653027566495e-05,0.07199116072870755,3.016424356658702e-05,0.07248646053965158,2.9221355796994853e-05,0.07351670755646585,2.7705844750869282e-05,0.08581590765244602,2.9789866456325957e-05,0.08228607528954958,3.0500175917061557e-05,0.08382205664217508,2.791675306519708e-05
2025-04-16,2.7727521063081318e-05,0.23086551985347384,2.805047190080774e-05,0.2289829382370271,3.0332621448877462e-05,0.22137720816591233,2.9106308559428624e-05,0.19812757536685252,3.110285510892979e-05,0.19785996914856022,3.233065134460643e-05,0.1889441137107363,3.212670239490872e-05
