horizon_minutes,session_date,family,information_set,qlike,mae,mse,N_origins,N_asset_sessions
15,2025-08-15,seasonal_persistence,B2,0.16866396866588862,2.2470763968165232e-06,1.609840298538156e-11,387,6
15,2025-08-18,seasonal_persistence,B0,0.3155443916545749,2.6915595396949347e-06,1.500550985974141e-11,369,6
15,2025-08-18,seasonal_persistence,B1,0.3155443916545749,2.6915595396949347e-06,1.500550985974141e-11,369,6
15,2025-08-18,seasonal_persistence,B2,0.3155443916545749,2.6915595396949347e-06,1.500550985974141e-11,369,6
15,2025-08-19,seasonal_persistence,B0,0.2531516687764355,3.204404419581203e-06,3.3164736190887545e-11,348,6
15,2025-08-19,seasonal_persistence,B1,0.2531516687764355,3.204404419581203e-06,3.3164736190887545e-11,348,6
15,2025-08-19,seasonal_persistence,B2,0.2531516687764355,3.204404419581203e-06,3.3164736190887545e-11,348,6
15,2025-08-20,seasonal_persistence,B0,0.317021598045475,4.405366564532528e-06,1.477480583701814e-10,378,6
15,2025-08-20,seasonal_persistence,B1,0.317021598045475,4.405366564532528e-06,1.477480583701814e-10,378,6
15,2025-08-20,seasonal_persistence,B2,0.317021598045475,4.405366564532528e-06,1.477480583701814e-10,378,6
15,2025-08-21,seasonal_persistence,B0,0.17681967931391904,2.3807621545641895e-06,1.3206717091662435e-11,378,6
15,2025-08-21,seasonal_persistence,B1,0.17681967931391904,2.3807621545641895e-06,1.3206717091662435e-11,378,6
15,2025-08-21,seasonal_persistence,B2,0.17681967931391904,2.3807621545641895e-06,1.3206717091662435e-11,378,6
15,2025-08-22,seasonal_persistence,B0,0.2261111346797322,3.5699276348982805e-06,5.930232655920664e-11,390,6
15,2025-08-22,seasonal_persistence,B1,0.2261111346797322,3.5699276348982805e-06,5.930232655920664e-11,390,6
15,2025-08-22,seasonal_persistence,B2,0.2261111346797322,3.5699276348982805e-06,5.930232655920664e-11,390,6
15,2025-08-25,seasonal_persistence,B0,0.3750895831130483,2.947734726942443e-06,1.5535686856713413e-11,384,6
15,2025-08-25,seasonal_persistence,B1,0.3750895831130483,2.947734726942443e-06,1.5535686856713413e-11,384,6
15,2025-08-25,seasonal_persistence,B2,0.3750895831130483,2.947734726942443e-06,1.5535686856713413e-11,384,6
15,2025-08-26,seasonal_persistence,B0,0.44318865666493634,3.8526520648415155e-06,5.0946637521885296e-11,390,6
15,2025-08-26,seasonal_persistence,B1,0.44318865666493634,3.8526520648415155e-06,5.0946637521885296e-11,390,6
15,2025-08-26,seasonal_persistence,B2,0.44318865666493634,3.8526520648415155e-06,5.0946637521885296e-11,390,6
15,2025-08-27,seasonal_persistence,B0,0.46913333642890537,3.626309726601473e-06,2.3595007862625904e-11,384,6
15,2025-08-27,seasonal_persistence,B1,0.46913333642890537,3.626309726601473e-06,2.3595007862625904e-11,384,6
15,2025-08-27,seasonal_persistence,B2,0.46913333642890537,3.626309726601473e-06,2.3595007862625904e-11,384,6
15,2025-08-28,seasonal_persistence,B0,0.2751289086295262,2.7368646793485717e-06,1.5642596580681572e-11,390,6
15,2025-08-28,seasonal_persistence,B1,0.2751289086295262,2.7368646793485717e-06,1.5642596580681572e-11,390,6
15,2025-08-28,seasonal_persistence,B2,0.2751289086295262,2.7368646793485717e-06,1.5642596580681572e-11,390,6
15,2025-08-29,seasonal_persistence,B0,0.16869204205922764,2.4683910491950907e-06,1.9832689570797115e-11,390,6
15,2025-08-29,seasonal_persistence,B1,0.16869204205922764,2.4683910491950907e-06,1.9832689570797115e-11,390,6
15,2025-08-29,seasonal_persistence,B2,0.16869204205922764,2.4683910491950907e-06,1.9832689570797115e-11,390,6
15,2025-09-02,seasonal_persistence,B0,0.23289956225469685,2.4078543544659737e-06,1.488573180078291e-11,384,6
15,2025-09-02,seasonal_persistence,B1,0.23289956225469685,2.4078543544659737e-06,1.488573180078291e-11,384,6
15,2025-09-02,seasonal_persistence,B2,0.23289956225469685,2.4078543544659737e-06,1.488573180078291e-11,384,6
15,2025-09-03,seasonal_persistence,B0,0.11266943169904635,1.8530745696923421e-06,9.403220447136923e-12,388,6
15,2025-09-03,seasonal_persistence,B1,0.11266943169904635,1.8530745696923421e-06,9.403220447136923e-12,388,6
15,2025-09-03,seasonal_persistence,B2,0.11266943169904635,1.8530745696923421e-06,9.403220447136923e-12,388,6
15,2025-09-04,seasonal_persistence,B0,0.17471836661989726,2.1074100680512044e-06,1.0042788912852509e-11,390,6
15,2025-09-04,seasonal_persistence,B1,0.17471836661989726,2.1074100680512044e-06,1.0042788912852509e-11,390,6
15,2025-09-04,seasonal_persistence,B2,0.17471836661989726,2.1074100680512044e-06,1.0042788912852509e-11,390,6
15,2025-09-05,seasonal_persistence,B0,0.4360604315115231,5.236169062503212e-06,9.784348373892937e-11,390,6
15,2025-09-05,seasonal_persistence,B1,0.4360604315115231,5.236169062503212e-06,9.784348373892937e-11,390,6
15,2025-09-05,seasonal_persistence,B2,0.4360604315115231,5.236169062503212e-06,9.784348373892937e-11,390,6
15,2025-09-08,seasonal_persistence,B0,0.1998867878796141,2.7987460854508576e-06,2.3572165716912256e-11,390,6
15,2025-09-08,seasonal_persistence,B1,0.1998867878796141,2.7987460854508576e-06,2.3572165716912256e-11,390,6
15,2025-09-08,seasonal_persistence,B2,0.1998867878796141,2.7987460854508576e-06,2.3572165716912256e-11,390,6
15,2025-09-09,seasonal_persistence,B0,0.5746667539956335,3.6594557883393807e-06,4.3976636362587684e-11,390,6
15,2025-09-09,seasonal_persistence,B1,0.5746667539956335,3.6594557883393807e-06,4.3976636362587684e-11,390,6
15,2025-09-09,seasonal_persistence,B2,0.5746667539956335,3.6594557883393807e-06,4.3976636362587684e-11,390,6
15,2025-09-10,seasonal_persistence,B0,0.19586753920533406,2.3715974393880504e-06,1.304178898972062e-11,390,6
15,2025-09-10,seasonal_persistence,B1,0.19586753920533406,2.3715974393880504e-06,1.304178898972062e-11,390,6
15,2025-09-10,seasonal_persistence,B2,0.19586753920533406,2.3715974393880504e-06,1.304178898972062e-11,390,6
15,2025-09-11,seasonal_persistence,B0,0.1834966535287509,2.3594426482904505e-06,1.7789795721568236e-11,390,6
15,2025-09-11,seasonal_persistence,B1,0.1834966535287509,2.3594426482904505e-06,1.7789795721568236e-11,390,6
15,2025-09-11,seasonal_persistence,B2,0.1834966535287509,2.3594426482904505e-06,1.7789795721568236e-11,390,6
15,2025-09-12,seasonal_persistence,B0,0.3130323755157258,3.712918038807428e-06,6.533085533112101e-11,390,6
15,2025-09-12,seasonal_persistence,B1,0.3130323755157258,3.712918038807428e-06,6.533085533112101e-11,390,6
15,2025-09-12,seasonal_persistence,B2,0.3130323755157258,3.712918038807428e-06,6.533085533112101e-11,390,6
15,2025-09-15,seasonal_persistence,B0,0.3739030030842365,4.06318133880531e-06,7.25003168814883e-11,384,6
15,2025-09-15,seasonal_persistence,B1,0.3739030030842365,4.06318133880531e-06,7.25003168814883e-11,384,6
15,2025-09-15,seasonal_persistence,B2,0.3739030030842365,4.06318133880531e-06,7.25003168814883e-11,384,6
15,2025-09-16,seasonal_persistence,B0,0.1855421234472605,2.2695200724293072e-06,1.5632927654160373e-11,372,6
15,2025-09-16,seasonal_persistence,B1,0.1855421234472605,2.2695200724293072e-06,1.5632927654160373e-11,372,6
15,2025-09-16,seasonal_persistence,B2,0.1855421234472605,2.2695200724293072e-06,1.5632927654160373e-11,372,6
15,2025-09-17,seasonal_persistence,B0,1.3263415697680672,8.143079376200987e-06,6.948737187701666e-10,384,6
15,2025-09-17,seasonal_persistence,B1,1.3263415697680672,8.143079376200987e-06,6.948737187701666e-10,384,6
15,2025-09-17,seasonal_persistence,B2,1.3263415697680672,8.143079376200987e-06,6.948737187701666e-10,384,6
15,2025-09-18,seasonal_persistence,B0,0.18050414697076955,2.8317506099730677e-06,2.828373811025695e-11,390,6
15,2025-09-18,seasonal_persistence,B1,0.18050414697076955,2.8317506099730677e-06,2.828373811025695e-11,390,6
15,2025-09-18,seasonal_persistence,B2,0.18050414697076955,2.8317506099730677e-06,2.828373811025695e-11,390,6
15,2025-09-19,seasonal_persistence,B0,0.17598891615714485,2.186263649603378e-06,1.1957367141056018e-11,390,6
15,2025-09-19,seasonal_persistence,B1,0.17598891615714485,2.186263649603378e-06,1.1957367141056018e-11,390,6
15,2025-09-19,seasonal_persistence,B2,0.17598891615714485,2.186263649603378e-06,1.1957367141056018e-11,390,6
15,2025-09-22,seasonal_persistence,B0,0.5429849408965205,4.488590774434144e-06,9.55445852275636e-11,390,6
15,2025-09-22,seasonal_persistence,B1,0.5429849408965205,4.488590774434144e-06,9.55445852275636e-11,390,6
15,2025-09-22,seasonal_persistence,B2,0.5429849408965205,4.488590774434144e-06,9.55445852275636e-11,390,6
15,2025-09-23,seasonal_persistence,B0,0.2903198781554283,3.2368035211525934e-06,7.660583317609372e-11,390,6
15,2025-09-23,seasonal_persistence,B1,0.2903198781554283,3.2368035211525934e-06,7.660583317609372e-11,390,6
15,2025-09-23,seasonal_persistence,B2,0.2903198781554283,3.2368035211525934e-06,7.660583317609372e-11,390,6
15,2025-09-24,seasonal_persistence,B0,0.16082319240397694,2.1572926852546013e-06,1.1026190701037394e-11,390,6
15,2025-09-24,seasonal_persistence,B1,0.16082319240397694,2.1572926852546013e-06,1.1026190701037394e-11,390,6
15,2025-09-24,seasonal_persistence,B2,0.16082319240397694,2.1572926852546013e-06,1.1026190701037394e-11,390,6
15,2025-09-25,seasonal_persistence,B0,0.19451166338358186,2.7483364351596676e-06,2.0630176594418488e-11,390,6
15,2025-09-25,seasonal_persistence,B1,0.19451166338358186,2.7483364351596676e-06,2.0630176594418488e-11,390,6
15,2025-09-25,seasonal_persistence,B2,0.19451166338358186,2.7483364351596676e-06,2.0630176594418488e-11,390,6
15,2025-09-26,seasonal_persistence,B0,0.12266305945727039,1.6896572721665901e-06,6.395891081977959e-12,390,6
15,2025-09-26,seasonal_persistence,B1,0.12266305945727039,1.6896572721665901e-06,6.395891081977959e-12,390,6
15,2025-09-26,seasonal_persistence,B2,0.12266305945727039,1.6896572721665901e-06,6.395891081977959e-12,390,6
15,2025-09-29,seasonal_persistence,B0,0.24712996281433539,2.5519697988726826e-06,1.54000075046452e-11,390,6
15,2025-09-29,seasonal_persistence,B1,0.24712996281433539,2.5519697988726826e-06,1.54000075046452e-11,390,6
15,2025-09-29,seasonal_persistence,B2,0.24712996281433539,2.5519697988726826e-06,1.54000075046452e-11,390,6
15,2025-09-30,seasonal_persistence,B0,0.17087085009000302,2.731546439342857e-06,2.7276433926988814e-11,390,6
15,2025-09-30,seasonal_persistence,B1,0.17087085009000302,2.731546439342857e-06,2.7276433926988814e-11,390,6
15,2025-09-30,seasonal_persistence,B2,0.17087085009000302,2.731546439342857e-06,2.7276433926988814e-11,390,6
15,2025-10-01,seasonal_persistence,B0,0.1777066873570743,2.536749468696487e-06,2.3026567756184976e-11,390,6
15,2025-10-01,seasonal_persistence,B1,0.1777066873570743,2.536749468696487e-06,2.3026567756184976e-11,390,6
15,2025-10-01,seasonal_persistence,B2,0.1777066873570743,2.536749468696487e-06,2.3026567756184976e-11,390,6
15,2025-10-02,seasonal_persistence,B0,0.33606148446838563,4.912467557468376e-06,1.0838348977952753e-10,390,6
15,2025-10-02,seasonal_persistence,B1,0.33606148446838563,4.912467557468376e-06,1.0838348977952753e-10,390,6
15,2025-10-02,seasonal_persistence,B2,0.33606148446838563,4.912467557468376e-06,1.0838348977952753e-10,390,6
15,2025-10-03,seasonal_persistence,B0,0.2838084083872803,3.930327810808337e-06,5.259802437063404e-11,384,6
15,2025-10-03,seasonal_persistence,B1,0.2838084083872803,3.930327810808337e-06,5.259802437063404e-11,384,6
15,2025-10-03,seasonal_persistence,B2,0.2838084083872803,3.930327810808337e-06,5.259802437063404e-11,384,6
15,2025-10-06,seasonal_persistence,B0,0.24530121396864923,2.9017388224692614e-06,2.5509840241727723e-11,384,6
15,2025-10-06,seasonal_persistence,B1,0.24530121396864923,2.9017388224692614e-06,2.5509840241727723e-11,384,6
15,2025-10-06,seasonal_persistence,B2,0.24530121396864923,2.9017388224692614e-06,2.5509840241727723e-11,384,6
15,2025-10-07,seasonal_persistence,B0,0.38786661636303443,5.179733472513445e-06,1.584729711715881e-10,378,6
15,2025-10-07,seasonal_persistence,B1,0.38786661636303443,5.179733472513445e-06,1.584729711715881e-10,378,6
15,2025-10-07,seasonal_persistence,B2,0.38786661636303443,5.179733472513445e-06,1.584729711715881e-10,378,6
15,2025-10-08,seasonal_persistence,B0,0.23750203139066595,2.444224801812723e-06,1.3047924616061954e-11,390,6
15,2025-10-08,seasonal_persistence,B1,0.23750203139066595,2.444224801812723e-06,1.3047924616061954e-11,390,6
15,2025-10-08,seasonal_persistence,B2,0.23750203139066595,2.444224801812723e-06,1.3047924616061954e-11,390,6
15,2025-10-09,seasonal_persistence,B0,0.20290206333638716,2.9512912647340206e-06,2.6788670602355097e-11,384,6
15,2025-10-09,seasonal_persistence,B1,0.20290206333638716,2.9512912647340206e-06,2.6788670602355097e-11,384,6
15,2025-10-09,seasonal_persistence,B2,0.20290206333638716,2.9512912647340206e-06,2.6788670602355097e-11,384,6
15,2025-10-10,seasonal_persistence,B0,2.0545293309459436,1.6259742110950892e-05,9.368380202411218e-10,390,6
15,2025-10-10,seasonal_persistence,B1,2.0545293309459436,1.6259742110950892e-05,9.368380202411218e-10,390,6
15,2025-10-10,seasonal_persistence,B2,2.0545293309459436,1.6259742110950892e-05,9.368380202411218e-10,390,6
15,2025-10-13,seasonal_persistence,B0,0.1445639745247271,2.9904499613437193e-06,3.1820139544245554e-11,390,6
15,2025-10-13,seasonal_persistence,B1,0.1445639745247271,2.9904499613437193e-06,3.1820139544245554e-11,390,6
15,2025-10-13,seasonal_persistence,B2,0.1445639745247271,2.9904499613437193e-06,3.1820139544245554e-11,390,6
15,2025-10-14,seasonal_persistence,B0,0.20520603559715975,3.0547617993987293e-06,3.1274012333455797e-11,387,6
15,2025-10-14,seasonal_persistence,B1,0.20520603559715975,3.0547617993987293e-06,3.1274012333455797e-11,387,6
15,2025-10-14,seasonal_persistence,B2,0.20520603559715975,3.0547617993987293e-06,3.1274012333455797e-11,387,6
15,2025-10-15,seasonal_persistence,B0,0.32969538876838056,3.863424755162174e-06,4.303974493311548e-11,384,6
15,2025-10-15,seasonal_persistence,B1,0.32969538876838056,3.863424755162174e-06,4.303974493311548e-11,384,6
15,2025-10-15,seasonal_persistence,B2,0.32969538876838056,3.863424755162174e-06,4.303974493311548e-11,384,6
15,2025-10-16,seasonal_persistence,B0,0.6908784336546918,6.037433257269951e-06,9.826924182069396e-11,390,6
15,2025-10-16,seasonal_persistence,B1,0.6908784336546918,6.037433257269951e-06,9.826924182069396e-11,390,6
15,2025-10-16,seasonal_persistence,B2,0.6908784336546918,6.037433257269951e-06,9.826924182069396e-11,390,6
15,2025-10-17,seasonal_persistence,B0,0.10471287689027099,2.4998752771808042e-06,1.6743559443399318e-11,390,6
15,2025-10-17,seasonal_persistence,B1,0.10471287689027099,2.4998752771808042e-06,1.6743559443399318e-11,390,6
15,2025-10-17,seasonal_persistence,B2,0.10471287689027099,2.4998752771808042e-06,1.6743559443399318e-11,390,6
15,2025-10-20,seasonal_persistence,B0,0.3581096494420322,3.985566775979897e-06,3.1689680220209844e-11,378,6
15,2025-10-20,seasonal_persistence,B1,0.3581096494420322,3.985566775979897e-06,3.1689680220209844e-11,378,6
15,2025-10-20,seasonal_persistence,B2,0.3581096494420322,3.985566775979897e-06,3.1689680220209844e-11,378,6
15,2025-10-21,seasonal_persistence,B0,0.32642450205971824,4.10511437745906e-06,4.0922704520591485e-11,372,6
15,2025-10-21,seasonal_persistence,B1,0.32642450205971824,4.10511437745906e-06,4.0922704520591485e-11,372,6
15,2025-10-21,seasonal_persistence,B2,0.32642450205971824,4.10511437745906e-06,4.0922704520591485e-11,372,6
15,2025-10-22,seasonal_persistence,B0,0.40763102910180726,4.988337960873523e-06,9.430346037028504e-11,378,6
15,2025-10-22,seasonal_persistence,B1,0.40763102910180726,4.988337960873523e-06,9.430346037028504e-11,378,6
15,2025-10-22,seasonal_persistence,B2,0.40763102910180726,4.988337960873523e-06,9.430346037028504e-11,378,6
15,2025-10-23,seasonal_persistence,B0,0.27676808426654287,3.668486457371207e-06,3.770600353341508e-11,384,6
15,2025-10-23,seasonal_persistence,B1,0.27676808426654287,3.668486457371207e-06,3.770600353341508e-11,384,6
15,2025-10-23,seasonal_persistence,B2,0.27676808426654287,3.668486457371207e-06,3.770600353341508e-11,384,6
15,2025-10-24,seasonal_persistence,B0,0.28798152940415994,3.6061518786842383e-06,2.8850033485213277e-11,390,6
15,2025-10-24,seasonal_persistence,B1,0.28798152940415994,3.6061518786842383e-06,2.8850033485213277e-11,390,6
15,2025-10-24,seasonal_persistence,B2,0.28798152940415994,3.6061518786842383e-06,2.8850033485213277e-11,390,6
15,2025-10-27,seasonal_persistence,B0,0.46841188984353715,4.2845424094652085e-06,5.0669381680391257e-11,378,6
15,2025-10-27,seasonal_persistence,B1,0.46841188984353715,4.2845424094652085e-06,5.0669381680391257e-11,378,6
15,2025-10-27,seasonal_persistence,B2,0.46841188984353715,4.2845424094652085e-06,5.0669381680391257e-11,378,6
15,2025-10-28,seasonal_persistence,B0,0.42718640057923235,5.044166279622826e-06,1.1176385622458335e-10,377,6
15,2025-10-28,seasonal_persistence,B1,0.42718640057923235,5.044166279622826e-06,1.1176385622458335e-10,377,6
15,2025-10-28,seasonal_persistence,B2,0.42718640057923235,5.044166279622826e-06,1.1176385622458335e-10,377,6
15,2025-10-29,seasonal_persistence,B0,0.864110921029159,7.037360223039111e-06,1.715926582376441e-10,378,6
15,2025-10-29,seasonal_persistence,B1,0.864110921029159,7.037360223039111e-06,1.715926582376441e-10,378,6
15,2025-10-29,seasonal_persistence,B2,0.864110921029159,7.037360223039111e-06,1.715926582376441e-10,378,6
15,2025-10-30,seasonal_persistence,B0,0.7328717421796499,7.00435893647909e-06,1.4241073376825206e-10,390,6
15,2025-10-30,seasonal_persistence,B1,0.7328717421796499,7.00435893647909e-06,1.4241073376825206e-10,390,6
15,2025-10-30,seasonal_persistence,B2,0.7328717421796499,7.00435893647909e-06,1.4241073376825206e-10,390,6
15,2025-10-31,seasonal_persistence,B0,0.30102192487117013,5.2785706636703255e-06,6.848231003957852e-11,384,6
15,2025-10-31,seasonal_persistence,B1,0.30102192487117013,5.2785706636703255e-06,6.848231003957852e-11,384,6
15,2025-10-31,seasonal_persistence,B2,0.30102192487117013,5.2785706636703255e-06,6.848231003957852e-11,384,6
15,2025-11-03,seasonal_persistence,B0,0.21403046904514345,4.5164797954903435e-06,6.056678124860205e-11,379,6
15,2025-11-03,seasonal_persistence,B1,0.21403046904514345,4.5164797954903435e-06,6.056678124860205e-11,379,6
15,2025-11-03,seasonal_persistence,B2,0.21403046904514345,4.5164797954903435e-06,6.056678124860205e-11,379,6
15,2025-11-04,seasonal_persistence,B0,0.15575211991309132,3.7812022491687983e-06,3.583388111946445e-11,374,6
15,2025-11-04,seasonal_persistence,B1,0.15575211991309132,3.7812022491687983e-06,3.583388111946445e-11,374,6
15,2025-11-04,seasonal_persistence,B2,0.15575211991309132,3.7812022491687983e-06,3.583388111946445e-11,374,6
15,2025-11-05,seasonal_persistence,B0,0.27559373619418565,3.9493279497388085e-06,3.8816706819816126e-11,384,6
15,2025-11-05,seasonal_persistence,B1,0.27559373619418565,3.9493279497388085e-06,3.8816706819816126e-11,384,6
15,2025-11-05,seasonal_persistence,B2,0.27559373619418565,3.9493279497388085e-06,3.8816706819816126e-11,384,6
15,2025-11-06,seasonal_persistence,B0,0.3837301757767664,1.0345177260010928e-05,4.546369029705126e-10,390,6
15,2025-11-06,seasonal_persistence,B1,0.3837301757767664,1.0345177260010928e-05,4.546369029705126e-10,390,6
15,2025-11-06,seasonal_persistence,B2,0.3837301757767664,1.0345177260010928e-05,4.546369029705126e-10,390,6
15,2025-11-07,seasonal_persistence,B0,0.188583475092176,5.56227361698034e-06,9.663371968207906e-11,390,6
15,2025-11-07,seasonal_persistence,B1,0.188583475092176,5.56227361698034e-06,9.663371968207906e-11,390,6
15,2025-11-07,seasonal_persistence,B2,0.188583475092176,5.56227361698034e-06,9.663371968207906e-11,390,6
15,2025-11-10,seasonal_persistence,B0,0.21764645656905723,3.982218058835858e-06,4.79141224244492e-11,374,6
15,2025-11-10,seasonal_persistence,B1,0.21764645656905723,3.982218058835858e-06,4.79141224244492e-11,374,6
15,2025-11-10,seasonal_persistence,B2,0.21764645656905723,3.982218058835858e-06,4.79141224244492e-11,374,6
15,2025-11-11,seasonal_persistence,B0,0.2896580160509222,4.301229215569489e-06,3.8686137074816526e-11,390,6
15,2025-11-11,seasonal_persistence,B1,0.2896580160509222,4.301229215569489e-06,3.8686137074816526e-11,390,6
15,2025-11-11,seasonal_persistence,B2,0.2896580160509222,4.301229215569489e-06,3.8686137074816526e-11,390,6
15,2025-11-12,seasonal_persistence,B0,0.18485838643856764,3.761040437711558e-06,3.622458969756394e-11,390,6
15,2025-11-12,seasonal_persistence,B1,0.18485838643856764,3.761040437711558e-06,3.622458969756394e-11,390,6
15,2025-11-12,seasonal_persistence,B2,0.18485838643856764,3.761040437711558e-06,3.622458969756394e-11,390,6
15,2025-11-13,seasonal_persistence,B0,0.18455265821616243,5.59995144422855e-06,9.62821751431835e-11,390,6
15,2025-11-13,seasonal_persistence,B1,0.18455265821616243,5.59995144422855e-06,9.62821751431835e-11,390,6
15,2025-11-13,seasonal_persistence,B2,0.18455265821616243,5.59995144422855e-06,9.62821751431835e-11,390,6
15,2025-11-14,seasonal_persistence,B0,0.1672203189856077,6.136951449765621e-06,2.0208416897509415e-10,372,6
15,2025-11-14,seasonal_persistence,B1,0.1672203189856077,6.136951449765621e-06,2.0208416897509415e-10,372,6
15,2025-11-14,seasonal_persistence,B2,0.1672203189856077,6.136951449765621e-06,2.0208416897509415e-10,372,6
15,2025-11-17,seasonal_persistence,B0,0.2115906467948039,4.535574621189158e-06,6.484569924006473e-11,372,6
15,2025-11-17,seasonal_persistence,B1,0.2115906467948039,4.535574621189158e-06,6.484569924006473e-11,372,6
15,2025-11-17,seasonal_persistence,B2,0.2115906467948039,4.535574621189158e-06,6.484569924006473e-11,372,6
15,2025-11-18,seasonal_persistence,B0,0.5153724309232796,9.546937096941611e-06,2.085089861586513e-10,378,6
15,2025-11-18,seasonal_persistence,B1,0.5153724309232796,9.546937096941611e-06,2.085089861586513e-10,378,6
15,2025-11-18,seasonal_persistence,B2,0.5153724309232796,9.546937096941611e-06,2.085089861586513e-10,378,6
15,2025-11-19,seasonal_persistence,B0,0.1528432487369041,3.956261776088629e-06,4.0706390986326574e-11,371,6
15,2025-11-19,seasonal_persistence,B1,0.1528432487369041,3.956261776088629e-06,4.0706390986326574e-11,371,6
15,2025-11-19,seasonal_persistence,B2,0.1528432487369041,3.956261776088629e-06,4.0706390986326574e-11,371,6
15,2025-11-20,seasonal_persistence,B0,1.3737218039410974,2.0366865133995002e-05,1.2745634967911262e-09,366,6
15,2025-11-20,seasonal_persistence,B1,1.3737218039410974,2.0366865133995002e-05,1.2745634967911262e-09,366,6
15,2025-11-20,seasonal_persistence,B2,1.3737218039410974,2.0366865133995002e-05,1.2745634967911262e-09,366,6
15,2025-11-21,seasonal_persistence,B0,0.3268327640846476,1.1910663989554377e-05,8.908875173919108e-10,388,6
15,2025-11-21,seasonal_persistence,B1,0.3268327640846476,1.1910663989554377e-05,8.908875173919108e-10,388,6
15,2025-11-21,seasonal_persistence,B2,0.3268327640846476,1.1910663989554377e-05,8.908875173919108e-10,388,6
15,2025-11-24,seasonal_persistence,B0,0.5177093444200237,1.1464626450756204e-05,2.614937088538888e-10,358,6
15,2025-11-24,seasonal_persistence,B1,0.5177093444200237,1.1464626450756204e-05,2.614937088538888e-10,358,6
15,2025-11-24,seasonal_persistence,B2,0.5177093444200237,1.1464626450756204e-05,2.614937088538888e-10,358,6
15,2025-11-25,seasonal_persistence,B0,0.4611541102495409,9.257301872774185e-06,1.7217240486550715e-10,372,6
15,2025-11-25,seasonal_persistence,B1,0.4611541102495409,9.257301872774185e-06,1.7217240486550715e-10,372,6
15,2025-11-25,seasonal_persistence,B2,0.4611541102495409,9.257301872774185e-06,1.7217240486550715e-10,372,6
15,2025-11-26,seasonal_persistence,B0,0.5125693174794722,7.4745846757938875e-06,1.0404843250459004e-10,390,6
15,2025-11-26,seasonal_persistence,B1,0.5125693174794722,7.4745846757938875e-06,1.0404843250459004e-10,390,6
15,2025-11-26,seasonal_persistence,B2,0.5125693174794722,7.4745846757938875e-06,1.0404843250459004e-10,390,6
15,2025-11-28,seasonal_persistence,B0,0.6702200063666109,1.161101379977404e-05,2.1510184409873454e-10,174,6
15,2025-11-28,seasonal_persistence,B1,0.6702200063666109,1.161101379977404e-05,2.1510184409873454e-10,174,6
15,2025-11-28,seasonal_persistence,B2,0.6702200063666109,1.161101379977404e-05,2.1510184409873454e-10,174,6
15,2025-12-01,seasonal_persistence,B0,0.5300153312072257,7.176695970428787e-06,9.127189728442784e-11,384,6
15,2025-12-01,seasonal_persistence,B1,0.5300153312072257,7.176695970428787e-06,9.127189728442784e-11,384,6
15,2025-12-01,seasonal_persistence,B2,0.5300153312072257,7.176695970428787e-06,9.127189728442784e-11,384,6
15,2025-12-02,seasonal_persistence,B0,0.4037153308829268,6.37417959517799e-06,8.060960005524195e-11,389,6
15,2025-12-02,seasonal_persistence,B1,0.4037153308829268,6.37417959517799e-06,8.060960005524195e-11,389,6
15,2025-12-02,seasonal_persistence,B2,0.4037153308829268,6.37417959517799e-06,8.060960005524195e-11,389,6
15,2025-12-03,seasonal_persistence,B0,0.5289915060936144,7.0487659191608955e-06,1.239292150431067e-10,390,6
15,2025-12-03,seasonal_persistence,B1,0.5289915060936144,7.0487659191608955e-06,1.239292150431067e-10,390,6
15,2025-12-03,seasonal_persistence,B2,0.5289915060936144,7.0487659191608955e-06,1.239292150431067e-10,390,6
15,2025-12-04,seasonal_persistence,B0,0.296129562706626,5.459064609395995e-06,5.898418597270891e-11,390,6
15,2025-12-04,seasonal_persistence,B1,0.296129562706626,5.459064609395995e-06,5.898418597270891e-11,390,6
15,2025-12-04,seasonal_persistence,B2,0.296129562706626,5.459064609395995e-06,5.898418597270891e-11,390,6
15,2025-12-05,seasonal_persistence,B0,0.5321414462398596,6.870015839370008e-06,9.637258577358116e-11,390,6
15,2025-12-05,seasonal_persistence,B1,0.5321414462398596,6.870015839370008e-06,9.637258577358116e-11,390,6
15,2025-12-05,seasonal_persistence,B2,0.5321414462398596,6.870015839370008e-06,9.637258577358116e-11,390,6
15,2025-12-08,seasonal_persistence,B0,0.47559987320804464,7.302065850312421e-06,1.7491633529231463e-10,372,6
15,2025-12-08,seasonal_persistence,B1,0.47559987320804464,7.302065850312421e-06,1.7491633529231463e-10,372,6
15,2025-12-08,seasonal_persistence,B2,0.47559987320804464,7.302065850312421e-06,1.7491633529231463e-10,372,6
15,2025-12-09,seasonal_persistence,B0,0.6793666803784312,7.24136547751626e-06,9.924660070925181e-11,390,6
15,2025-12-09,seasonal_persistence,B1,0.6793666803784312,7.24136547751626e-06,9.924660070925181e-11,390,6
15,2025-12-09,seasonal_persistence,B2,0.6793666803784312,7.24136547751626e-06,9.924660070925181e-11,390,6
15,2025-12-10,seasonal_persistence,B0,2.429731570547807,4.423747998689979e-06,6.279015424560425e-11,384,6
15,2025-12-10,seasonal_persistence,B1,2.429731570547807,4.423747998689979e-06,6.279015424560425e-11,384,6
15,2025-12-10,seasonal_persistence,B2,2.429731570547807,4.423747998689979e-06,6.279015424560425e-11,384,6
15,2025-12-11,seasonal_persistence,B0,0.537784076707653,4.696172319673304e-06,6.384953126785257e-11,373,6
