family,realized_canonical,realized_origin,validation,gap_canonical,gap_origin
lightgbm_qlike,0.18576654218262378,0.18567696743488007,0.18469714928676795,0.0010693928958558463,0.0009798181481121132
log_elastic_net,0.1809995974661458,0.18091733552937567,0.18062658451127492,0.0003730129548708662,0.0002907510181007358
log_har,0.18067891205650088,0.18060912810639565,0.18231699440082963,-0.0016380823443287336,-0.0017078662944340084
log_ridge_harq,0.18091349242944227,0.1808226712344443,0.1815397161289468,-0.0006262236995045096,-0.0007170448945025131
seasonal_persistence,0.4170523617818892,0.4168166419660741,0.4198512709492841,-0.002798909167394934,-0.003034628983210004
