horizon_minutes,session_date,family,information_set,qlike,mae,mse,N_origins,N_asset_sessions,qlike_origin
15,2024-10-28,average_linear3,B1,0.1475626400027609,2.0634685029420024e-06,1.1723660099779067e-11,390,6,0.1475626400027609
15,2024-10-28,average_linear3,B2,0.13997276682158244,1.9778185743563927e-06,1.1348285230663962e-11,390,6,0.1399727668215824
15,2024-10-28,average_learned4,B0,0.13405668567834061,1.963400325632967e-06,1.1150659018723962e-11,390,6,0.1340566856783406
15,2024-10-28,average_learned4,B1,0.1467055546939962,2.02128556253357e-06,1.1118712442396524e-11,390,6,0.1467055546939962
15,2024-10-28,average_learned4,B2,0.14306195801016394,1.97767358886231e-06,1.092520869670433e-11,390,6,0.14306195801016394
15,2024-10-29,seasonal_persistence,B0,0.204534602484957,2.5777285749830563e-06,1.9227810182787377e-11,390,6,0.204534602484957
15,2024-10-29,seasonal_persistence,B1,0.204534602484957,2.5777285749830563e-06,1.9227810182787377e-11,390,6,0.204534602484957
15,2024-10-29,seasonal_persistence,B2,0.204534602484957,2.5777285749830563e-06,1.9227810182787377e-11,390,6,0.204534602484957
15,2024-10-29,log_har,B0,0.11835167918055989,1.635781760566511e-06,9.311230221842611e-12,390,6,0.1183516791805599
15,2024-10-29,log_har,B1,0.13074526590993152,1.7301278670311074e-06,1.0214278926007126e-11,390,6,0.1307452659099315
15,2024-10-29,log_har,B2,0.12938618161761947,1.7034686727112736e-06,9.844282205586342e-12,390,6,0.12938618161761944
15,2024-10-29,log_ridge_harq,B0,0.11835168820806218,1.6357820859875165e-06,9.311232314819372e-12,390,6,0.11835168820806216
15,2024-10-29,log_ridge_harq,B1,0.13096108597901382,1.7027857549615332e-06,8.979305781201157e-12,390,6,0.13096108597901382
15,2024-10-29,log_ridge_harq,B2,0.12903274165661202,1.679484105658092e-06,8.790961272907205e-12,390,6,0.12903274165661202
15,2024-10-29,log_elastic_net,B0,0.11854234074401045,1.6432325665009325e-06,9.311553619993157e-12,390,6,0.11854234074401045
15,2024-10-29,log_elastic_net,B1,0.12872670995012664,1.752643145884245e-06,8.718850406547663e-12,390,6,0.12872670995012664
15,2024-10-29,log_elastic_net,B2,0.12730361201652632,1.7287399585175254e-06,8.574932874780467e-12,390,6,0.12730361201652632
15,2024-10-29,lightgbm_qlike,B0,0.12752229394305056,1.7759549492779909e-06,9.65473600762578e-12,390,6,0.12752229394305056
15,2024-10-29,lightgbm_qlike,B1,0.13487648531647028,1.8047712573817818e-06,1.0179287085308939e-11,390,6,0.1348764853164703
15,2024-10-29,lightgbm_qlike,B2,0.1398889192464147,1.8143384325531763e-06,1.0354614440450746e-11,390,6,0.1398889192464147
15,2024-10-29,selector_primary,B0,0.11854234074401045,1.6432325665009325e-06,9.311553619993157e-12,390,6,0.11854234074401045
15,2024-10-29,selector_primary,B1,0.12872670995012664,1.752643145884245e-06,8.718850406547663e-12,390,6,0.12872670995012664
15,2024-10-29,selector_primary,B2,0.12730361201652632,1.7287399585175254e-06,8.574932874780467e-12,390,6,0.12730361201652632
15,2024-10-29,ensemble_top2,B0,0.11844059191282208,1.639491181143669e-06,9.310845227363281e-12,390,6,0.11844059191282208
15,2024-10-29,ensemble_top2,B1,0.12925202924023751,1.7201506649828604e-06,8.758782882203139e-12,390,6,0.1292520292402375
15,2024-10-29,ensemble_top2,B2,0.12740288069165698,1.6970489242888152e-06,8.602510304934495e-12,390,6,0.12740288069165698
15,2024-10-29,average_linear3,B0,0.11840953457315624,1.638248061340064e-06,9.310852789403554e-12,390,6,0.11840953457315624
15,2024-10-29,average_linear3,B1,0.12903854082622254,1.706300061945288e-06,9.103583636143378e-12,390,6,0.12903854082622254
15,2024-10-29,average_linear3,B2,0.12746702099375054,1.6856083142931538e-06,8.89918607703607e-12,390,6,0.12746702099375054
15,2024-10-29,average_learned4,B0,0.11928092678118696,1.6603696156469468e-06,9.243877341508171e-12,390,6,0.11928092678118697
15,2024-10-29,average_learned4,B1,0.12876705291175944,1.7162234854116402e-06,9.113677551720849e-12,390,6,0.1287670529117594
15,2024-10-29,average_learned4,B2,0.12870221133151077,1.7064181049443152e-06,8.943455135727628e-12,390,6,0.12870221133151075
15,2024-10-30,seasonal_persistence,B0,0.23567483574583611,2.6107644523181763e-06,1.602777897691391e-11,390,6,0.2356748357458361
15,2024-10-30,seasonal_persistence,B1,0.23567483574583611,2.6107644523181763e-06,1.602777897691391e-11,390,6,0.2356748357458361
15,2024-10-30,seasonal_persistence,B2,0.23567483574583611,2.6107644523181763e-06,1.602777897691391e-11,390,6,0.2356748357458361
15,2024-10-30,log_har,B0,0.18056462507653717,2.4018303148011654e-06,1.5248867702702184e-11,390,6,0.18056462507653717
15,2024-10-30,log_har,B1,0.1894024313742324,2.60179920377169e-06,1.6714753008980564e-11,390,6,0.18940243137423238
15,2024-10-30,log_har,B2,0.18726820862044627,2.5704700569048895e-06,1.591081150051902e-11,390,6,0.1872682086204463
15,2024-10-30,log_ridge_harq,B0,0.18056459941656933,2.401830109115643e-06,1.5248868415662812e-11,390,6,0.1805645994165693
15,2024-10-30,log_ridge_harq,B1,0.18544746114397906,2.565131267686525e-06,1.6422949718798568e-11,390,6,0.1854474611439791
15,2024-10-30,log_ridge_harq,B2,0.18343376115833884,2.53191542188931e-06,1.5567842651745443e-11,390,6,0.18343376115833887
15,2024-10-30,log_elastic_net,B0,0.17992215170798162,2.3983010831231008e-06,1.525959437208825e-11,390,6,0.17992215170798162
15,2024-10-30,log_elastic_net,B1,0.17659442242515078,2.3947894957294373e-06,1.5099373888645135e-11,390,6,0.17659442242515075
15,2024-10-30,log_elastic_net,B2,0.1741110875182779,2.377398299659701e-06,1.4638081793411127e-11,390,6,0.1741110875182779
15,2024-10-30,lightgbm_qlike,B0,0.17796777550443257,2.3478078848976436e-06,1.521002375969916e-11,390,6,0.17796777550443257
15,2024-10-30,lightgbm_qlike,B1,0.1851758774384014,2.347333826058432e-06,1.550974736409313e-11,390,6,0.18517587743840144
