window,model,fit_phase,partition,column,count_low,count_high,N_fit_records
primary,jump__log_ridge_harq__B2,refit,predicting,feature:36,48,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:37,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:38,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:39,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:4,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:40,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:41,59,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:42,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:43,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:44,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:45,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:46,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:47,111,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:48,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:49,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:5,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:50,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:51,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:52,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:53,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:54,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:55,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:56,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:57,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:58,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:59,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:6,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:60,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:61,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:62,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:63,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:64,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:65,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:66,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:67,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:68,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:69,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:7,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:70,20,15,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:71,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:72,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:73,0,1,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:74,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:75,0,3,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:76,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:77,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:78,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:79,0,22,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:8,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:80,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:81,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:82,3,8,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:83,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:84,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:85,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:86,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:87,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:88,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:89,0,4,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:9,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:90,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:91,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:92,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:93,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:94,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:95,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:96,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:97,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:98,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,feature:99,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:33,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:36,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:39,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:43,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:44,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:45,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:46,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:47,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:48,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:49,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:50,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:51,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:52,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:53,4,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:54,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:56,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:57,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:58,14,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:59,1,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:60,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:61,2,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:62,8,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:63,3,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:64,7,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:65,0,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:66,3,0,1
primary,jump__log_ridge_harq__B2,refit,predicting,presence:67,2,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:0,12,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:1,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:10,66,45,1
primary,jump__log_ridge_harq__B2,refit,training,feature:100,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:101,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:102,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:103,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:104,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:105,0,158,1
primary,jump__log_ridge_harq__B2,refit,training,feature:106,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:107,0,3,1
primary,jump__log_ridge_harq__B2,refit,training,feature:108,57,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:109,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:11,67,55,1
primary,jump__log_ridge_harq__B2,refit,training,feature:110,0,417,1
primary,jump__log_ridge_harq__B2,refit,training,feature:111,52,89,1
primary,jump__log_ridge_harq__B2,refit,training,feature:112,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:113,0,235,1
primary,jump__log_ridge_harq__B2,refit,training,feature:114,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:115,0,86,1
primary,jump__log_ridge_harq__B2,refit,training,feature:116,0,59,1
primary,jump__log_ridge_harq__B2,refit,training,feature:117,0,50,1
primary,jump__log_ridge_harq__B2,refit,training,feature:118,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:119,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:12,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:120,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:121,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:122,0,221,1
primary,jump__log_ridge_harq__B2,refit,training,feature:123,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:124,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:125,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:126,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:127,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:128,0,12,1
primary,jump__log_ridge_harq__B2,refit,training,feature:129,897,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:13,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:130,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:131,0,100,1
primary,jump__log_ridge_harq__B2,refit,training,feature:132,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:133,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:134,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:135,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:138,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:139,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:14,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:140,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:141,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:142,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:15,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:16,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:17,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:18,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:19,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:2,30,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:20,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:21,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:22,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:23,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:24,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:25,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:26,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:27,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:28,59,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:29,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:3,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:30,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:31,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:32,100,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:33,0,1,1
primary,jump__log_ridge_harq__B2,refit,training,feature:34,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:35,58,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:36,218,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:37,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:38,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:39,64,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:4,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:40,6,60,1
primary,jump__log_ridge_harq__B2,refit,training,feature:41,60,1,1
primary,jump__log_ridge_harq__B2,refit,training,feature:42,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:43,18,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:44,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:45,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:46,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:47,658,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:48,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:49,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:5,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:50,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:51,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:52,0,5,1
primary,jump__log_ridge_harq__B2,refit,training,feature:53,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:54,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:55,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:56,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:57,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:58,0,11,1
primary,jump__log_ridge_harq__B2,refit,training,feature:59,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:6,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:60,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:61,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:62,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:63,0,33,1
primary,jump__log_ridge_harq__B2,refit,training,feature:64,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:65,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:66,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:67,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:68,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:69,0,1,1
primary,jump__log_ridge_harq__B2,refit,training,feature:7,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:70,119,174,1
primary,jump__log_ridge_harq__B2,refit,training,feature:71,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:72,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:73,0,184,1
primary,jump__log_ridge_harq__B2,refit,training,feature:74,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:75,0,259,1
primary,jump__log_ridge_harq__B2,refit,training,feature:76,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:77,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:78,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:79,0,215,1
primary,jump__log_ridge_harq__B2,refit,training,feature:8,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:80,0,13,1
primary,jump__log_ridge_harq__B2,refit,training,feature:81,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:82,36,163,1
primary,jump__log_ridge_harq__B2,refit,training,feature:83,0,18,1
primary,jump__log_ridge_harq__B2,refit,training,feature:84,29,69,1
primary,jump__log_ridge_harq__B2,refit,training,feature:85,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:86,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:87,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:88,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:89,0,63,1
primary,jump__log_ridge_harq__B2,refit,training,feature:9,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:90,0,143,1
primary,jump__log_ridge_harq__B2,refit,training,feature:91,0,52,1
primary,jump__log_ridge_harq__B2,refit,training,feature:92,0,22,1
primary,jump__log_ridge_harq__B2,refit,training,feature:93,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:94,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:95,0,4,1
primary,jump__log_ridge_harq__B2,refit,training,feature:96,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:97,0,163,1
primary,jump__log_ridge_harq__B2,refit,training,feature:98,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,feature:99,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:33,336,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:36,336,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:39,1,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:43,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:44,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:45,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:46,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:47,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:48,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:49,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:50,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:51,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:52,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:53,1040,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:54,26,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:56,4,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:57,0,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:58,657,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:59,282,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:60,36,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:61,209,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:62,676,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:63,292,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:64,1372,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:65,347,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:66,1093,0,1
primary,jump__log_ridge_harq__B2,refit,training,presence:67,208,0,1
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:0,1914,1980,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:1,0,1410,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:10,2508,2378,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:11,2541,2130,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:12,0,231,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:13,0,68,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:14,0,116,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:15,0,115,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:16,0,110,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:17,20,59,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:18,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:19,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:2,3042,2976,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:20,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:21,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:22,0,110,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:23,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:24,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:25,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:26,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:27,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:28,3010,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:29,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:3,0,1374,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:30,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:31,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:32,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:33,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:4,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:5,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:6,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:7,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:8,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,predicting,feature:9,0,30,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:0,30900,42720,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:1,0,20052,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:10,64657,66675,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:11,66990,55581,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:12,0,6468,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:13,0,2271,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:14,0,3314,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:15,79,4244,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:16,0,3341,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:17,380,2236,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:18,0,910,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:19,0,2260,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:2,41352,58068,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:20,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:21,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:22,0,3341,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:23,0,2260,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:24,0,910,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:25,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:26,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:27,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:28,62592,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:29,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:3,0,30870,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:30,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:31,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:32,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:33,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:4,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:5,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:6,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:7,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:8,0,0,419
primary,mean__log_ridge_harq__B0,inner_fit,training,feature:9,0,790,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:0,174,168,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:1,0,132,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:10,241,229,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:11,234,198,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:12,0,11,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:13,0,5,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:14,0,10,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:15,0,9,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:16,0,11,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:17,2,5,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:18,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:19,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:2,198,228,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:20,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:21,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:22,0,11,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:23,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:24,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:25,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:26,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:27,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:28,291,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:29,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:3,0,132,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:30,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:31,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:32,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:33,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:4,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:5,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:6,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:7,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:8,0,0,419
primary,mean__log_ridge_harq__B0,refit,predicting,feature:9,0,1,419
primary,mean__log_ridge_harq__B0,refit,training,feature:0,32262,44478,419
primary,mean__log_ridge_harq__B0,refit,training,feature:1,0,20712,419
primary,mean__log_ridge_harq__B0,refit,training,feature:10,67030,69190,419
primary,mean__log_ridge_harq__B0,refit,training,feature:11,69427,57693,419
primary,mean__log_ridge_harq__B0,refit,training,feature:12,0,6778,419
primary,mean__log_ridge_harq__B0,refit,training,feature:13,0,2391,419
primary,mean__log_ridge_harq__B0,refit,training,feature:14,0,3547,419
primary,mean__log_ridge_harq__B0,refit,training,feature:15,89,4504,419
primary,mean__log_ridge_harq__B0,refit,training,feature:16,0,3548,419
primary,mean__log_ridge_harq__B0,refit,training,feature:17,400,2356,419
primary,mean__log_ridge_harq__B0,refit,training,feature:18,0,1560,419
primary,mean__log_ridge_harq__B0,refit,training,feature:19,0,2695,419
primary,mean__log_ridge_harq__B0,refit,training,feature:2,42972,60588,419
primary,mean__log_ridge_harq__B0,refit,training,feature:20,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:21,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:22,0,3548,419
primary,mean__log_ridge_harq__B0,refit,training,feature:23,0,2695,419
primary,mean__log_ridge_harq__B0,refit,training,feature:24,0,1560,419
primary,mean__log_ridge_harq__B0,refit,training,feature:25,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:26,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:27,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:28,65213,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:29,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:3,0,31890,419
primary,mean__log_ridge_harq__B0,refit,training,feature:30,0,0,419
primary,mean__log_ridge_harq__B0,refit,training,feature:31,0,0,419
