window,model,fit_phase,partition,column,count_low,count_high,N_fit_records
primary,quantile__log_ridge_harq__B2,refit,training,feature:37,0,7,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:38,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:39,58024,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:4,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:40,3599,116514,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:41,45090,419,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:42,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:43,1706,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:44,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:45,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:46,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:47,415710,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:48,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:49,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:5,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:50,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:51,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:52,0,10470,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:53,0,4,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:54,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:55,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:56,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:57,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:58,0,24537,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:59,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:6,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:60,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:61,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:62,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:63,0,53531,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:64,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:65,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:66,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:67,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:68,79352,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:69,0,3869,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:7,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:70,128007,168716,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:71,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:72,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:73,0,191515,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:74,80931,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:75,0,326615,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:76,80931,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:77,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:78,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:79,0,216895,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:8,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:80,0,22915,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:81,75012,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:82,66696,149760,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:83,0,16030,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:84,81443,81818,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:85,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:86,76691,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:87,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:88,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:89,0,104068,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:9,0,880,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:90,0,138177,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:91,0,54782,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:92,0,37203,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:93,75012,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:94,75012,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:95,0,16576,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:96,75012,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:97,0,209353,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:98,75012,0,419
primary,quantile__log_ridge_harq__B2,refit,training,feature:99,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:105,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:107,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:108,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:110,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:111,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:113,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:115,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:116,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:117,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:118,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:120,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:122,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:128,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:129,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:130,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:131,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:132,73710,0,195
primary,quantile__log_ridge_harq__B2,refit,training,presence:133,73710,0,195
primary,quantile__log_ridge_harq__B2,refit,training,presence:134,73710,0,195
primary,quantile__log_ridge_harq__B2,refit,training,presence:135,73710,0,195
primary,quantile__log_ridge_harq__B2,refit,training,presence:29,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:30,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:31,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:32,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:33,320085,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:34,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:35,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:36,320085,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:37,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:38,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:39,75183,0,388
primary,quantile__log_ridge_harq__B2,refit,training,presence:40,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:41,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:42,74795,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:43,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:44,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:45,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:46,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:47,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:48,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:49,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:50,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:51,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:52,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:53,940613,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:54,97276,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:55,79193,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:56,85928,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:57,0,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:58,577174,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:59,318018,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:60,103473,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:61,214192,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:62,781572,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:63,253792,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:64,1066815,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:65,302814,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:66,846828,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:67,209753,0,419
primary,quantile__log_ridge_harq__B2,refit,training,presence:69,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:70,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:71,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:73,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:75,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:79,80931,0,303
primary,quantile__log_ridge_harq__B2,refit,training,presence:80,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:82,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:83,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:84,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:85,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:89,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:90,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:91,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:92,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:95,75012,0,217
primary,quantile__log_ridge_harq__B2,refit,training,presence:97,75012,0,217
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:0,60,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:1,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:10,34,116,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:11,4,33,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:12,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:13,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:14,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:15,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:16,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:17,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:18,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:19,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:2,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:20,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:21,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:22,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:23,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:24,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:25,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:26,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:27,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:28,52,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:29,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:3,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:30,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:31,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:32,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:33,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:4,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:5,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:6,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:7,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:8,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,predicting,feature:9,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:0,3540,4410,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:1,0,1650,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:10,6655,7003,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:11,6949,5950,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:12,0,794,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:13,0,300,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:14,0,600,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:15,25,661,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:16,0,528,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:17,50,300,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:18,0,1625,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:19,0,1115,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:2,4050,6300,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:20,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:21,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:22,0,528,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:23,0,1115,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:24,0,1625,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:25,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:26,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:27,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:28,7416,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:29,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:3,0,2550,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:30,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:31,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:32,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:33,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:4,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:5,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:6,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:7,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:8,0,0,25
confirmation,jump__log_ridge_harq__B0,inner_fit,training,feature:9,0,225,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:0,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:1,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:10,0,12,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:11,1,4,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:12,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:13,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:14,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:15,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:16,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:17,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:18,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:19,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:2,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:20,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:21,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:22,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:23,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:24,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:25,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:26,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:27,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:28,7,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:29,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:3,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:30,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:31,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:32,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:33,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:4,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:5,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:6,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:7,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:8,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,predicting,feature:9,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:0,3624,4464,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:1,0,1680,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:10,6723,7190,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:11,7030,6056,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:12,0,842,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:13,0,300,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:14,0,625,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:15,25,671,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:16,0,541,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:17,50,300,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:18,0,1625,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:19,0,1222,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:2,4146,6300,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:20,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:21,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:22,0,541,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:23,0,1222,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:24,0,1625,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:25,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:26,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:27,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:28,7508,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:29,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:3,0,2550,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:30,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:31,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:32,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:33,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:4,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:5,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:6,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:7,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:8,0,0,25
confirmation,jump__log_ridge_harq__B0,refit,training,feature:9,0,242,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:0,60,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:1,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:10,34,116,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:11,4,33,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:12,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:13,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:14,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:15,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:16,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:17,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:18,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:19,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:2,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:20,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:21,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:22,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:23,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:24,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:25,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:26,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:27,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:28,52,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:29,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:3,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:30,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:31,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:32,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:33,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:4,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:5,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:6,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:7,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:8,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,predicting,feature:9,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:0,3540,4410,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:1,0,1650,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:10,6655,7003,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:11,6949,5950,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:12,0,794,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:13,0,300,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:14,0,600,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:15,25,661,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:16,0,528,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:17,50,300,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:18,0,1625,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:19,0,1115,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:2,4050,6300,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:20,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:21,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:22,0,528,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:23,0,1115,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:24,0,1625,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:25,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:26,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:27,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:28,7416,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:29,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:3,0,2550,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:30,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:31,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:32,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:33,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:4,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:5,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:6,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:7,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:8,0,0,25
confirmation,mean__log_ridge_harq__B0,inner_fit,training,feature:9,0,225,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:0,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:1,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:10,0,12,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:11,1,4,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:12,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:13,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:14,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:15,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:16,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:17,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:18,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:19,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:2,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:20,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:21,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:22,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:23,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:24,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:25,0,0,25
confirmation,mean__log_ridge_harq__B0,refit,predicting,feature:26,0,0,25
