N_asset_sessions,N_available_origins,N_origins,N_sessions,N_unknown_membership_origins,N_verified_membership_origins,N_verified_nonmember_origins,alternative,baseline_loss,bootstrap_block_length,bootstrap_repetitions,bootstrap_seed,ci_high,ci_low,contrast,coverage_status,endpoint,estimate,expanded_loss,family,holm_family_size,holm_unavailable_treated_as_one,inference_role,interval,null,null_calibration,null_exceedances,p_holm,p_raw,percent_reduction_mean,removed_each_tail,statistic,status,subset,reason
2508,160832,160420,418,0,160832,412,two-sided,0.14624014565274296,5,9999,20260907,0.0010274100775399604,-0.00019113899792443158,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00042814105259868706,0.14643698261626767,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1671,0.1672,0.1672,-0.1345984460328009,20,trimmed_mean_5pct,COMPUTED,window_nonempty_5m,
2508,160832,160448,418,0,160832,384,two-sided,0.1473632010574905,5,9999,20260907,0.005655043176359793,0.0006382837704061493,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.002647219914169744,0.14471598114332077,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,398,0.0915,0.0399,1.796391429592378,0,mean,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14471598114332077,5,9999,20260907,0.0019450246105370578,0.0001342243093647398,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010100027319385762,0.1437059784113822,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,304,0.0915,0.0305,0.6979206608413974,0,mean,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14936071675303608,5,9999,20260907,0.005508536077755216,0.0010192862775374575,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0031525469346104606,0.14620816981842563,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,63,0.0256,0.0064,2.1106934963515958,0,mean,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14620816981842563,5,9999,20260907,0.0008632035408838011,-0.0016131070369218912,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.00019721610952530143,0.14640538592795094,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7664,0.7665,0.7665,-0.13488720211067687,0,mean,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.1473632010574905,5,9999,20260907,0.0017384628018236245,0.0002260546288608764,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007981059481724784,0.14471598114332077,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,456,0.0914,0.0457,1.796391429592378,0,median,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14471598114332077,5,9999,20260907,0.0013230680386889168,0.00027639691163239277,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007491278566651889,0.1437059784113822,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,74,0.0225,0.0075,0.6979206608413974,0,median,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14936071675303608,5,9999,20260907,0.002772426077198159,0.0007157500759042423,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001978484455531712,0.14620816981842563,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1,0.0008,0.0002,2.1106934963515958,0,median,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14620816981842563,5,9999,20260907,0.0012443421152545375,-0.00010097792548824155,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0004809690607620737,0.14640538592795094,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1549,0.155,0.155,-0.13488720211067687,0,median,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.1473632010574905,5,9999,20260907,0.002041983450988239,0.0003521215976877093,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0011764872668026433,0.14471598114332077,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,58,0.0177,0.0059,1.796391429592378,20,trimmed_mean_5pct,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14471598114332077,5,9999,20260907,0.0015146889756809652,0.00023100699009069334,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0008380799668698899,0.1437059784113822,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,129,0.026,0.013,0.6979206608413974,20,trimmed_mean_5pct,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14936071675303608,5,9999,20260907,0.0034039513454615007,0.0010184869196021287,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.00217077190675388,0.14620816981842563,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,9,0.004,0.001,2.1106934963515958,20,trimmed_mean_5pct,COMPUTED,window_nonempty_30m,
2508,160832,160448,418,0,160832,384,two-sided,0.14620816981842563,5,9999,20260907,0.0010264343447312645,-0.00019131956253242333,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00042772178532817694,0.14640538592795094,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1674,0.1675,0.1675,-0.13488720211067687,20,trimmed_mean_5pct,COMPUTED,window_nonempty_30m,
419,160832,26898,419,0,160832,133934,two-sided,0.16137650049028113,5,9999,20260907,0.008282063523094577,0.0009657446925900275,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0038942040842736107,0.15748229640600753,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,379,0.152,0.038,2.4131171963963483,0,mean,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15748229640600753,5,9999,20260907,0.0031497456535622605,9.767344026793399e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015489175763486569,0.15593337882965885,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,471,0.152,0.0472,0.9835502857764841,0,mean,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.16128229643430964,5,9999,20260907,0.0058338555657309115,-0.0011126359087512325,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0022956156880685795,0.15898668074624106,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1945,0.3892,0.1946,1.42335255562509,0,mean,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15898668074624106,5,9999,20260907,0.0025679036904029833,-0.0026153332457592867,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0003371783032006341,0.15864950244304044,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,8083,0.8084,0.8084,0.21207959158465925,0,mean,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.16137650049028113,5,9999,20260907,0.002222282463212405,0.00023518198879364516,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0013253016212895485,0.15748229640600753,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,136,0.0548,0.0137,2.4131171963963483,0,median,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15748229640600753,5,9999,20260907,0.0014342901429886673,5.990701791491748e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0008823547622463096,0.15593337882965885,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,188,0.0567,0.0189,0.9835502857764841,0,median,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.16128229643430964,5,9999,20260907,0.0034861187254241477,-0.00036192835557433134,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0018099511855197148,0.15898668074624106,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,589,0.118,0.059,1.42335255562509,0,median,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15898668074624106,5,9999,20260907,0.0014706330295161524,-0.0007327566272732761,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.00033177482331051,0.15864950244304044,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4128,0.4129,0.4129,0.21207959158465925,0,median,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.16137650049028113,5,9999,20260907,0.0028856388740556914,0.0006151070454296907,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001730236706789339,0.15748229640600753,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,37,0.0152,0.0038,2.4131171963963483,20,trimmed_mean_5pct,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15748229640600753,5,9999,20260907,0.0018766131087429964,-0.000133631608877509,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007951311094654932,0.15593337882965885,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1151,0.3456,0.1152,0.9835502857764841,20,trimmed_mean_5pct,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.16128229643430964,5,9999,20260907,0.003456624516272129,-0.001160352819198933,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0012076454247436127,0.15898668074624106,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3149,0.3456,0.315,1.42335255562509,20,trimmed_mean_5pct,COMPUTED,asset_AAPL,
419,160832,26898,419,0,160832,133934,two-sided,0.15898668074624106,5,9999,20260907,0.0019591356582149126,-0.0002918363282259709,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0008386392340630068,0.15864950244304044,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1480,0.3456,0.1481,0.21207959158465925,20,trimmed_mean_5pct,COMPUTED,asset_AAPL,
419,160832,26743,419,0,160832,134089,two-sided,0.1406160824946158,5,9999,20260907,0.00758265312187804,0.00044007120870529756,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0032546239785998803,0.13736145851601592,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,643,0.2432,0.0644,2.314546046839628,0,mean,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.13736145851601592,5,9999,20260907,0.0014209007705602336,-0.0016810368040535782,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-4.3162841502542335e-05,0.13740462135751846,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,9578,1.0,0.9579,-0.031422818284584306,0,mean,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14339781609042634,5,9999,20260907,0.00602767570430331,7.34751904992604e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0028413229073772023,0.14055649318304914,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,607,0.2432,0.0608,1.9814269037301588,0,mean,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14055649318304914,5,9999,20260907,0.0017365126406676987,-0.0013580865915223971,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0002662423208995978,0.14029025086214958,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,7291,1.0,0.7292,0.1894201504820313,0,mean,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.1406160824946158,5,9999,20260907,0.0018407106180001256,0.00023279255156043177,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0012788872023389575,0.13736145851601592,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,49,0.02,0.005,2.314546046839628,0,median,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.13736145851601592,5,9999,20260907,0.0010803630612139792,-6.747255075228997e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006781929528074104,0.13740462135751846,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,413,0.1242,0.0414,-0.031422818284584306,0,median,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14339781609042634,5,9999,20260907,0.0031965785227603127,0.0006514727383871849,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001502248525821856,0.14055649318304914,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,423,0.1242,0.0424,1.9814269037301588,0,median,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14055649318304914,5,9999,20260907,0.001667203110965465,-0.0002589359389015,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006177466883590943,0.14029025086214958,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,2353,0.2354,0.2354,0.1894201504820313,0,median,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.1406160824946158,5,9999,20260907,0.0021751009651715314,-5.2385788655314076e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010465592189029638,0.13736145851601592,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,683,0.2052,0.0684,2.314546046839628,20,trimmed_mean_5pct,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.13736145851601592,5,9999,20260907,0.0012947938409173883,-0.000536387038242434,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0004038507773412117,0.13740462135751846,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3705,0.3706,0.3706,-0.031422818284584306,20,trimmed_mean_5pct,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14339781609042634,5,9999,20260907,0.003484829166815315,0.0005793723523644125,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0020646805098472527,0.14055649318304914,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,60,0.0244,0.0061,1.9814269037301588,20,trimmed_mean_5pct,COMPUTED,asset_AMZN,
419,160832,26743,419,0,160832,134089,two-sided,0.14055649318304914,5,9999,20260907,0.0016198593043952679,-0.00024240184990855833,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0006997303500939838,0.14029025086214958,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1421,0.2844,0.1422,0.1894201504820313,20,trimmed_mean_5pct,COMPUTED,asset_AMZN,
419,160832,26853,419,0,160832,133979,two-sided,0.15310934703568344,5,9999,20260907,0.007499879379896602,0.0014203458434073697,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.003975023732127006,0.14913432330355644,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,155,0.0624,0.0156,2.5961992582990985,0,mean,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.14913432330355644,5,9999,20260907,0.0011555976864888744,-0.001876534831562901,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0003122587207830213,0.14944658202433947,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,6765,0.6766,0.6766,-0.20938085469931172,0,mean,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.15706676136179576,5,9999,20260907,0.006324492746321944,0.0004922668324781942,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.003308892887618448,0.1537578684741773,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,268,0.0807,0.0269,2.1066792610542033,0,mean,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.1537578684741773,5,9999,20260907,0.0004456750508577314,-0.0033399297166516496,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0012343511072020446,0.15499221958137932,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1923,0.3848,0.1924,-0.802788904041907,0,mean,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.15310934703568344,5,9999,20260907,0.002146927140601926,0.0006027577760453484,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0012545676387946125,0.14913432330355644,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,31,0.0128,0.0032,2.5961992582990985,0,median,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.14913432330355644,5,9999,20260907,0.0014932942564250817,-9.724669805145914e-05,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0005896211418218167,0.14944658202433947,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1084,0.217,0.1085,-0.20938085469931172,0,median,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.15706676136179576,5,9999,20260907,0.0031446253971520663,0.0006841018085353562,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0018419880759796767,0.1537578684741773,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,82,0.0249,0.0083,2.1066792610542033,0,median,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.1537578684741773,5,9999,20260907,0.0013756723657960684,-0.0007417638888713579,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,6.766507400772503e-05,0.15499221958137932,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,9214,0.9215,0.9215,-0.802788904041907,0,median,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.15310934703568344,5,9999,20260907,0.003056453298328977,0.0008166952186106991,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001916526281066024,0.14913432330355644,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4,0.002,0.0005,2.5961992582990985,20,trimmed_mean_5pct,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.14913432330355644,5,9999,20260907,0.0013199411706948435,-0.0005819432725842567,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0003536335912358863,0.14944658202433947,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4573,0.9148,0.4574,-0.20938085469931172,20,trimmed_mean_5pct,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.15706676136179576,5,9999,20260907,0.003703427985790489,0.0005745316075315206,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0021115483311781916,0.1537578684741773,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,94,0.028499999999999998,0.0095,2.1066792610542033,20,trimmed_mean_5pct,COMPUTED,asset_META,
419,160832,26853,419,0,160832,133979,two-sided,0.1537578684741773,5,9999,20260907,0.0006740410547112297,-0.0013904492469857914,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.0003215563668566042,0.15499221958137932,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,5446,0.9148,0.5447,-0.802788904041907,20,trimmed_mean_5pct,COMPUTED,asset_META,
419,160832,26729,419,0,160832,134103,two-sided,0.14455647363373295,5,9999,20260907,0.005082339052500918,-0.0015341503804070953,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0015582213762661602,0.14299825225746676,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3388,0.9867000000000001,0.3389,1.0779326149130284,0,mean,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14299825225746676,5,9999,20260907,0.004606436106999206,-0.0012639085812106588,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0012604430303020922,0.14173780922716467,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,4029,0.9867000000000001,0.403,0.8814394654507235,0,mean,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14304737693185848,5,9999,20260907,0.005435200659722137,9.520039939881438e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0027085582588842884,0.14033881867297415,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,461,0.1848,0.0462,1.893469364471134,0,mean,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14033881867297415,5,9999,20260907,0.0007142956365539856,-0.0021433845054860765,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,-0.000701899081489923,0.14104071775446408,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,3288,0.9867000000000001,0.3289,-0.5001460665886962,0,mean,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14455647363373295,5,9999,20260907,0.0020976395834667177,8.73209469984676e-05,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0011369078289741041,0.14299825225746676,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,390,0.11730000000000002,0.0391,1.0779326149130284,0,median,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14299825225746676,5,9999,20260907,0.0018254522250541472,0.0004234534939226431,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0010425372701285546,0.14173780922716467,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,156,0.0628,0.0157,0.8814394654507235,0,median,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14304737693185848,5,9999,20260907,0.0034325251948063226,-0.00019207310571779657,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.001695846283748914,0.14033881867297415,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,740,0.1482,0.0741,1.893469364471134,0,median,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14033881867297415,5,9999,20260907,0.0008718013401620844,-0.001045251745486142,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,4.631243491511061e-05,0.14104071775446408,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,8558,0.8559,0.8559,-0.5001460665886962,0,median,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14455647363373295,5,9999,20260907,0.002326083561158092,-0.00019104612753686917,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0011265878813438892,0.14299825225746676,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,804,0.3028,0.0805,1.0779326149130284,20,trimmed_mean_5pct,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14299825225746676,5,9999,20260907,0.0017005814877704864,-0.00024552536684641183,B2_over_B1,COMPLETE_COVERAGE,qlike_regime_secondary,0.0007755201381219228,0.14173780922716467,log_ridge_harq,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,1163,0.3028,0.1164,0.8814394654507235,20,trimmed_mean_5pct,COMPUTED,asset_MSFT,
419,160832,26729,419,0,160832,134103,two-sided,0.14304737693185848,5,9999,20260907,0.003973955630796874,-0.00011684175381008991,B1_over_B0,COMPLETE_COVERAGE,qlike_regime_secondary,0.0018729599154321797,0.14033881867297415,lightgbm_qlike,4,False,SECONDARY,two-sided percentile 95%; not inversion of centered-null p,delta = 0,resampled statistic minus observed statistic; +1 correction,756,0.3028,0.0757,1.893469364471134,20,trimmed_mean_5pct,COMPUTED,asset_MSFT,
