B1_over_B0,B1_over_B0_sign,B2_over_B1,B2_over_B1_sign,family,qlike_B0,qlike_B1,qlike_B2,rank,ranked_information_set,session_date
0.4980323271440492,1,-0.0696979768166035,-1,log_ridge_harq,2.488346387981571,1.9903140608375216,2.060012037654125,1,B0,2025-04-09
-0.006962693957050514,-1,-0.03410912474252836,-1,log_ridge_harq,0.8349212318682687,0.8418839258253192,0.8759930505678476,2,B0,2026-06-05
-0.013517989988961143,-1,-0.0015580769178514808,-1,log_ridge_harq,0.7897576081309389,0.8032755981199,0.8048336750377515,3,B0,2026-03-16
-0.052624542884727954,-1,0.09373632425095402,1,log_ridge_harq,0.7855105178179113,0.8381350607026392,0.7443987364516852,4,B0,2024-11-14
0.06691336027995565,1,0.044356389590428646,1,log_ridge_harq,0.70477162299998,0.6378582627200243,0.5935018731295957,5,B0,2025-05-21
0.07516710032566853,1,0.028767906929681453,1,log_ridge_harq,0.6841376219774657,0.6089705216517972,0.5802026147221158,6,B0,2025-09-17
0.030694931319593888,1,0.024992425362211246,1,log_ridge_harq,0.6284408663714244,0.5977459350518305,0.5727535096896192,7,B0,2026-01-21
0.05114963997960187,1,0.006332162425792598,1,log_ridge_harq,0.6158135774221539,0.564663937442552,0.5583317750167595,8,B0,2025-04-07
0.04376842310119167,1,0.0043059304030468315,1,log_ridge_harq,0.6105646973294904,0.5667962742282987,0.5624903438252519,9,B0,2024-12-18
-0.018351394396398657,-1,0.012625738767675587,1,log_ridge_harq,0.5991251415045354,0.6174765359009341,0.6048507971332585,10,B0,2025-10-10
0.4980323271440492,1,-0.0696979768166035,-1,log_ridge_harq,2.488346387981571,1.9903140608375216,2.060012037654125,1,B1,2025-04-09
-0.006962693957050514,-1,-0.03410912474252836,-1,log_ridge_harq,0.8349212318682687,0.8418839258253192,0.8759930505678476,2,B1,2026-06-05
-0.052624542884727954,-1,0.09373632425095402,1,log_ridge_harq,0.7855105178179113,0.8381350607026392,0.7443987364516852,3,B1,2024-11-14
-0.013517989988961143,-1,-0.0015580769178514808,-1,log_ridge_harq,0.7897576081309389,0.8032755981199,0.8048336750377515,4,B1,2026-03-16
0.06691336027995565,1,0.044356389590428646,1,log_ridge_harq,0.70477162299998,0.6378582627200243,0.5935018731295957,5,B1,2025-05-21
-0.018351394396398657,-1,0.012625738767675587,1,log_ridge_harq,0.5991251415045354,0.6174765359009341,0.6048507971332585,6,B1,2025-10-10
0.07516710032566853,1,0.028767906929681453,1,log_ridge_harq,0.6841376219774657,0.6089705216517972,0.5802026147221158,7,B1,2025-09-17
0.030694931319593888,1,0.024992425362211246,1,log_ridge_harq,0.6284408663714244,0.5977459350518305,0.5727535096896192,8,B1,2026-01-21
0.04376842310119167,1,0.0043059304030468315,1,log_ridge_harq,0.6105646973294904,0.5667962742282987,0.5624903438252519,9,B1,2024-12-18
0.05114963997960187,1,0.006332162425792598,1,log_ridge_harq,0.6158135774221539,0.564663937442552,0.5583317750167595,10,B1,2025-04-07
0.4980323271440492,1,-0.0696979768166035,-1,log_ridge_harq,2.488346387981571,1.9903140608375216,2.060012037654125,1,B2,2025-04-09
-0.006962693957050514,-1,-0.03410912474252836,-1,log_ridge_harq,0.8349212318682687,0.8418839258253192,0.8759930505678476,2,B2,2026-06-05
-0.013517989988961143,-1,-0.0015580769178514808,-1,log_ridge_harq,0.7897576081309389,0.8032755981199,0.8048336750377515,3,B2,2026-03-16
-0.052624542884727954,-1,0.09373632425095402,1,log_ridge_harq,0.7855105178179113,0.8381350607026392,0.7443987364516852,4,B2,2024-11-14
-0.018351394396398657,-1,0.012625738767675587,1,log_ridge_harq,0.5991251415045354,0.6174765359009341,0.6048507971332585,5,B2,2025-10-10
0.06691336027995565,1,0.044356389590428646,1,log_ridge_harq,0.70477162299998,0.6378582627200243,0.5935018731295957,6,B2,2025-05-21
0.07516710032566853,1,0.028767906929681453,1,log_ridge_harq,0.6841376219774657,0.6089705216517972,0.5802026147221158,7,B2,2025-09-17
0.030694931319593888,1,0.024992425362211246,1,log_ridge_harq,0.6284408663714244,0.5977459350518305,0.5727535096896192,8,B2,2026-01-21
0.04376842310119167,1,0.0043059304030468315,1,log_ridge_harq,0.6105646973294904,0.5667962742282987,0.5624903438252519,9,B2,2024-12-18
0.05114963997960187,1,0.006332162425792598,1,log_ridge_harq,0.6158135774221539,0.564663937442552,0.5583317750167595,10,B2,2025-04-07
0.3451902921428087,1,-0.04280021678523349,-1,lightgbm_qlike,2.5507802128639576,2.205589920721149,2.2483901375063824,1,B0,2025-04-09
0.07325611494419726,1,-0.21933745743160227,-1,lightgbm_qlike,1.2318194159166176,1.1585633009724203,1.3779007584040226,2,B0,2025-04-07
0.013345979162922461,1,0.017196736810295654,1,lightgbm_qlike,0.906191552003874,0.8928455728409516,0.8756488360306559,3,B0,2026-06-05
0.03044076889649583,1,-0.015975702166353578,-1,lightgbm_qlike,0.7971694296062322,0.7667286607097363,0.7827043628760899,4,B0,2024-11-14
0.07999885343979485,1,0.01805113554894966,1,lightgbm_qlike,0.7101532733144569,0.630154419874662,0.6121032843257124,5,B0,2026-03-16
0.006255556147961694,1,-0.006302817517161663,-1,lightgbm_qlike,0.6974436608579135,0.6911881047099518,0.6974909222271135,6,B0,2025-10-10
0.020060972513795683,1,0.012610493778048681,1,lightgbm_qlike,0.6522426149977926,0.6321816424839969,0.6195711487059482,7,B0,2026-01-21
0.03011258517762927,1,0.018289393577809676,1,lightgbm_qlike,0.6464936387148594,0.6163810535372302,0.5980916599594205,8,B0,2025-05-21
0.007272097028427904,1,-0.014118254352200155,-1,lightgbm_qlike,0.589931226613312,0.5826591295848841,0.5967773839370842,9,B0,2024-12-18
0.13454835229017265,1,-0.042208437979365354,-1,lightgbm_qlike,0.5839107963469937,0.4493624440568211,0.49157088203618643,10,B0,2025-09-17
0.3451902921428087,1,-0.04280021678523349,-1,lightgbm_qlike,2.5507802128639576,2.205589920721149,2.2483901375063824,1,B1,2025-04-09
0.07325611494419726,1,-0.21933745743160227,-1,lightgbm_qlike,1.2318194159166176,1.1585633009724203,1.3779007584040226,2,B1,2025-04-07
0.013345979162922461,1,0.017196736810295654,1,lightgbm_qlike,0.906191552003874,0.8928455728409516,0.8756488360306559,3,B1,2026-06-05
0.03044076889649583,1,-0.015975702166353578,-1,lightgbm_qlike,0.7971694296062322,0.7667286607097363,0.7827043628760899,4,B1,2024-11-14
0.006255556147961694,1,-0.006302817517161663,-1,lightgbm_qlike,0.6974436608579135,0.6911881047099518,0.6974909222271135,5,B1,2025-10-10
0.020060972513795683,1,0.012610493778048681,1,lightgbm_qlike,0.6522426149977926,0.6321816424839969,0.6195711487059482,6,B1,2026-01-21
0.07999885343979485,1,0.01805113554894966,1,lightgbm_qlike,0.7101532733144569,0.630154419874662,0.6121032843257124,7,B1,2026-03-16
0.03011258517762927,1,0.018289393577809676,1,lightgbm_qlike,0.6464936387148594,0.6163810535372302,0.5980916599594205,8,B1,2025-05-21
0.007272097028427904,1,-0.014118254352200155,-1,lightgbm_qlike,0.589931226613312,0.5826591295848841,0.5967773839370842,9,B1,2024-12-18
-0.006302624831942438,-1,-0.01058303646008496,-1,lightgbm_qlike,0.5087078115351976,0.5150104363671401,0.525593472827225,10,B1,2026-06-11
0.3451902921428087,1,-0.04280021678523349,-1,lightgbm_qlike,2.5507802128639576,2.205589920721149,2.2483901375063824,1,B2,2025-04-09
0.07325611494419726,1,-0.21933745743160227,-1,lightgbm_qlike,1.2318194159166176,1.1585633009724203,1.3779007584040226,2,B2,2025-04-07
0.013345979162922461,1,0.017196736810295654,1,lightgbm_qlike,0.906191552003874,0.8928455728409516,0.8756488360306559,3,B2,2026-06-05
0.03044076889649583,1,-0.015975702166353578,-1,lightgbm_qlike,0.7971694296062322,0.7667286607097363,0.7827043628760899,4,B2,2024-11-14
0.006255556147961694,1,-0.006302817517161663,-1,lightgbm_qlike,0.6974436608579135,0.6911881047099518,0.6974909222271135,5,B2,2025-10-10
0.020060972513795683,1,0.012610493778048681,1,lightgbm_qlike,0.6522426149977926,0.6321816424839969,0.6195711487059482,6,B2,2026-01-21
0.07999885343979485,1,0.01805113554894966,1,lightgbm_qlike,0.7101532733144569,0.630154419874662,0.6121032843257124,7,B2,2026-03-16
0.03011258517762927,1,0.018289393577809676,1,lightgbm_qlike,0.6464936387148594,0.6163810535372302,0.5980916599594205,8,B2,2025-05-21
0.007272097028427904,1,-0.014118254352200155,-1,lightgbm_qlike,0.589931226613312,0.5826591295848841,0.5967773839370842,9,B2,2024-12-18
-0.006302624831942438,-1,-0.01058303646008496,-1,lightgbm_qlike,0.5087078115351976,0.5150104363671401,0.525593472827225,10,B2,2026-06-11
