window,asset,session_date,horizon,available_origins,available_empty,available_nonempty,available_unknown,executed_N_origins,executed_N_empty_origins,executed_N_nonempty_origins,executed_N_unknown_origins
primary,NVDA,2025-05-19,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-19,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-19,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-19,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-20,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-20,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-20,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-20,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-20,5m,65,0,65,0,59,0,59,0
primary,META,2025-05-20,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-05-20,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-20,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-20,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-20,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-20,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-20,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-21,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-21,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-22,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-22,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-27,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-27,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-27,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-27,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-27,5m,65,0,65,0,59,0,59,0
primary,META,2025-05-27,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-05-27,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-27,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-27,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-27,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-27,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-27,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-28,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-28,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-29,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-29,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,META,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,META,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-05-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-02,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-02,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-03,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-03,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-03,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-03,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-03,5m,65,0,65,0,59,0,59,0
primary,META,2025-06-03,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-06-03,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-03,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-03,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-06-03,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-06-03,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-03,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-04,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-04,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-04,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-04,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-04,5m,65,0,65,0,55,0,55,0
primary,META,2025-06-04,30m,65,0,65,0,55,0,55,0
primary,MSFT,2025-06-04,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-04,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-04,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-04,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-04,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-04,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-05,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-05,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-05,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-05,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-05,5m,65,0,65,0,59,0,59,0
primary,META,2025-06-05,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-06-05,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-05,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-05,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-05,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-05,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-05,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-06,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-06,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-06,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-06,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-06,5m,65,0,65,0,61,0,61,0
primary,META,2025-06-06,30m,65,0,65,0,61,0,61,0
primary,MSFT,2025-06-06,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-06,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-06,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-06,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-06,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-06,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-09,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-09,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-09,5m,65,0,65,0,59,0,59,0
primary,AMZN,2025-06-09,30m,65,0,65,0,59,0,59,0
primary,META,2025-06-09,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-09,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-09,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-09,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-09,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-09,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-09,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-09,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-10,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-10,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-10,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-10,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-10,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-10,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-10,5m,65,0,65,0,47,0,47,0
primary,MSFT,2025-06-10,30m,65,0,65,0,47,0,47,0
primary,NVDA,2025-06-10,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-10,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-10,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-10,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-11,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-11,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-11,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-11,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-11,5m,65,0,65,0,59,0,59,0
primary,META,2025-06-11,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-06-11,5m,65,0,65,0,59,0,59,0
primary,MSFT,2025-06-11,30m,65,0,65,0,59,0,59,0
primary,NVDA,2025-06-11,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-11,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-11,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-11,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-12,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-12,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-12,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-12,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-12,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-12,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-12,5m,65,0,65,0,59,0,59,0
primary,MSFT,2025-06-12,30m,65,0,65,0,59,0,59,0
primary,NVDA,2025-06-12,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-12,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-12,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-12,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-13,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-13,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-16,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-16,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-16,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-16,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-16,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-16,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-16,5m,65,0,65,0,53,0,53,0
primary,MSFT,2025-06-16,30m,65,0,65,0,53,0,53,0
primary,NVDA,2025-06-16,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-16,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-16,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-16,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-17,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-17,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-17,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-17,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-17,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-17,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-17,5m,65,0,65,0,44,0,44,0
primary,MSFT,2025-06-17,30m,65,0,65,0,44,0,44,0
primary,NVDA,2025-06-17,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-17,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-17,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-17,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-18,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-18,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-20,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-20,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-23,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-23,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-23,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-23,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-23,5m,65,0,65,0,56,0,56,0
primary,META,2025-06-23,30m,65,0,65,0,56,0,56,0
primary,MSFT,2025-06-23,5m,65,0,65,0,51,0,51,0
primary,MSFT,2025-06-23,30m,65,0,65,0,51,0,51,0
primary,NVDA,2025-06-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-24,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-24,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-24,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-24,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-24,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-24,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-24,5m,65,0,65,0,44,0,44,0
primary,MSFT,2025-06-24,30m,65,0,65,0,44,0,44,0
primary,NVDA,2025-06-24,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-06-24,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-06-24,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-24,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-25,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-25,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-25,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-25,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-25,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-25,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-25,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-25,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-25,5m,65,0,65,0,45,0,45,0
primary,NVDA,2025-06-25,30m,65,0,65,0,45,0,45,0
primary,TSLA,2025-06-25,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-25,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-26,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-26,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,META,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-27,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-27,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-06-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-06-30,30m,65,0,65,0,65,0,65,0
primary,META,2025-06-30,5m,65,0,65,0,62,0,62,0
primary,META,2025-06-30,30m,65,0,65,0,62,0,62,0
primary,MSFT,2025-06-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-06-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-06-30,5m,65,0,65,0,62,0,62,0
primary,NVDA,2025-06-30,30m,65,0,65,0,62,0,62,0
primary,TSLA,2025-06-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-06-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,META,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,META,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-01,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-01,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-02,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-02,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-02,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-02,30m,65,0,65,0,65,0,65,0
primary,META,2025-07-02,5m,65,0,65,0,54,0,54,0
primary,META,2025-07-02,30m,65,0,65,0,54,0,54,0
primary,MSFT,2025-07-02,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-02,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-02,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-07-02,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-07-02,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-02,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-03,5m,29,0,29,0,29,0,29,0
primary,AAPL,2025-07-03,30m,29,0,29,0,29,0,29,0
primary,AMZN,2025-07-03,5m,29,0,29,0,29,0,29,0
primary,AMZN,2025-07-03,30m,29,0,29,0,29,0,29,0
primary,META,2025-07-03,5m,29,0,29,0,20,0,20,0
primary,META,2025-07-03,30m,29,0,29,0,20,0,20,0
primary,MSFT,2025-07-03,5m,29,0,29,0,29,0,29,0
primary,MSFT,2025-07-03,30m,29,0,29,0,29,0,29,0
primary,NVDA,2025-07-03,5m,29,0,29,0,12,0,12,0
primary,NVDA,2025-07-03,30m,29,0,29,0,12,0,12,0
primary,TSLA,2025-07-03,5m,29,0,29,0,29,0,29,0
primary,TSLA,2025-07-03,30m,29,0,29,0,29,0,29,0
primary,AAPL,2025-07-07,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-07,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-07,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-07,30m,65,0,65,0,65,0,65,0
primary,META,2025-07-07,5m,65,0,65,0,65,0,65,0
primary,META,2025-07-07,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-07,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-07,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-07,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-07-07,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-07-07,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-07,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-08,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-08,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-08,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-08,30m,65,0,65,0,65,0,65,0
primary,META,2025-07-08,5m,65,0,65,0,65,0,65,0
primary,META,2025-07-08,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-08,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-08,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-08,5m,65,0,65,0,55,0,55,0
primary,NVDA,2025-07-08,30m,65,0,65,0,55,0,55,0
primary,TSLA,2025-07-08,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-08,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,META,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,META,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-09,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-07-09,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-10,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-07-10,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-07-10,5m,65,0,65,0,44,0,44,0
