window,asset,session_date,horizon,available_origins,available_empty,available_nonempty,available_unknown,executed_N_origins,executed_N_empty_origins,executed_N_nonempty_origins,executed_N_unknown_origins
primary,META,2025-09-23,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-23,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-23,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-23,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,META,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-24,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-24,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,META,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-25,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-25,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,META,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-26,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-26,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,META,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-29,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-29,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,META,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,META,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-09-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-01,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-01,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-02,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-02,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-03,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-03,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-03,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-03,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-03,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-03,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-03,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-03,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-03,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-10-03,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-10-03,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-03,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-06,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-06,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-06,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-06,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-06,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-06,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-06,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-06,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-06,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-10-06,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-10-06,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-06,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-07,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-07,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-07,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-07,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-07,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-07,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-07,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-07,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-07,5m,65,0,65,0,53,0,53,0
primary,NVDA,2025-10-07,30m,65,0,65,0,53,0,53,0
primary,TSLA,2025-10-07,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-07,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-08,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-08,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-09,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-09,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-09,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-09,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-09,5m,65,0,65,0,59,0,59,0
primary,META,2025-10-09,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-10-09,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-09,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-09,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-09,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-09,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-09,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-10,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-10,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-13,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-13,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-14,5m,65,0,65,0,62,0,62,0
primary,AAPL,2025-10-14,30m,65,0,65,0,62,0,62,0
primary,AMZN,2025-10-14,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-14,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-14,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-14,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-14,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-14,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-14,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-14,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-14,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-14,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-15,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-15,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-15,5m,65,0,65,0,59,0,59,0
primary,AMZN,2025-10-15,30m,65,0,65,0,59,0,59,0
primary,META,2025-10-15,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-15,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-15,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-15,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-15,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-15,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-15,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-15,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-16,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-16,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-17,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-17,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-20,5m,65,65,0,0,65,65,0,0
primary,AAPL,2025-10-20,30m,65,65,0,0,65,65,0,0
primary,AMZN,2025-10-20,5m,65,65,0,0,65,65,0,0
primary,AMZN,2025-10-20,30m,65,65,0,0,65,65,0,0
primary,META,2025-10-20,5m,65,65,0,0,59,59,0,0
primary,META,2025-10-20,30m,65,65,0,0,59,59,0,0
primary,MSFT,2025-10-20,5m,65,65,0,0,59,59,0,0
primary,MSFT,2025-10-20,30m,65,65,0,0,59,59,0,0
primary,NVDA,2025-10-20,5m,65,65,0,0,65,65,0,0
primary,NVDA,2025-10-20,30m,65,65,0,0,65,65,0,0
primary,TSLA,2025-10-20,5m,65,65,0,0,65,65,0,0
primary,TSLA,2025-10-20,30m,65,65,0,0,65,65,0,0
primary,AAPL,2025-10-21,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-21,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-21,5m,65,0,65,0,59,0,59,0
primary,AMZN,2025-10-21,30m,65,0,65,0,59,0,59,0
primary,META,2025-10-21,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-21,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-21,5m,65,0,65,0,59,0,59,0
primary,MSFT,2025-10-21,30m,65,0,65,0,59,0,59,0
primary,NVDA,2025-10-21,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-21,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-21,5m,65,0,65,0,59,0,59,0
primary,TSLA,2025-10-21,30m,65,0,65,0,59,0,59,0
primary,AAPL,2025-10-22,5m,65,1,64,0,65,1,64,0
primary,AAPL,2025-10-22,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-22,5m,65,1,64,0,65,1,64,0
primary,AMZN,2025-10-22,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-22,5m,65,1,64,0,65,1,64,0
primary,META,2025-10-22,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-22,5m,65,1,64,0,62,1,61,0
primary,MSFT,2025-10-22,30m,65,0,65,0,62,0,62,0
primary,NVDA,2025-10-22,5m,65,1,64,0,65,1,64,0
primary,NVDA,2025-10-22,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-22,5m,65,1,64,0,56,1,55,0
primary,TSLA,2025-10-22,30m,65,0,65,0,56,0,56,0
primary,AAPL,2025-10-23,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-23,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-23,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-23,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-23,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-23,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-23,5m,65,0,65,0,59,0,59,0
primary,MSFT,2025-10-23,30m,65,0,65,0,59,0,59,0
primary,NVDA,2025-10-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-24,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-24,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-27,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-27,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-27,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-27,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-27,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-27,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-27,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-27,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-27,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-27,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-27,5m,65,0,65,0,53,0,53,0
primary,TSLA,2025-10-27,30m,65,0,65,0,53,0,53,0
primary,AAPL,2025-10-28,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-28,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-28,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-28,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-28,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-28,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-28,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-28,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-28,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-28,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-28,5m,65,0,65,0,52,0,52,0
primary,TSLA,2025-10-28,30m,65,0,65,0,52,0,52,0
primary,AAPL,2025-10-29,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-29,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-29,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-29,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-29,5m,65,0,65,0,59,0,59,0
primary,META,2025-10-29,30m,65,0,65,0,59,0,59,0
primary,MSFT,2025-10-29,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-29,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-29,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-29,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-29,5m,65,0,65,0,59,0,59,0
primary,TSLA,2025-10-29,30m,65,0,65,0,59,0,59,0
primary,AAPL,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-31,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-10-31,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-31,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-10-31,30m,65,0,65,0,65,0,65,0
primary,META,2025-10-31,5m,65,0,65,0,65,0,65,0
primary,META,2025-10-31,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-31,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-10-31,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-31,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-10-31,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-10-31,5m,65,0,65,0,59,0,59,0
primary,TSLA,2025-10-31,30m,65,0,65,0,59,0,59,0
primary,AAPL,2025-11-03,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-03,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-03,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-03,30m,65,0,65,0,65,0,65,0
primary,META,2025-11-03,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-03,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-03,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-03,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-03,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-03,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-03,5m,65,0,65,0,54,0,54,0
primary,TSLA,2025-11-03,30m,65,0,65,0,54,0,54,0
primary,AAPL,2025-11-04,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-04,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-04,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-04,30m,65,0,65,0,65,0,65,0
primary,META,2025-11-04,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-04,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-04,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-04,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-04,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-04,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-04,5m,65,0,65,0,49,0,49,0
primary,TSLA,2025-11-04,30m,65,0,65,0,49,0,49,0
primary,AAPL,2025-11-05,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-05,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-05,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-05,30m,65,0,65,0,65,0,65,0
primary,META,2025-11-05,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-05,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-05,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-05,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-05,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-05,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-05,5m,65,0,65,0,59,0,59,0
primary,TSLA,2025-11-05,30m,65,0,65,0,59,0,59,0
primary,AAPL,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,META,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-06,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-06,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,META,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-07,5m,65,0,65,0,65,0,65,0
primary,TSLA,2025-11-07,30m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-10,5m,65,0,65,0,65,0,65,0
primary,AAPL,2025-11-10,30m,65,0,65,0,65,0,65,0
primary,AMZN,2025-11-10,5m,65,0,65,0,57,0,57,0
primary,AMZN,2025-11-10,30m,65,0,65,0,57,0,57,0
primary,META,2025-11-10,5m,65,0,65,0,65,0,65,0
primary,META,2025-11-10,30m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-10,5m,65,0,65,0,65,0,65,0
primary,MSFT,2025-11-10,30m,65,0,65,0,65,0,65,0
primary,NVDA,2025-11-10,5m,65,0,65,0,59,0,59,0
primary,NVDA,2025-11-10,30m,65,0,65,0,59,0,59,0
primary,TSLA,2025-11-10,5m,65,0,65,0,63,0,63,0
