asset,session_date,origins,used_all_fallback,missing_bar_grid,duplicates__raw_rows,duplicates__conflicting_ids_audit_only,duplicates__later_distinct_versions_ignored,duplicates__first_available_tie_conflicts_audit_only,duplicates__unorderable_clock_rows,duplicates__exact_duplicate_rows_removed,duplicates__selected_rows,legacy_duplicates__raw_rows,legacy_duplicates__conflicting_ids_audit_only,legacy_duplicates__later_distinct_versions_ignored,legacy_duplicates__first_available_tie_conflicts_audit_only,legacy_duplicates__unorderable_clock_rows,legacy_duplicates__exact_duplicate_rows_removed,legacy_duplicates__selected_rows,iv__raw_asset_rows,iv__iv_null_rows,iv__iv_nonfinite_nonnull_rows,iv__iv_below_003_rows,iv__iv_above_3_rows,iv__iv_rejected_total_rows,iv__iv_rejected_percent,iv__old_iv_eligible_rows,iv__new_iv_eligible_rows,iv__newly_rejected_within_old_iv_range,legacy__base_valid_rows,legacy__calendar_valid_rows,legacy__created_before_executed_rows,legacy__numeric_valid_rows,legacy__nonfinite_multivol_rows,legacy__ambiguous_side_rows,legacy__signed_rows,iv_only__base_valid_rows,iv_only__calendar_valid_rows,iv_only__created_before_executed_rows,iv_only__numeric_valid_rows,iv_only__nonfinite_multivol_rows,iv_only__ambiguous_side_rows,iv_only__signed_rows,production__base_valid_rows,production__calendar_valid_rows,production__created_before_executed_rows,production__numeric_valid_rows,production__nonfinite_multivol_rows,production__ambiguous_side_rows,production__signed_rows,target_mask__missing_bar_keys,target_mask__quality_excluded_keys,target_mask__unobserved_target_bar_keys
AMZN,2025-06-24,65,false,false,82877,0,0,0,0,0,82877,82877,0,0,0,0,0,82877,82877,0,0,0,4,4,0.004826429528095853,82877,82873,4,82118,75010,0,75010,0,0,58567,82114,75006,0,75006,0,0,58565,82114,75006,0,75006,0,0,58565,0,0,0
AMZN,2025-06-25,65,false,false,70510,0,0,0,0,0,70510,70510,0,0,0,0,0,70510,70510,0,0,0,1,1,0.001418238547723727,70510,70509,1,69711,63422,0,63422,0,0,50409,69711,63422,0,63422,0,0,50409,69711,63422,0,63422,0,0,50409,0,0,0
AMZN,2025-06-26,65,false,false,128711,0,0,0,0,0,128711,128711,0,0,0,0,0,128711,128711,0,0,0,10,10,0.007769343723535673,128707,128701,6,127419,115284,0,115284,0,0,92898,127414,115279,0,115279,0,0,92895,127414,115279,0,115279,0,0,92895,0,0,0
AMZN,2025-06-27,65,false,false,195027,0,0,0,0,0,195027,195027,0,0,0,0,0,195027,195027,70,0,47886,31,47987,24.605311059494326,194951,147040,47911,191326,177794,0,177794,0,0,140518,143845,130313,0,130313,0,0,98700,143845,130313,0,130313,0,0,98700,0,0,0
AMZN,2025-06-30,65,false,false,122091,0,0,0,0,0,122091,122091,0,0,0,0,0,122091,122091,0,0,0,0,0,0.0,122091,122091,0,120741,110706,0,106959,0,0,83991,120741,110706,0,106959,0,0,83991,120741,110706,0,106959,0,0,84038,0,0,0
AMZN,2025-07-01,65,false,false,107483,0,0,0,0,0,107483,107483,0,0,0,0,0,107483,107483,0,0,0,4,4,0.0037215187518026107,107483,107479,4,106252,99264,0,99264,0,0,80889,106248,99260,0,99260,0,0,80886,106248,99260,0,99260,0,0,80886,0,0,0
AMZN,2025-07-02,65,false,false,80830,0,0,0,0,0,80830,80830,0,0,0,0,0,80830,80830,0,0,0,3,3,0.0037114932574539156,80829,80827,2,79886,74087,0,74087,0,0,59454,79885,74086,0,74086,0,0,59453,79885,74086,0,74086,0,0,59453,0,0,0
AMZN,2025-07-03,29,false,false,117487,0,0,0,0,0,117487,117487,0,0,0,0,0,117487,117487,8,0,38887,15,38910,33.11855779788402,116608,78577,38031,114450,107447,0,107447,0,0,85887,77004,70001,0,70001,0,0,52930,77004,70001,0,70001,0,0,52930,0,0,0
AMZN,2025-07-07,65,false,false,105405,0,0,0,0,0,105405,105405,0,0,0,0,0,105405,105405,0,0,0,2,2,0.0018974431952943408,105405,105403,2,104117,95535,0,95535,0,0,76249,104115,95533,0,95533,0,0,76247,104115,95533,0,95533,0,0,76247,0,0,0
AMZN,2025-07-08,65,false,false,132146,0,0,0,0,0,132146,132146,0,0,0,0,0,132146,132146,0,0,0,11,11,0.008324126345103143,132146,132135,11,130803,120692,0,120692,0,0,96566,130792,120681,0,120681,0,0,96555,130792,120681,0,120681,0,0,96555,0,0,0
AMZN,2025-07-09,65,false,false,100589,0,0,0,0,0,100589,100589,0,0,0,0,0,100589,100589,0,0,0,0,0,0.0,100589,100589,0,99273,89776,0,89776,0,0,71107,99273,89776,0,89776,0,0,71107,99273,89776,0,89776,0,0,71107,0,0,0
AMZN,2025-07-10,65,false,false,80210,0,0,0,0,0,80210,80210,0,0,0,0,0,80210,80210,0,0,0,5,5,0.006233636703652911,80207,80205,2,79009,69943,0,69943,0,0,55068,79007,69941,0,69941,0,0,55066,79007,69941,0,69941,0,0,55066,0,0,0
AMZN,2025-07-11,65,false,false,160674,0,0,0,0,0,160674,160674,0,0,0,0,0,160674,160674,0,0,45622,13,45635,28.40223060358241,160666,115039,45627,158117,146350,0,146350,0,0,115426,112920,101153,0,101153,0,0,76262,112920,101153,0,101153,0,0,76262,0,0,0
AMZN,2025-07-14,65,false,false,83697,0,0,0,0,0,83697,83697,0,0,0,0,0,83697,83697,0,0,0,9,9,0.010753073586866913,83697,83688,9,82795,71837,0,71837,0,0,56025,82786,71828,0,71828,0,0,56022,82786,71828,0,71828,0,0,56022,0,0,0
AMZN,2025-07-15,65,false,false,77147,0,0,0,0,0,77147,77147,0,0,0,0,0,77147,77147,0,0,0,7,7,0.009073586788857635,77147,77140,7,76249,65554,0,65554,0,0,50009,76242,65547,0,65547,0,0,50006,76242,65547,0,65547,0,0,50006,0,0,0
AMZN,2025-07-16,65,false,false,89057,0,0,0,0,0,89057,89057,0,0,0,0,0,89057,89057,0,0,0,11,11,0.012351639960923902,89053,89046,7,88020,78022,0,78022,0,0,60794,88013,78015,0,78015,0,0,60792,88013,78015,0,78015,0,0,60792,0,0,0
AMZN,2025-07-17,65,false,false,68525,0,0,0,0,0,68525,68525,0,0,0,0,0,68525,68525,0,0,0,22,22,0.03210507114191901,68523,68503,20,67612,59239,0,59239,0,0,45515,67592,59219,0,59219,0,0,45504,67592,59219,0,59219,0,0,45504,0,0,0
AMZN,2025-07-18,65,false,false,97858,0,0,0,0,0,97858,97858,0,0,0,0,0,97858,97858,13,0,27868,18,27899,28.50967728749821,97835,69959,27876,95924,87795,0,87795,0,0,66046,68294,60165,0,60165,0,0,43000,68294,60165,0,60165,0,0,43000,0,0,0
AMZN,2025-07-21,65,false,false,101696,0,0,0,0,0,101696,101696,0,0,0,0,0,101696,101696,0,0,0,0,0,0.0,101696,101696,0,100653,89972,0,89972,0,0,68217,100653,89972,0,89972,0,0,68217,100653,89972,0,89972,0,0,68217,0,0,0
AMZN,2025-07-22,65,false,false,72123,0,0,0,0,0,72123,72123,0,0,0,0,0,72123,72123,0,0,0,1,1,0.0013865202501282532,72123,72122,1,71186,64518,0,64518,0,0,51254,71185,64517,0,64517,0,0,51253,71185,64517,0,64517,0,0,51253,0,0,0
AMZN,2025-07-23,65,false,false,51971,0,0,0,0,0,51971,51971,0,0,0,0,0,51971,51971,0,0,0,2,2,0.00384830001346905,51971,51969,2,51248,43980,0,43980,0,0,33285,51246,43978,0,43978,0,0,33283,51246,43978,0,43978,0,0,33283,0,0,0
AMZN,2025-07-24,65,false,false,138560,0,0,0,0,0,138560,138560,0,0,0,0,0,138560,138560,0,0,0,6,6,0.0043302540415704385,138558,138554,4,136893,123920,0,123920,0,0,95523,136890,123917,0,123917,0,0,95521,136890,123917,0,123917,0,0,95521,0,0,0
AMZN,2025-07-25,65,false,false,76392,0,0,0,0,0,76392,76392,0,0,0,0,0,76392,76392,0,0,23347,1,23348,30.563409781128914,76355,53044,23311,74598,64737,0,64737,0,0,46509,51538,41677,0,41677,0,0,26909,51538,41677,0,41677,0,0,26909,0,0,0
AMZN,2025-07-28,65,false,false,61110,0,0,0,0,0,61110,61110,0,0,0,0,0,61110,61110,0,0,0,0,0,0.0,61110,61110,0,60531,50303,0,50303,0,0,33835,60531,50303,0,50303,0,0,33835,60531,50303,0,50303,0,0,33835,0,0,0
AMZN,2025-07-29,65,false,false,53239,0,0,0,0,0,53239,53239,0,0,0,0,0,53239,53239,0,0,0,2,2,0.0037566445650744754,53239,53237,2,52568,41957,0,41957,0,0,29724,52566,41955,0,41955,0,0,29722,52566,41955,0,41955,0,0,29722,0,0,0
AMZN,2025-07-30,65,false,false,46197,0,0,0,0,0,46197,46197,0,0,0,0,0,46197,46197,0,0,0,1,1,0.00216464272571812,46196,46196,0,44601,37780,0,37780,0,0,26467,44601,37780,0,37780,0,0,26467,44601,37780,0,37780,0,0,26467,0,0,0
AMZN,2025-07-31,65,false,false,242468,0,0,0,0,0,242468,242468,0,0,0,0,0,242468,242468,0,0,0,80,80,0.03299404457495422,242461,242388,73,239101,212208,0,212208,0,0,149160,239093,212200,0,212200,0,0,149152,239093,212200,0,212200,0,0,149152,0,0,0
AMZN,2025-08-01,65,false,false,294220,0,0,0,0,0,294220,294220,0,0,0,0,0,294220,294220,151,0,756,41,948,0.3222078716606621,294069,293272,797,282735,242781,0,242781,0,0,174474,281971,242017,0,242017,0,0,173789,281971,242017,0,242017,0,0,173789,0,0,0
AMZN,2025-08-04,65,false,false,167983,0,0,0,0,0,167983,167983,0,0,0,0,0,167983,167983,0,0,0,3,3,0.0017858950012798914,167983,167980,3,166233,141231,0,136558,0,0,105683,166230,141228,0,136555,0,0,105683,166230,141228,0,136555,0,0,105730,0,0,0
AMZN,2025-08-05,65,false,false,117247,0,0,0,0,0,117247,117247,0,0,0,0,0,117247,117247,0,0,0,34,34,0.028998609772531492,117247,117213,34,115975,102107,0,102107,0,0,79765,115941,102073,0,102073,0,0,79764,115941,102073,0,102073,0,0,79764,0,0,0
AMZN,2025-08-06,65,false,false,153434,0,0,0,0,0,153434,153434,0,0,0,0,0,153434,153434,0,0,0,33,33,0.02150761891106274,153428,153401,27,151636,133545,0,133545,0,0,101737,151609,133518,0,133518,0,0,101730,151609,133518,0,133518,0,0,101730,0,0,0
AMZN,2025-08-07,65,false,false,135568,0,0,0,0,0,135568,135568,0,0,0,0,0,135568,135568,0,0,0,11,11,0.008114009205712263,135562,135557,5,133714,120039,0,120039,0,0,93467,133709,120034,0,120034,0,0,93463,133709,120034,0,120034,0,0,93463,0,0,0
AMZN,2025-08-08,65,false,false,83366,0,0,0,0,0,83366,83366,0,0,0,0,0,83366,83366,0,0,22459,2,22461,26.9426384857136,83363,60905,22458,81402,72876,0,72876,0,0,53864,59236,50710,0,50710,0,0,35517,59236,50710,0,50710,0,0,35517,0,0,0
AMZN,2025-08-11,65,false,false,68191,0,0,0,0,0,68191,68191,0,0,0,0,0,68191,68191,0,0,0,14,14,0.020530568550101918,68191,68177,14,67297,59181,0,59181,0,0,44004,67283,59167,0,59167,0,0,44000,67283,59167,0,59167,0,0,44000,0,0,0
AMZN,2025-08-12,65,false,false,76961,0,0,0,0,0,76961,76961,0,0,0,0,0,76961,76961,0,0,0,2,2,0.0025987188316160133,76961,76959,2,75879,67114,0,67114,0,0,51999,75877,67112,0,67112,0,0,51997,75877,67112,0,67112,0,0,51997,0,0,0
AMZN,2025-08-13,65,false,false,99322,0,0,0,0,0,99322,99322,0,0,0,0,0,99322,99322,0,0,0,20,20,0.020136525643865408,99317,99302,15,98192,88210,0,88210,0,0,67590,98181,88199,0,88199,0,0,67584,98181,88199,0,88199,0,0,67584,0,0,0
AMZN,2025-08-14,65,false,false,235653,0,0,0,0,0,235653,235653,0,0,0,0,0,235653,235653,2,0,0,66,68,0.028855987405210202,235634,235585,49,233298,209069,0,209069,0,0,162829,233252,209023,0,209023,0,0,162793,233252,209023,0,209023,0,0,162793,0,0,0
AMZN,2025-08-15,65,false,false,129687,0,0,0,0,0,129687,129687,0,0,0,0,0,129687,129687,15,0,46918,14,46947,36.20023595271692,129667,82740,46927,127097,116416,0,116416,0,0,87770,80772,70091,0,70091,0,0,47671,80772,70091,0,70091,0,0,47671,0,0,0
AMZN,2025-08-18,65,false,false,63222,0,0,0,0,0,63222,63222,0,0,0,0,0,63222,63222,0,0,0,0,0,0.0,63222,63222,0,62544,52466,0,52466,0,0,40100,62544,52466,0,52466,0,0,40100,62544,52466,0,52466,0,0,40100,0,0,0
AMZN,2025-08-19,65,false,false,60899,0,0,0,0,0,60899,60899,0,0,0,0,0,60899,60899,0,0,0,1,1,0.0016420630880638434,60899,60898,1,60213,50936,0,50936,0,0,38145,60212,50935,0,50935,0,0,38144,60212,50935,0,50935,0,0,38144,0,0,0
AMZN,2025-08-20,65,false,false,83246,0,0,0,0,0,83246,83246,0,0,0,0,0,83246,83246,0,0,0,7,7,0.008408812435432332,83246,83239,7,82329,69695,0,69695,0,0,51015,82322,69688,0,69688,0,0,51012,82322,69688,0,69688,0,0,51012,0,0,0
AMZN,2025-08-21,65,false,false,65983,0,0,0,0,0,65983,65983,0,0,0,0,0,65983,65983,0,0,0,5,5,0.007577709409999545,65983,65978,5,65202,54925,0,54925,0,0,40990,65197,54920,0,54920,0,0,40989,65197,54920,0,54920,0,0,40989,0,0,0
AMZN,2025-08-22,65,false,false,102964,0,0,0,0,0,102964,102964,0,0,0,0,0,102964,102964,10,0,20301,4,20315,19.730196962044985,102953,82649,20304,100943,88681,0,88681,0,0,66771,80961,68699,0,68699,0,0,50414,80961,68699,0,68699,0,0,50414,0,0,0
AMZN,2025-08-25,65,false,false,57863,0,0,0,0,0,57863,57863,0,0,0,0,0,57863,57863,0,0,0,0,0,0.0,57863,57863,0,57262,49563,0,49563,0,0,37795,57262,49563,0,49563,0,0,37795,57262,49563,0,49563,0,0,37795,0,0,0
AMZN,2025-08-26,65,false,false,45355,0,0,0,0,0,45355,45355,0,0,0,0,0,45355,45355,0,0,0,0,0,0.0,45355,45355,0,44788,38058,0,38058,0,0,28745,44788,38058,0,38058,0,0,28745,44788,38058,0,38058,0,0,28745,0,0,0
AMZN,2025-08-27,65,false,false,49048,0,0,0,0,0,49048,49048,0,0,0,0,0,49048,49048,0,0,0,14,14,0.02854346762355244,49048,49034,14,48586,43083,0,43083,0,0,33168,48572,43069,0,43069,0,0,33164,48572,43069,0,43069,0,0,33164,0,0,0
AMZN,2025-08-28,65,false,false,88119,0,0,0,0,0,88119,88119,0,0,0,0,0,88119,88119,0,0,0,5,5,0.005674145190027123,88118,88114,4,87040,78761,0,78761,0,0,58249,87036,78757,0,78757,0,0,58247,87036,78757,0,78757,0,0,58247,0,0,0
AMZN,2025-08-29,65,false,false,69564,0,0,0,0,0,69564,69564,0,0,0,0,0,69564,69564,3,0,17947,3,17953,25.807889138059917,69561,51611,17950,68087,59886,0,59886,0,0,42903,50320,42119,0,42119,0,0,28740,50320,42119,0,42119,0,0,28740,0,0,0
AMZN,2025-09-02,65,false,false,72021,0,0,0,0,0,72021,72021,0,0,0,0,0,72021,72021,0,0,0,2,2,0.002776967828827703,72021,72019,2,71340,60424,0,60424,0,0,42688,71338,60422,0,60422,0,0,42687,71338,60422,0,60422,0,0,42687,0,0,0
AMZN,2025-09-03,65,false,false,56002,0,0,0,0,0,56002,56002,0,0,0,0,0,56002,56002,0,0,0,2,2,0.003571301024963394,56002,56000,2,55462,46603,0,46603,0,0,35781,55460,46601,0,46601,0,0,35780,55460,46601,0,46601,0,0,35780,0,0,0
AMZN,2025-09-04,65,false,false,168612,0,0,0,0,0,168612,168612,0,0,0,0,0,168612,168612,14,0,0,68,82,0.04863236305838256,168562,168530,32,167329,147192,0,147192,0,0,112490,167298,147161,0,147161,0,0,112482,167298,147161,0,147161,0,0,112482,0,0,0
AMZN,2025-09-05,65,false,false,90348,0,0,0,0,0,90348,90348,0,0,0,0,0,90348,90348,2,0,23875,0,23877,26.427812458493825,90346,66471,23875,89457,80748,0,80748,0,0,59197,65649,56940,0,56940,0,0,39822,65649,56940,0,56940,0,0,39822,0,0,0
AMZN,2025-09-08,65,false,false,98791,0,0,0,0,0,98791,98791,0,0,0,0,0,98791,98791,0,0,0,22,22,0.02226923505177597,98791,98769,22,98384,84913,0,84913,0,0,63949,98362,84891,0,84891,0,0,63946,98362,84891,0,84891,0,0,63946,0,0,0
AMZN,2025-09-09,65,false,false,68175,0,0,0,0,0,68175,68175,0,0,0,0,0,68175,68175,0,0,0,87,87,0.1276127612761276,68175,68088,87,67835,58701,0,58701,0,0,43889,67748,58614,0,58614,0,0,43886,67748,58614,0,58614,0,0,43886,0,0,0
AMZN,2025-09-10,65,false,false,135619,0,0,0,0,0,135619,135619,0,0,0,0,0,135619,135619,0,0,0,19,19,0.01400983637985828,135617,135600,17,134662,115664,0,115664,0,0,87873,134645,115647,0,115647,0,0,87869,134645,115647,0,115647,0,0,87869,0,0,0
AMZN,2025-09-11,65,false,false,85154,0,0,0,0,0,85154,85154,0,0,0,0,0,85154,85154,0,0,0,27,27,0.031707259788148534,85138,85127,11,84554,72805,0,72805,0,0,56973,84543,72794,0,72794,0,0,56966,84543,72794,0,72794,0,0,56966,0,0,0
AMZN,2025-09-12,65,false,false,124726,0,0,0,0,0,124726,124726,0,0,0,0,0,124726,124726,5,0,29122,6,29133,23.357599858890687,124718,95593,29125,123062,108078,0,108078,0,0,81616,94038,79054,0,79054,0,0,57090,94038,79054,0,79054,0,0,57090,0,0,0
AMZN,2025-09-15,65,false,false,125948,0,0,0,0,0,125948,125948,0,0,0,0,0,125948,125948,0,0,0,17,17,0.013497633944167434,125945,125931,14,125142,109132,0,109132,0,0,85551,125130,109120,0,109120,0,0,85540,125130,109120,0,109120,0,0,85540,0,0,0
AMZN,2025-09-16,65,false,false,116813,0,0,0,0,0,116813,116813,0,0,0,0,0,116813,116813,0,0,0,29,29,0.024826003955039252,116805,116784,21,116086,103650,0,103650,0,0,81432,116065,103629,0,103629,0,0,81414,116065,103629,0,103629,0,0,81414,0,0,0
AMZN,2025-09-17,65,false,false,98193,0,0,0,0,0,98193,98193,0,0,0,0,0,98193,98193,0,0,0,176,176,0.17923884594624873,98041,98017,24,97372,84328,0,84328,0,0,66078,97348,84304,0,84304,0,0,66058,97348,84304,0,84304,0,0,66058,0,0,0
AMZN,2025-09-18,65,false,false,111359,0,0,0,0,0,111359,111359,0,0,0,0,0,111359,111359,0,0,0,520,520,0.46695821621961403,111073,110839,234,110460,95136,0,95136,0,0,72949,110233,94909,0,94909,0,0,72815,110233,94909,0,94909,0,0,72815,0,0,0
AMZN,2025-09-19,65,false,false,112730,0,0,0,0,0,112730,112730,0,0,0,0,0,112730,112730,1,0,24287,21,24309,21.563913776279605,112716,88421,24295,111054,96895,0,96895,0,0,70306,86870,72711,0,72711,0,0,50822,86870,72711,0,72711,0,0,50822,0,0,0
AMZN,2025-09-22,65,false,false,124585,0,0,0,0,0,124585,124585,0,0,0,0,0,124585,124585,0,0,0,41,41,0.03290925873901353,124585,124544,41,123860,100054,0,100054,0,0,74990,123819,100013,0,100013,0,0,74990,123819,100013,0,100013,0,0,74990,0,0,0
AMZN,2025-09-23,65,false,false,221568,0,0,0,0,0,221568,221568,0,0,0,0,0,221568,221568,0,0,0,7,7,0.0031593009820912767,221568,221561,7,220107,186837,0,186837,0,0,137777,220100,186830,0,186830,0,0,137772,220100,186830,0,186830,0,0,137772,0,0,0
AMZN,2025-09-24,65,false,false,139860,0,0,0,0,0,139860,139860,0,0,0,0,0,139860,139860,0,0,0,5,5,0.003575003575003575,139860,139855,5,138861,116699,0,116699,0,0,88018,138856,116694,0,116694,0,0,88016,138856,116694,0,116694,0,0,88016,0,0,0
AMZN,2025-09-25,65,false,false,156087,0,0,0,0,0,156087,156087,0,0,0,0,0,156087,156087,0,0,0,29,29,0.0185793820113142,156070,156058,12,154924,130479,0,130479,0,0,97841,154912,130467,0,130467,0,0,97838,154912,130467,0,130467,0,0,97838,0,0,0
AMZN,2025-09-26,65,false,false,132690,0,0,0,0,0,132690,132690,0,0,0,0,0,132690,132690,0,0,29644,5,29649,22.34456251413068,132689,103041,29648,129876,112911,0,112911,0,0,82605,100434,83469,0,83469,0,0,58785,100434,83469,0,83469,0,0,58785,0,0,0
AMZN,2025-09-29,65,false,false,106770,0,0,0,0,0,106770,106770,0,0,0,0,0,106770,106770,0,0,0,2,2,0.0018731853516905498,106770,106768,2,105961,88663,0,88663,0,0,66072,105959,88661,0,88661,0,0,66072,105959,88661,0,88661,0,0,66072,0,0,0
AMZN,2025-09-30,65,false,false,114875,0,0,0,0,0,114875,114875,0,0,0,0,0,114875,114875,0,0,0,69,69,0.060065288356909684,114875,114806,69,113997,93766,0,93766,0,0,69746,113928,93697,0,93697,0,0,69744,113928,93697,0,93697,0,0,69744,0,0,0
AMZN,2025-10-01,65,false,false,104618,0,0,0,0,0,104618,104618,0,0,0,0,0,104618,104618,0,0,0,206,206,0.19690684203483147,104618,104412,206,103733,88874,0,88874,0,0,68516,103527,88668,0,88668,0,0,68515,103527,88668,0,88668,0,0,68515,0,0,0
AMZN,2025-10-02,65,false,false,118440,0,0,0,0,0,118440,118440,0,0,0,0,0,118440,118440,0,0,0,159,159,0.1342451874366768,118380,118281,99,117202,97493,0,97493,0,0,73022,117103,97394,0,97394,0,0,73013,117103,97394,0,97394,0,0,73013,0,0,0
AMZN,2025-10-03,65,false,false,135568,0,0,0,0,0,135568,135568,0,0,0,0,0,135568,135568,0,0,29317,2,29319,21.626785082025258,135564,106249,29315,133145,116053,0,116053,0,0,84256,103951,86859,0,86859,0,0,60535,103951,86859,0,86859,0,0,60535,0,0,0
AMZN,2025-10-06,65,false,false,135073,0,0,0,0,0,135073,135073,0,0,0,0,0,135073,135073,0,0,0,0,0,0.0,135073,135073,0,133795,106632,0,106632,0,0,81830,133795,106632,0,106632,0,0,81830,133795,106632,0,106632,0,0,81830,0,0,0
AMZN,2025-10-07,65,false,false,93532,0,0,0,0,0,93532,93532,0,0,0,0,0,93532,93532,0,0,0,7,7,0.007484069623230552,93532,93525,7,92665,73707,0,73707,0,0,56842,92658,73700,0,73700,0,0,56840,92658,73700,0,73700,0,0,56840,0,0,0
AMZN,2025-10-08,65,false,false,171582,0,0,0,0,0,171582,171582,0,0,0,0,0,171582,171582,0,0,0,61,61,0.035551514727652084,171582,171521,61,170181,144773,0,144773,0,0,107898,170120,144712,0,144712,0,0,107894,170120,144712,0,144712,0,0,107894,0,0,0
AMZN,2025-10-09,65,false,false,155965,0,0,0,0,0,155965,155965,0,0,0,0,0,155965,155965,0,0,0,63,63,0.040393678068797484,155927,155902,25,154459,127769,0,127769,0,0,96536,154434,127744,0,127744,0,0,96529,154434,127744,0,127744,0,0,96529,0,0,0
AMZN,2025-10-10,65,false,false,213156,0,0,0,0,0,213156,213156,0,0,0,0,0,213156,213156,44,0,17642,8,17694,8.30096267522378,213086,195462,17624,209331,170589,0,170589,0,0,126606,191844,153102,0,153102,0,0,112364,191844,153102,0,153102,0,0,112364,0,0,0
AMZN,2025-10-13,65,false,false,107768,0,0,0,0,0,107768,107768,0,0,0,0,0,107768,107768,0,0,0,140,140,0.12990869274738326,107768,107628,140,106891,81164,0,81164,0,0,60757,106751,81024,0,81024,0,0,60752,106751,81024,0,81024,0,0,60752,0,0,0
AMZN,2025-10-14,65,false,false,130512,0,0,0,0,0,130512,130512,0,0,0,0,0,130512,130512,0,0,0,45,45,0.03447958808385436,130501,130467,34,129111,98597,0,98597,0,0,72819,129081,98567,0,98567,0,0,72813,129081,98567,0,98567,0,0,72813,0,0,0
AMZN,2025-10-15,65,false,false,124975,0,0,0,0,0,124975,124975,0,0,0,0,0,124975,124975,0,0,0,28,28,0.022404480896179236,124962,124947,15,123664,96554,0,96554,0,0,69459,123649,96539,0,96539,0,0,69452,123649,96539,0,96539,0,0,69452,0,0,0
AMZN,2025-10-16,65,false,false,135023,0,0,0,0,0,135023,135023,0,0,0,0,0,135023,135023,0,0,0,22,22,0.01629352036319738,135012,135001,11,133385,107493,0,107493,0,0,81604,133376,107484,0,107484,0,0,81597,133376,107484,0,107484,0,0,81597,0,0,0
AMZN,2025-10-17,65,false,false,151727,0,0,0,0,0,151727,151727,0,0,0,0,0,151727,151727,0,0,17265,7,17272,11.383603445662276,151727,134455,17272,147754,117673,0,117673,0,0,82162,130598,100517,0,100517,0,0,68379,130598,100517,0,100517,0,0,68379,0,0,0
AMZN,2025-10-20,65,false,false,123784,0,0,0,0,0,123784,123784,0,0,0,0,0,123784,123784,426,0,0,1,427,0.3449557293349706,123358,123357,1,122454,100865,0,100865,0,0,76169,122453,100864,0,100864,0,0,76168,122453,100864,0,100864,0,0,76168,0,0,0
AMZN,2025-10-21,65,false,false,192687,0,0,0,0,0,192687,192687,0,0,0,0,0,192687,192687,0,0,0,1,1,0.0005189763710058282,192687,192686,1,191094,167919,0,167919,0,0,128468,191093,167918,0,167918,0,0,128467,191093,167918,0,167918,0,0,128467,0,0,0
AMZN,2025-10-22,65,false,false,105406,0,0,0,0,0,105406,105406,0,0,0,0,0,105406,105406,1,0,0,30,31,0.029410090507181755,105405,105375,30,103485,86433,0,86433,0,0,64842,103455,86403,0,86403,0,0,64819,103455,86403,0,86403,0,0,64819,0,0,0
AMZN,2025-10-23,65,false,false,97206,0,0,0,0,0,97206,97206,0,0,0,0,0,97206,97206,0,0,0,18,18,0.01851737547064996,97206,97188,18,96252,80388,0,80388,0,0,60734,96237,80373,0,80373,0,0,60719,96237,80373,0,80373,0,0,60719,0,0,0
AMZN,2025-10-24,65,false,false,141327,0,0,0,0,0,141327,141327,0,0,0,0,0,141327,141327,4,0,36505,10,36519,25.840073022140142,141308,104808,36500,138814,119680,0,119680,0,0,84581,102499,83365,0,83365,0,0,55502,102499,83365,0,83365,0,0,55502,0,0,0
AMZN,2025-10-27,65,false,false,121288,0,0,0,0,0,121288,121288,0,0,0,0,0,121288,121288,0,0,0,0,0,0.0,121288,121288,0,120319,100353,0,100353,0,0,67482,120319,100353,0,100353,0,0,67482,120319,100353,0,100353,0,0,67482,0,0,0
AMZN,2025-10-28,65,false,false,127717,0,0,0,0,0,127717,127717,0,0,0,0,0,127717,127717,0,0,0,1,1,0.0007829811223251408,127717,127716,1,126513,103667,0,103667,0,0,70910,126512,103666,0,103666,0,0,70909,126512,103666,0,103666,0,0,70909,0,0,0
AMZN,2025-10-29,65,false,false,125798,0,0,0,0,0,125798,125798,0,0,0,0,0,125798,125798,0,0,0,3,3,0.0023847755926167348,125798,125795,3,124362,99701,0,99701,0,0,69828,124359,99698,0,99698,0,0,69825,124359,99698,0,99698,0,0,69825,0,0,0
AMZN,2025-10-30,65,false,false,235971,0,0,0,0,0,235971,235971,0,0,0,0,0,235971,235971,0,0,0,71,71,0.030088443071394366,235971,235900,71,233700,203391,0,203391,0,0,132106,233667,203358,0,203358,0,0,132074,233667,203358,0,203358,0,0,132074,0,0,0
AMZN,2025-10-31,65,false,false,484456,0,0,0,0,0,484456,484456,0,0,0,0,0,484456,484456,28,0,108,246,382,0.07885133015175785,484405,484074,331,474125,415008,0,415008,0,0,300268,473800,414683,0,414683,0,0,299995,473800,414683,0,414683,0,0,299995,0,0,0
AMZN,2025-11-03,65,false,false,215333,0,0,0,0,0,215333,215333,0,0,0,0,0,215333,215333,0,0,0,2,2,0.0009287940074210641,215333,215331,2,213036,183313,0,183313,0,0,132736,213034,183311,0,183311,0,0,132735,213034,183311,0,183311,0,0,132735,0,0,0
AMZN,2025-11-04,65,false,false,122863,0,0,0,0,0,122863,122863,0,0,0,0,0,122863,122863,1,0,0,6,7,0.0056974027982386885,122862,122856,6,121497,108182,0,108182,0,0,77877,121491,108176,0,108176,0,0,77875,121491,108176,0,108176,0,0,77875,0,0,0
