window,session,model,selected_lambda,selected_rounds,selected_leaves,validation_qlike,train_rows,prediction_rows,lower_bound,upper_bound,linear_lower_touches,linear_upper_touches,lgb_log_low_touches,lgb_log_high_touches,lgb_variance_floor_touches,columns_kept,columns_removed
primary,2025-09-29,lightgbm_qlike__B0,,44,63,0.17981980261422584,101284,,,,,,0,0,0,,
primary,2025-09-29,lightgbm_qlike__B1,,180,15,0.17147235614280915,101284,,,,,,0,0,0,,
primary,2025-09-29,lightgbm_qlike__B2,,59,63,0.17448681269642602,101284,,,,,,0,0,0,,
primary,2025-09-29,log_ridge_harq__B0,10000.0,,,0.20254087206120616,101284,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-09-29,log_ridge_harq__B1,10000.0,,,0.19761100866155806,101284,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-09-29,log_ridge_harq__B2,1.0,,,0.2025895806188335,101284,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-09-30,lightgbm_qlike__B0,,44,63,0.17589485581625072,101674,,,,,,0,0,0,,
primary,2025-09-30,lightgbm_qlike__B1,,213,15,0.1686168233316807,101674,,,,,,0,0,0,,
primary,2025-09-30,lightgbm_qlike__B2,,119,15,0.17377862932296254,101674,,,,,,0,0,0,,
primary,2025-09-30,log_ridge_harq__B0,10000.0,,,0.19948049769257253,101674,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-09-30,log_ridge_harq__B1,10000.0,,,0.19388334931463563,101674,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-09-30,log_ridge_harq__B2,1.0,,,0.19922808991605545,101674,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-01,lightgbm_qlike__B0,,45,63,0.17390588343150085,102064,,,,,,0,0,0,,
primary,2025-10-01,lightgbm_qlike__B1,,253,15,0.1663359368511752,102064,,,,,,0,0,0,,
primary,2025-10-01,lightgbm_qlike__B2,,224,15,0.1695252867119897,102064,,,,,,0,0,0,,
primary,2025-10-01,log_ridge_harq__B0,10000.0,,,0.1995509394568336,102064,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-01,log_ridge_harq__B1,10000.0,,,0.19390825433088943,102064,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-01,log_ridge_harq__B2,1.0,,,0.1994441305372773,102064,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-02,lightgbm_qlike__B0,,217,63,0.1252618410996414,102454,,,,,,0,0,0,,
primary,2025-10-02,lightgbm_qlike__B1,,164,15,0.12970015538078794,102454,,,,,,0,0,0,,
primary,2025-10-02,lightgbm_qlike__B2,,107,15,0.12982514027647554,102454,,,,,,0,0,0,,
primary,2025-10-02,log_ridge_harq__B0,100.0,,,0.14667299159145591,102454,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-02,log_ridge_harq__B1,100.0,,,0.14754905026025872,102454,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-02,log_ridge_harq__B2,1.0,,,0.1523283583685817,102454,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-03,lightgbm_qlike__B0,,160,31,0.13276647314801526,102844,,,,,,0,0,0,,
primary,2025-10-03,lightgbm_qlike__B1,,108,15,0.13522616089546763,102844,,,,,,0,0,0,,
primary,2025-10-03,lightgbm_qlike__B2,,121,15,0.1347548387656044,102844,,,,,,0,0,0,,
primary,2025-10-03,log_ridge_harq__B0,100.0,,,0.1511872390450401,102844,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-03,log_ridge_harq__B1,100.0,,,0.15184705114525282,102844,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-03,log_ridge_harq__B2,100.0,,,0.1518143458779623,102844,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-06,lightgbm_qlike__B0,,110,63,0.13331501955263547,103228,,,,,,0,0,0,,
primary,2025-10-06,lightgbm_qlike__B1,,111,15,0.13519040003432842,103228,,,,,,0,0,0,,
primary,2025-10-06,lightgbm_qlike__B2,,119,15,0.133237347081613,103228,,,,,,0,0,0,,
primary,2025-10-06,log_ridge_harq__B0,100.0,,,0.14424366580311287,103228,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-06,log_ridge_harq__B1,100.0,,,0.14400804370982812,103228,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-06,log_ridge_harq__B2,100.0,,,0.14416182469519004,103228,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-07,lightgbm_qlike__B0,,254,15,0.11726611863567997,103612,,,,,,0,0,0,,
primary,2025-10-07,lightgbm_qlike__B1,,232,15,0.11654360275968043,103612,,,,,,0,0,0,,
primary,2025-10-07,lightgbm_qlike__B2,,200,15,0.11556778874232068,103612,,,,,,0,0,0,,
primary,2025-10-07,log_ridge_harq__B0,100.0,,,0.1196016765616477,103612,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-07,log_ridge_harq__B1,100.0,,,0.11923375874611097,103612,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-07,log_ridge_harq__B2,100.0,,,0.12017020898970927,103612,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-08,lightgbm_qlike__B0,,89,63,0.12167901734994271,103990,,,,,,0,0,0,,
primary,2025-10-08,lightgbm_qlike__B1,,215,15,0.12143934518316742,103990,,,,,,0,0,0,,
primary,2025-10-08,lightgbm_qlike__B2,,316,15,0.1208889669832599,103990,,,,,,0,0,0,,
primary,2025-10-08,log_ridge_harq__B0,100.0,,,0.12369907361473072,103990,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-08,log_ridge_harq__B1,100.0,,,0.12404065638098294,103990,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-08,log_ridge_harq__B2,100.0,,,0.12456768773367104,103990,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-09,lightgbm_qlike__B0,,273,31,0.12142477492829425,104380,,,,,,0,0,0,,
primary,2025-10-09,lightgbm_qlike__B1,,244,15,0.1233000724525519,104380,,,,,,0,0,0,,
primary,2025-10-09,lightgbm_qlike__B2,,180,15,0.12215845295591854,104380,,,,,,0,0,0,,
primary,2025-10-09,log_ridge_harq__B0,100.0,,,0.12487353757871156,104380,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-09,log_ridge_harq__B1,100.0,,,0.12521615314870022,104380,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-09,log_ridge_harq__B2,100.0,,,0.12504321230256227,104380,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-10,lightgbm_qlike__B0,,203,31,0.12726886929324763,104764,,,,,,0,0,0,,
primary,2025-10-10,lightgbm_qlike__B1,,251,15,0.12981697398446645,104764,,,,,,0,0,0,,
primary,2025-10-10,lightgbm_qlike__B2,,179,15,0.1281965488364899,104764,,,,,,0,0,0,,
primary,2025-10-10,log_ridge_harq__B0,100.0,,,0.12961776297264652,104764,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-10,log_ridge_harq__B1,100.0,,,0.1293500937438073,104764,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-10,log_ridge_harq__B2,100.0,,,0.12898694841164776,104764,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-13,lightgbm_qlike__B0,,191,63,0.19087328898454858,105154,,,,,,0,0,0,,
primary,2025-10-13,lightgbm_qlike__B1,,407,15,0.18932005214877023,105154,,,,,,0,0,0,,
primary,2025-10-13,lightgbm_qlike__B2,,294,31,0.18617659136030842,105154,,,,,,0,0,0,,
primary,2025-10-13,log_ridge_harq__B0,1.0,,,0.18066290746465077,105154,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-13,log_ridge_harq__B1,1.0,,,0.18221553569957355,105154,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-13,log_ridge_harq__B2,0.0001,,,0.18154810511834593,105154,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-14,lightgbm_qlike__B0,,210,63,0.18608869164067393,105544,,,,,,0,0,0,,
primary,2025-10-14,lightgbm_qlike__B1,,230,31,0.1897268989997914,105544,,,,,,0,0,0,,
primary,2025-10-14,lightgbm_qlike__B2,,435,15,0.1846656593259898,105544,,,,,,0,0,0,,
primary,2025-10-14,log_ridge_harq__B0,1.0,,,0.18039087484573063,105544,387,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-14,log_ridge_harq__B1,1.0,,,0.18137014715413646,105544,387,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-14,log_ridge_harq__B2,0.0001,,,0.18025909278268293,105544,387,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-15,lightgbm_qlike__B0,,177,63,0.1965246191725037,105931,,,,,,0,0,0,,
primary,2025-10-15,lightgbm_qlike__B1,,317,15,0.1963583484988079,105931,,,,,,0,0,0,,
primary,2025-10-15,lightgbm_qlike__B2,,492,15,0.19243918980090982,105931,,,,,,0,0,0,,
primary,2025-10-15,log_ridge_harq__B0,1.0,,,0.18778506748637136,105931,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-15,log_ridge_harq__B1,0.0001,,,0.18845270661352403,105931,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-15,log_ridge_harq__B2,0.0001,,,0.1875901676506379,105931,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-16,lightgbm_qlike__B0,,171,63,0.20260219332472165,106315,,,,,,0,0,0,,
primary,2025-10-16,lightgbm_qlike__B1,,87,63,0.2055342271695348,106315,,,,,,0,0,0,,
primary,2025-10-16,lightgbm_qlike__B2,,214,31,0.20271944506863115,106315,,,,,,0,0,0,,
primary,2025-10-16,log_ridge_harq__B0,1.0,,,0.1983520764959196,106315,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-16,log_ridge_harq__B1,0.0001,,,0.19799848723423524,106315,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-16,log_ridge_harq__B2,0.0001,,,0.1974119080115671,106315,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-17,lightgbm_qlike__B0,,175,63,0.20550028259471334,106705,,,,,,0,0,0,,
primary,2025-10-17,lightgbm_qlike__B1,,92,63,0.2066390582602846,106705,,,,,,0,0,0,,
primary,2025-10-17,lightgbm_qlike__B2,,167,31,0.20346944697398342,106705,,,,,,0,0,0,,
primary,2025-10-17,log_ridge_harq__B0,1.0,,,0.19857329889134726,106705,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-17,log_ridge_harq__B1,0.0001,,,0.19789996131657567,106705,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-17,log_ridge_harq__B2,0.0001,,,0.19721562852520363,106705,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-20,lightgbm_qlike__B0,,44,63,0.19658629952577858,107095,,,,,,0,0,0,,
primary,2025-10-20,lightgbm_qlike__B1,,133,31,0.19601212163136053,107095,,,,,,0,0,0,,
primary,2025-10-20,lightgbm_qlike__B2,,191,31,0.19319814198089558,107095,,,,,,0,0,0,,
primary,2025-10-20,log_ridge_harq__B0,1.0,,,0.18578915599748438,107095,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-20,log_ridge_harq__B1,0.0001,,,0.18547922922919458,107095,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-20,log_ridge_harq__B2,0.0001,,,0.18554898101971218,107095,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-21,lightgbm_qlike__B0,,203,31,0.18847169433827457,107473,,,,,,0,0,0,,
primary,2025-10-21,lightgbm_qlike__B1,,195,31,0.19428382784096482,107473,,,,,,0,0,0,,
primary,2025-10-21,lightgbm_qlike__B2,,240,31,0.19321898044860278,107473,,,,,,0,0,0,,
primary,2025-10-21,log_ridge_harq__B0,1.0,,,0.18241715530918773,107473,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-21,log_ridge_harq__B1,0.0001,,,0.18569092665549794,107473,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-21,log_ridge_harq__B2,0.0001,,,0.18989725420800416,107473,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-22,lightgbm_qlike__B0,,283,31,0.1810716465466961,107845,,,,,,0,0,0,,
primary,2025-10-22,lightgbm_qlike__B1,,246,15,0.18517526074272347,107845,,,,,,0,0,0,,
primary,2025-10-22,lightgbm_qlike__B2,,237,31,0.18435593019196878,107845,,,,,,0,0,0,,
primary,2025-10-22,log_ridge_harq__B0,1.0,,,0.1760538832093898,107845,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-22,log_ridge_harq__B1,0.0001,,,0.17905448673624505,107845,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-22,log_ridge_harq__B2,0.0001,,,0.18315878258296778,107845,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-23,lightgbm_qlike__B0,,150,63,0.20294582799604005,108223,,,,,,0,0,0,,
primary,2025-10-23,lightgbm_qlike__B1,,38,31,0.20627503514366624,108223,,,,,,0,0,0,,
primary,2025-10-23,lightgbm_qlike__B2,,38,63,0.2077476122751456,108223,,,,,,0,0,0,,
primary,2025-10-23,log_ridge_harq__B0,1.0,,,0.19695827909114297,108223,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-23,log_ridge_harq__B1,0.0001,,,0.19728755028786377,108223,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-23,log_ridge_harq__B2,0.0001,,,0.20284118307768884,108223,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-24,lightgbm_qlike__B0,,121,63,0.19737414318179397,108607,,,,,,0,0,0,,
primary,2025-10-24,lightgbm_qlike__B1,,48,63,0.20291229617079284,108607,,,,,,0,0,0,,
primary,2025-10-24,lightgbm_qlike__B2,,144,63,0.20410884772410198,108607,,,,,,0,0,0,,
primary,2025-10-24,log_ridge_harq__B0,1.0,,,0.1950384519603044,108607,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-24,log_ridge_harq__B1,0.0001,,,0.19632476220226508,108607,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-24,log_ridge_harq__B2,0.0001,,,0.2021316973243566,108607,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-27,lightgbm_qlike__B0,,86,63,0.14103229772348508,108997,,,,,,0,0,0,,
primary,2025-10-27,lightgbm_qlike__B1,,86,15,0.14509929589712228,108997,,,,,,0,0,0,,
primary,2025-10-27,lightgbm_qlike__B2,,79,15,0.1462462362032078,108997,,,,,,0,0,0,,
primary,2025-10-27,log_ridge_harq__B0,100.0,,,0.14736263491867443,108997,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-27,log_ridge_harq__B1,0.0001,,,0.14730957772491507,108997,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-27,log_ridge_harq__B2,1.0,,,0.15303329091157272,108997,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-28,lightgbm_qlike__B0,,71,31,0.16266081593965773,109375,,,,,,0,0,0,,
primary,2025-10-28,lightgbm_qlike__B1,,79,15,0.16395408309496473,109375,,,,,,0,0,0,,
primary,2025-10-28,lightgbm_qlike__B2,,78,15,0.1649434882329213,109375,,,,,,0,0,0,,
primary,2025-10-28,log_ridge_harq__B0,100.0,,,0.16579497306296648,109375,377,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-28,log_ridge_harq__B1,0.0001,,,0.16470034726159938,109375,377,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-28,log_ridge_harq__B2,1.0,,,0.17001460296567167,109375,377,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-29,lightgbm_qlike__B0,,49,63,0.16521619190014233,109752,,,,,,0,0,0,,
primary,2025-10-29,lightgbm_qlike__B1,,49,63,0.16442282723249846,109752,,,,,,0,0,0,,
primary,2025-10-29,lightgbm_qlike__B2,,82,63,0.16495688309049866,109752,,,,,,0,0,0,,
primary,2025-10-29,log_ridge_harq__B0,100.0,,,0.17039268189660364,109752,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-29,log_ridge_harq__B1,1.0,,,0.16873742598568414,109752,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-29,log_ridge_harq__B2,100.0,,,0.17194491506210455,109752,378,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-30,lightgbm_qlike__B0,,44,63,0.1751340632672464,110130,,,,,,0,0,0,,
primary,2025-10-30,lightgbm_qlike__B1,,78,15,0.1728831640411918,110130,,,,,,0,0,0,,
primary,2025-10-30,lightgbm_qlike__B2,,49,63,0.17357136584963767,110130,,,,,,0,0,0,,
primary,2025-10-30,log_ridge_harq__B0,100.0,,,0.17877368001836624,110130,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-30,log_ridge_harq__B1,0.01,,,0.1756848967832389,110130,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-30,log_ridge_harq__B2,100.0,,,0.17793627532247674,110130,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-10-31,lightgbm_qlike__B0,,69,31,0.1708012416566746,110520,,,,,,0,0,0,,
primary,2025-10-31,lightgbm_qlike__B1,,75,31,0.1680072066607823,110520,,,,,,0,0,0,,
primary,2025-10-31,lightgbm_qlike__B2,,68,31,0.16862551319561375,110520,,,,,,0,0,0,,
primary,2025-10-31,log_ridge_harq__B0,100.0,,,0.17393110340010107,110520,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-10-31,log_ridge_harq__B1,100.0,,,0.17150161605414763,110520,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-10-31,log_ridge_harq__B2,100.0,,,0.17294495240486726,110520,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-03,lightgbm_qlike__B0,,61,31,0.17529205422808097,110904,,,,,,0,0,0,,
primary,2025-11-03,lightgbm_qlike__B1,,94,15,0.17444483429961413,110904,,,,,,0,0,0,,
primary,2025-11-03,lightgbm_qlike__B2,,58,63,0.17322473612374123,110904,,,,,,0,0,0,,
primary,2025-11-03,log_ridge_harq__B0,100.0,,,0.1805615421797263,110904,379,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-03,log_ridge_harq__B1,1.0,,,0.17799412275590237,110904,379,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-03,log_ridge_harq__B2,100.0,,,0.17923202464778393,110904,379,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-04,lightgbm_qlike__B0,,47,31,0.17145485718315592,111283,,,,,,0,0,0,,
primary,2025-11-04,lightgbm_qlike__B1,,89,15,0.16801319744016835,111283,,,,,,0,0,0,,
primary,2025-11-04,lightgbm_qlike__B2,,51,63,0.16573754732109297,111283,,,,,,0,0,0,,
primary,2025-11-04,log_ridge_harq__B0,100.0,,,0.17819520150066534,111283,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-04,log_ridge_harq__B1,100.0,,,0.17050439890834063,111283,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-04,log_ridge_harq__B2,100.0,,,0.16821266322000114,111283,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-05,lightgbm_qlike__B0,,45,31,0.16351675333836813,111657,,,,,,0,0,0,,
primary,2025-11-05,lightgbm_qlike__B1,,49,63,0.1581280098019438,111657,,,,,,0,0,0,,
primary,2025-11-05,lightgbm_qlike__B2,,45,63,0.1569218439925956,111657,,,,,,0,0,0,,
primary,2025-11-05,log_ridge_harq__B0,100.0,,,0.16974369054066032,111657,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-05,log_ridge_harq__B1,100.0,,,0.16159986835726997,111657,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-05,log_ridge_harq__B2,100.0,,,0.16000890035538542,111657,384,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-06,lightgbm_qlike__B0,,98,31,0.1535184314287345,112041,,,,,,0,0,0,,
primary,2025-11-06,lightgbm_qlike__B1,,71,63,0.1527553659055651,112041,,,,,,0,0,0,,
primary,2025-11-06,lightgbm_qlike__B2,,63,63,0.14970016640204048,112041,,,,,,0,0,0,,
primary,2025-11-06,log_ridge_harq__B0,100.0,,,0.1638568680574278,112041,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-06,log_ridge_harq__B1,100.0,,,0.15692829851126677,112041,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-06,log_ridge_harq__B2,0.0001,,,0.15598642469581753,112041,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-07,lightgbm_qlike__B0,,81,31,0.1540531730893872,112431,,,,,,0,0,0,,
primary,2025-11-07,lightgbm_qlike__B1,,65,63,0.14915805990551956,112431,,,,,,0,0,0,,
primary,2025-11-07,lightgbm_qlike__B2,,82,31,0.14833347354147647,112431,,,,,,0,0,0,,
primary,2025-11-07,log_ridge_harq__B0,100.0,,,0.16009885490575554,112431,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-07,log_ridge_harq__B1,1.0,,,0.15244045709171652,112431,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-07,log_ridge_harq__B2,0.0001,,,0.1518220243259818,112431,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-10,lightgbm_qlike__B0,,84,31,0.14788887672732717,112821,,,,,,0,0,0,,
primary,2025-11-10,lightgbm_qlike__B1,,76,31,0.14367618460994197,112821,,,,,,0,0,0,,
primary,2025-11-10,lightgbm_qlike__B2,,76,31,0.14167013572498363,112821,,,,,,0,0,0,,
primary,2025-11-10,log_ridge_harq__B0,100.0,,,0.15414216850278542,112821,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-10,log_ridge_harq__B1,1.0,,,0.14670807030228455,112821,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-10,log_ridge_harq__B2,0.0001,,,0.14574529259435415,112821,374,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-11,lightgbm_qlike__B0,,131,31,0.13267536415099634,113195,,,,,,0,0,0,,
primary,2025-11-11,lightgbm_qlike__B1,,141,31,0.12733316268390765,113195,,,,,,0,0,0,,
primary,2025-11-11,lightgbm_qlike__B2,,250,15,0.12779680881429697,113195,,,,,,0,0,0,,
primary,2025-11-11,log_ridge_harq__B0,0.0001,,,0.13762020017532203,113195,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-11,log_ridge_harq__B1,0.0001,,,0.13177178227661682,113195,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-11,log_ridge_harq__B2,0.0001,,,0.13144624346891823,113195,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-12,lightgbm_qlike__B0,,222,15,0.12022932426353168,113585,,,,,,0,0,0,,
primary,2025-11-12,lightgbm_qlike__B1,,542,15,0.11533147851294187,113585,,,,,,0,0,0,,
primary,2025-11-12,lightgbm_qlike__B2,,164,31,0.11498500503701473,113585,,,,,,0,0,0,,
primary,2025-11-12,log_ridge_harq__B0,0.0001,,,0.12443762657703994,113585,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-12,log_ridge_harq__B1,0.0001,,,0.11978873407169133,113585,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-12,log_ridge_harq__B2,0.0001,,,0.12102383474369446,113585,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-13,lightgbm_qlike__B0,,188,31,0.098126778861734,113975,,,,,,0,0,0,,
primary,2025-11-13,lightgbm_qlike__B1,,131,31,0.09848770551798602,113975,,,,,,0,0,0,,
primary,2025-11-13,lightgbm_qlike__B2,,108,31,0.09710238895605289,113975,,,,,,0,0,0,,
primary,2025-11-13,log_ridge_harq__B0,0.0001,,,0.10535474387644424,113975,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-13,log_ridge_harq__B1,0.0001,,,0.1020833965511242,113975,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-13,log_ridge_harq__B2,0.0001,,,0.10353781291283182,113975,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-14,lightgbm_qlike__B0,,119,31,0.09404832007625788,114365,,,,,,0,0,0,,
primary,2025-11-14,lightgbm_qlike__B1,,144,31,0.09436394447031396,114365,,,,,,0,0,0,,
primary,2025-11-14,lightgbm_qlike__B2,,144,31,0.09366877433612124,114365,,,,,,0,0,0,,
primary,2025-11-14,log_ridge_harq__B0,0.0001,,,0.10147499566482135,114365,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-14,log_ridge_harq__B1,0.0001,,,0.09795616085481043,114365,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-14,log_ridge_harq__B2,0.0001,,,0.09937202123914915,114365,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-17,lightgbm_qlike__B0,,238,15,0.09103604699144455,114737,,,,,,0,0,0,,
primary,2025-11-17,lightgbm_qlike__B1,,136,31,0.09076118620603565,114737,,,,,,0,0,0,,
primary,2025-11-17,lightgbm_qlike__B2,,176,15,0.09010526625819301,114737,,,,,,0,0,0,,
primary,2025-11-17,log_ridge_harq__B0,0.0001,,,0.09751046365702085,114737,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2025-11-17,log_ridge_harq__B1,0.0001,,,0.09421397937011115,114737,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2025-11-17,log_ridge_harq__B2,0.0001,,,0.09592180614538098,114737,372,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2025-11-18,lightgbm_qlike__B0,,241,15,0.09066847822242671,115109,,,,,,0,0,0,,
primary,2025-11-18,lightgbm_qlike__B1,,144,15,0.0913142466335593,115109,,,,,,0,0,0,,
primary,2025-11-18,lightgbm_qlike__B2,,108,31,0.09053622607155756,115109,,,,,,0,0,0,,
