window,session,model,selected_lambda,selected_rounds,selected_leaves,validation_qlike,train_rows,prediction_rows,lower_bound,upper_bound,linear_lower_touches,linear_upper_touches,lgb_log_low_touches,lgb_log_high_touches,lgb_variance_floor_touches,columns_kept,columns_removed
primary,2024-10-28,lightgbm_qlike__B0,,62,31,0.14028299589392862,21450,,,,,,0,0,0,,
primary,2024-10-28,lightgbm_qlike__B1,,87,31,0.14202695705895427,21450,,,,,,0,0,0,,
primary,2024-10-28,lightgbm_qlike__B2,,74,63,0.14338550766441344,21450,,,,,,0,0,0,,
primary,2024-10-28,log_ridge_harq__B0,1.0,,,0.13465771353735143,21450,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-10-28,log_ridge_harq__B1,1.0,,,0.14546653276677907,21450,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-10-28,log_ridge_harq__B2,100.0,,,0.14480484054470738,21450,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-10-29,lightgbm_qlike__B0,,59,31,0.13943897843550798,21840,,,,,,0,0,0,,
primary,2024-10-29,lightgbm_qlike__B1,,107,31,0.14933325341173959,21840,,,,,,0,0,0,,
primary,2024-10-29,lightgbm_qlike__B2,,111,31,0.14607466808925923,21840,,,,,,0,0,0,,
primary,2024-10-29,log_ridge_harq__B0,1.0,,,0.13208998968025315,21840,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-10-29,log_ridge_harq__B1,1.0,,,0.14706961299180998,21840,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-10-29,log_ridge_harq__B2,100.0,,,0.1465455954942997,21840,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-10-30,lightgbm_qlike__B0,,54,31,0.13059184390743095,22230,,,,,,0,0,0,,
primary,2024-10-30,lightgbm_qlike__B1,,93,15,0.15522604124185282,22230,,,,,,0,0,0,,
primary,2024-10-30,lightgbm_qlike__B2,,88,31,0.1515555307624722,22230,,,,,,0,0,0,,
primary,2024-10-30,log_ridge_harq__B0,0.0001,,,0.12512101272527612,22230,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-10-30,log_ridge_harq__B1,0.0001,,,0.14884246988371946,22230,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-10-30,log_ridge_harq__B2,10000.0,,,0.14662102474477226,22230,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-10-31,lightgbm_qlike__B0,,57,63,0.139060547168684,22620,,,,,,0,0,0,,
primary,2024-10-31,lightgbm_qlike__B1,,83,63,0.16261304550600106,22620,,,,,,0,0,0,,
primary,2024-10-31,lightgbm_qlike__B2,,84,63,0.1602222444240281,22620,,,,,,0,0,0,,
primary,2024-10-31,log_ridge_harq__B0,0.0001,,,0.13043492981676524,22620,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-10-31,log_ridge_harq__B1,0.0001,,,0.15276305882801736,22620,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-10-31,log_ridge_harq__B2,100.0,,,0.15181821987826633,22620,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-01,lightgbm_qlike__B0,,69,15,0.13455036478156565,23010,,,,,,0,0,0,,
primary,2024-11-01,lightgbm_qlike__B1,,208,31,0.1582905827424092,23010,,,,,,0,0,0,,
primary,2024-11-01,lightgbm_qlike__B2,,78,31,0.16160748759820728,23010,,,,,,0,0,0,,
primary,2024-11-01,log_ridge_harq__B0,0.0001,,,0.12704233723285197,23010,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-01,log_ridge_harq__B1,0.0001,,,0.15135617118108272,23010,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-01,log_ridge_harq__B2,100.0,,,0.14907042598710651,23010,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-04,lightgbm_qlike__B0,,68,15,0.1271134753840066,23400,,,,,,0,0,0,,
primary,2024-11-04,lightgbm_qlike__B1,,86,15,0.1458428049856504,23400,,,,,,0,0,0,,
primary,2024-11-04,lightgbm_qlike__B2,,305,15,0.14275675720273479,23400,,,,,,0,0,0,,
primary,2024-11-04,log_ridge_harq__B0,1.0,,,0.12146141500940107,23400,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-04,log_ridge_harq__B1,100.0,,,0.14632632607657056,23400,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-04,log_ridge_harq__B2,100.0,,,0.14424743273506196,23400,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-05,lightgbm_qlike__B0,,48,63,0.12444694718575941,23790,,,,,,0,0,0,,
primary,2024-11-05,lightgbm_qlike__B1,,66,31,0.1421846341033375,23790,,,,,,0,0,0,,
primary,2024-11-05,lightgbm_qlike__B2,,68,15,0.1399797740125337,23790,,,,,,0,0,0,,
primary,2024-11-05,log_ridge_harq__B0,0.0001,,,0.12094741536747941,23790,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-05,log_ridge_harq__B1,100.0,,,0.1350994655533252,23790,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-05,log_ridge_harq__B2,100.0,,,0.13195621571804086,23790,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-06,lightgbm_qlike__B0,,59,31,0.12362682489265689,24180,,,,,,0,0,0,,
primary,2024-11-06,lightgbm_qlike__B1,,141,15,0.14104777502726765,24180,,,,,,0,0,0,,
primary,2024-11-06,lightgbm_qlike__B2,,61,15,0.13901288407492446,24180,,,,,,0,0,0,,
primary,2024-11-06,log_ridge_harq__B0,100.0,,,0.1193596881784321,24180,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-06,log_ridge_harq__B1,100.0,,,0.12838727415368872,24180,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-06,log_ridge_harq__B2,100.0,,,0.12469947597310083,24180,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-07,lightgbm_qlike__B0,,71,31,0.10311179403464285,24570,,,,,,0,0,0,,
primary,2024-11-07,lightgbm_qlike__B1,,72,15,0.13349431168379766,24570,,,,,,0,0,0,,
primary,2024-11-07,lightgbm_qlike__B2,,128,15,0.12486406612840846,24570,,,,,,0,0,0,,
primary,2024-11-07,log_ridge_harq__B0,0.0001,,,0.10049964278556178,24570,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-07,log_ridge_harq__B1,100.0,,,0.11241240071585097,24570,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-07,log_ridge_harq__B2,100.0,,,0.10855113247580934,24570,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-08,lightgbm_qlike__B0,,63,63,0.1009691950873742,24960,,,,,,0,0,0,,
primary,2024-11-08,lightgbm_qlike__B1,,221,15,0.12840928662245138,24960,,,,,,0,0,0,,
primary,2024-11-08,lightgbm_qlike__B2,,243,15,0.12093328645270593,24960,,,,,,0,0,0,,
primary,2024-11-08,log_ridge_harq__B0,0.0001,,,0.10055205298701622,24960,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-08,log_ridge_harq__B1,100.0,,,0.10789029702287445,24960,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-08,log_ridge_harq__B2,100.0,,,0.10455162380732544,24960,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-11,lightgbm_qlike__B0,,108,31,0.09611858068489396,25350,,,,,,0,0,0,,
primary,2024-11-11,lightgbm_qlike__B1,,174,15,0.1111692224461667,25350,,,,,,0,0,0,,
primary,2024-11-11,lightgbm_qlike__B2,,160,15,0.11162774190069231,25350,,,,,,0,0,0,,
primary,2024-11-11,log_ridge_harq__B0,1.0,,,0.09824635209170103,25350,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,29,6
primary,2024-11-11,log_ridge_harq__B1,100.0,,,0.10331246535230357,25350,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,93,22
primary,2024-11-11,log_ridge_harq__B2,100.0,,,0.1001504076743446,25350,390,5.3432911513296554e-08,0.004419966478997281,0,0,,,,151,90
primary,2024-11-12,lightgbm_qlike__B0,,112,31,0.10286922820059016,25740,,,,,,0,0,0,,
primary,2024-11-12,lightgbm_qlike__B1,,106,31,0.10581207908603922,25740,,,,,,0,0,0,,
primary,2024-11-12,lightgbm_qlike__B2,,127,31,0.10512478232672842,25740,,,,,,0,0,0,,
primary,2024-11-12,log_ridge_harq__B0,100.0,,,0.10433135622092482,25740,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-12,log_ridge_harq__B1,100.0,,,0.10397915762005058,25740,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-12,log_ridge_harq__B2,100.0,,,0.10269285902135714,25740,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-13,lightgbm_qlike__B0,,142,15,0.10916665009265339,26130,,,,,,0,0,0,,
primary,2024-11-13,lightgbm_qlike__B1,,113,15,0.11259032831408253,26130,,,,,,0,0,0,,
primary,2024-11-13,lightgbm_qlike__B2,,146,15,0.10858979723526549,26130,,,,,,0,0,0,,
primary,2024-11-13,log_ridge_harq__B0,100.0,,,0.10695704521734135,26130,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-13,log_ridge_harq__B1,100.0,,,0.10445367532747427,26130,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-13,log_ridge_harq__B2,100.0,,,0.10416843672426142,26130,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-14,lightgbm_qlike__B0,,112,15,0.10221802341253912,26520,,,,,,0,0,0,,
primary,2024-11-14,lightgbm_qlike__B1,,105,15,0.10450340756448233,26520,,,,,,0,0,0,,
primary,2024-11-14,lightgbm_qlike__B2,,106,15,0.1037648008170206,26520,,,,,,0,0,0,,
primary,2024-11-14,log_ridge_harq__B0,100.0,,,0.0985920261915978,26520,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-14,log_ridge_harq__B1,100.0,,,0.09601767774078739,26520,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-14,log_ridge_harq__B2,100.0,,,0.09554255584400331,26520,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-15,lightgbm_qlike__B0,,106,31,0.17120201987340714,26910,,,,,,0,0,0,,
primary,2024-11-15,lightgbm_qlike__B1,,95,15,0.17240600697302697,26910,,,,,,0,0,0,,
primary,2024-11-15,lightgbm_qlike__B2,,81,63,0.1702055600913041,26910,,,,,,0,0,0,,
primary,2024-11-15,log_ridge_harq__B0,100.0,,,0.1690904820457546,26910,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-15,log_ridge_harq__B1,100.0,,,0.17516082436773123,26910,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-15,log_ridge_harq__B2,100.0,,,0.16647378520558528,26910,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-18,lightgbm_qlike__B0,,126,31,0.17769104406784833,27300,,,,,,0,0,0,,
primary,2024-11-18,lightgbm_qlike__B1,,89,31,0.1797752533787451,27300,,,,,,0,0,0,,
primary,2024-11-18,lightgbm_qlike__B2,,89,63,0.1780256576689974,27300,,,,,,0,0,0,,
primary,2024-11-18,log_ridge_harq__B0,100.0,,,0.1749469112919646,27300,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-18,log_ridge_harq__B1,100.0,,,0.1816512353989677,27300,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-18,log_ridge_harq__B2,100.0,,,0.17290427522212995,27300,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-19,lightgbm_qlike__B0,,108,31,0.17926174385455437,27690,,,,,,0,0,0,,
primary,2024-11-19,lightgbm_qlike__B1,,88,15,0.18006911839359924,27690,,,,,,0,0,0,,
primary,2024-11-19,lightgbm_qlike__B2,,81,63,0.18163084935955498,27690,,,,,,0,0,0,,
primary,2024-11-19,log_ridge_harq__B0,100.0,,,0.1753094792827779,27690,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-19,log_ridge_harq__B1,100.0,,,0.18186476742120763,27690,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-19,log_ridge_harq__B2,100.0,,,0.17307892678642306,27690,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-20,lightgbm_qlike__B0,,134,15,0.1800447494910971,28080,,,,,,0,0,0,,
primary,2024-11-20,lightgbm_qlike__B1,,100,15,0.17975978288071767,28080,,,,,,0,0,0,,
primary,2024-11-20,lightgbm_qlike__B2,,105,15,0.18268044224938804,28080,,,,,,0,0,0,,
primary,2024-11-20,log_ridge_harq__B0,100.0,,,0.17568758202578838,28080,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-20,log_ridge_harq__B1,100.0,,,0.18299151694021248,28080,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-20,log_ridge_harq__B2,100.0,,,0.17417439443402832,28080,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-21,lightgbm_qlike__B0,,107,31,0.18000414868145,28470,,,,,,0,0,0,,
primary,2024-11-21,lightgbm_qlike__B1,,88,15,0.18504249457640182,28470,,,,,,0,0,0,,
primary,2024-11-21,lightgbm_qlike__B2,,105,31,0.17915461288981052,28470,,,,,,0,0,0,,
primary,2024-11-21,log_ridge_harq__B0,100.0,,,0.1737594315827164,28470,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-21,log_ridge_harq__B1,100.0,,,0.1798606462452335,28470,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-21,log_ridge_harq__B2,100.0,,,0.1701337779929058,28470,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-22,lightgbm_qlike__B0,,124,15,0.1791400809754013,28860,,,,,,0,0,0,,
primary,2024-11-22,lightgbm_qlike__B1,,83,15,0.18497280095761717,28860,,,,,,0,0,0,,
primary,2024-11-22,lightgbm_qlike__B2,,101,15,0.18566561591458758,28860,,,,,,0,0,0,,
primary,2024-11-22,log_ridge_harq__B0,100.0,,,0.1742162919099681,28860,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-22,log_ridge_harq__B1,100.0,,,0.1811180129445587,28860,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-22,log_ridge_harq__B2,100.0,,,0.1715703731487863,28860,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-25,lightgbm_qlike__B0,,138,15,0.17267407456803346,29250,,,,,,0,0,0,,
primary,2024-11-25,lightgbm_qlike__B1,,89,15,0.18390453324099984,29250,,,,,,0,0,0,,
primary,2024-11-25,lightgbm_qlike__B2,,99,15,0.1778776858098527,29250,,,,,,0,0,0,,
primary,2024-11-25,log_ridge_harq__B0,100.0,,,0.17077271202334474,29250,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-25,log_ridge_harq__B1,100.0,,,0.17706824474141497,29250,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-25,log_ridge_harq__B2,100.0,,,0.16879403386415331,29250,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-26,lightgbm_qlike__B0,,120,15,0.17545513231458304,29640,,,,,,0,0,0,,
primary,2024-11-26,lightgbm_qlike__B1,,90,15,0.18255210121064108,29640,,,,,,0,0,0,,
primary,2024-11-26,lightgbm_qlike__B2,,94,15,0.17985950427061909,29640,,,,,,0,0,0,,
primary,2024-11-26,log_ridge_harq__B0,1.0,,,0.17451178371897652,29640,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-26,log_ridge_harq__B1,10000.0,,,0.18173919572364156,29640,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-26,log_ridge_harq__B2,100.0,,,0.17507307778776687,29640,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-27,lightgbm_qlike__B0,,127,15,0.17092000588142206,30030,,,,,,0,0,0,,
primary,2024-11-27,lightgbm_qlike__B1,,105,15,0.17192795694202967,30030,,,,,,0,0,0,,
primary,2024-11-27,lightgbm_qlike__B2,,86,15,0.17078023242546217,30030,,,,,,0,0,0,,
primary,2024-11-27,log_ridge_harq__B0,100.0,,,0.17398103583741814,30030,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-27,log_ridge_harq__B1,10000.0,,,0.1791836775175512,30030,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-27,log_ridge_harq__B2,100.0,,,0.17432277478266095,30030,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-11-29,lightgbm_qlike__B0,,75,15,0.17604344916809647,30420,,,,,,0,0,0,,
primary,2024-11-29,lightgbm_qlike__B1,,178,15,0.16842533171048862,30420,,,,,,0,0,0,,
primary,2024-11-29,lightgbm_qlike__B2,,72,31,0.16863878072343677,30420,,,,,,0,0,0,,
primary,2024-11-29,log_ridge_harq__B0,100.0,,,0.17625045472865195,30420,174,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,29,6
primary,2024-11-29,log_ridge_harq__B1,10000.0,,,0.18112341407895444,30420,174,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,93,22
primary,2024-11-29,log_ridge_harq__B2,100.0,,,0.17531091300825072,30420,174,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,151,90
primary,2024-12-02,lightgbm_qlike__B0,,99,31,0.10494235957303304,30594,,,,,,0,0,0,,
primary,2024-12-02,lightgbm_qlike__B1,,126,15,0.10352814561471788,30594,,,,,,0,0,0,,
primary,2024-12-02,lightgbm_qlike__B2,,82,15,0.10383249347239568,30594,,,,,,0,0,0,,
primary,2024-12-02,log_ridge_harq__B0,100.0,,,0.10533248295494776,30594,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-02,log_ridge_harq__B1,10000.0,,,0.11074871088146376,30594,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-02,log_ridge_harq__B2,100.0,,,0.10832799684002392,30594,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-03,lightgbm_qlike__B0,,91,15,0.10017252969650219,30984,,,,,,0,0,0,,
primary,2024-12-03,lightgbm_qlike__B1,,99,31,0.1001524518074464,30984,,,,,,0,0,0,,
primary,2024-12-03,lightgbm_qlike__B2,,90,15,0.09924120100205942,30984,,,,,,0,0,0,,
primary,2024-12-03,log_ridge_harq__B0,100.0,,,0.10113212461332884,30984,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-03,log_ridge_harq__B1,10000.0,,,0.1052324789292042,30984,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-03,log_ridge_harq__B2,100.0,,,0.10205964183190035,30984,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-04,lightgbm_qlike__B0,,93,31,0.11361650404211114,31374,,,,,,0,0,0,,
primary,2024-12-04,lightgbm_qlike__B1,,112,31,0.11072118618884874,31374,,,,,,0,0,0,,
primary,2024-12-04,lightgbm_qlike__B2,,121,31,0.1121298754455109,31374,,,,,,0,0,0,,
primary,2024-12-04,log_ridge_harq__B0,100.0,,,0.11150454942905945,31374,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-04,log_ridge_harq__B1,10000.0,,,0.11574828670908655,31374,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-04,log_ridge_harq__B2,100.0,,,0.11344005728566853,31374,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-05,lightgbm_qlike__B0,,149,31,0.11667567797904783,31764,,,,,,0,0,0,,
primary,2024-12-05,lightgbm_qlike__B1,,81,63,0.1138279895631487,31764,,,,,,0,0,0,,
primary,2024-12-05,lightgbm_qlike__B2,,98,15,0.11558227691730676,31764,,,,,,0,0,0,,
primary,2024-12-05,log_ridge_harq__B0,100.0,,,0.11375755946444022,31764,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-05,log_ridge_harq__B1,10000.0,,,0.11769221438935369,31764,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-05,log_ridge_harq__B2,10000.0,,,0.11833689433551761,31764,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-06,lightgbm_qlike__B0,,98,15,0.11865172737012339,32154,,,,,,0,0,0,,
primary,2024-12-06,lightgbm_qlike__B1,,106,63,0.11811623897608503,32154,,,,,,0,0,0,,
primary,2024-12-06,lightgbm_qlike__B2,,108,31,0.11666781358003489,32154,,,,,,0,0,0,,
primary,2024-12-06,log_ridge_harq__B0,100.0,,,0.11626095752510482,32154,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-06,log_ridge_harq__B1,10000.0,,,0.12078496232313711,32154,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-06,log_ridge_harq__B2,100.0,,,0.11743650774790071,32154,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-09,lightgbm_qlike__B0,,76,31,0.11581078944616308,32544,,,,,,0,0,0,,
primary,2024-12-09,lightgbm_qlike__B1,,198,31,0.11488381263719691,32544,,,,,,0,0,0,,
primary,2024-12-09,lightgbm_qlike__B2,,87,31,0.11641213120941449,32544,,,,,,0,0,0,,
primary,2024-12-09,log_ridge_harq__B0,1.0,,,0.11575748852605736,32544,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-09,log_ridge_harq__B1,100.0,,,0.11420508389014665,32544,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-09,log_ridge_harq__B2,100.0,,,0.11677611333671796,32544,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-10,lightgbm_qlike__B0,,74,31,0.11613635985036216,32934,,,,,,0,0,0,,
primary,2024-12-10,lightgbm_qlike__B1,,240,15,0.11853320062006145,32934,,,,,,0,0,0,,
primary,2024-12-10,lightgbm_qlike__B2,,248,15,0.11746061551828199,32934,,,,,,0,0,0,,
primary,2024-12-10,log_ridge_harq__B0,1.0,,,0.11417746894464524,32934,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-10,log_ridge_harq__B1,10000.0,,,0.12159425384567073,32934,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,94,21
primary,2024-12-10,log_ridge_harq__B2,100.0,,,0.11458636055484535,32934,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,152,89
primary,2024-12-11,lightgbm_qlike__B0,,82,15,0.11524524392608063,33324,,,,,,0,0,0,,
primary,2024-12-11,lightgbm_qlike__B1,,110,15,0.11619937965525344,33324,,,,,,0,0,0,,
primary,2024-12-11,lightgbm_qlike__B2,,148,15,0.11337244296328615,33324,,,,,,0,0,0,,
primary,2024-12-11,log_ridge_harq__B0,1.0,,,0.10699311169267386,33324,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-11,log_ridge_harq__B1,100.0,,,0.10645641129976244,33324,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-11,log_ridge_harq__B2,100.0,,,0.10613052632262347,33324,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-12,lightgbm_qlike__B0,,152,15,0.1130455779756813,33714,,,,,,0,0,0,,
primary,2024-12-12,lightgbm_qlike__B1,,158,15,0.11337523083084151,33714,,,,,,0,0,0,,
primary,2024-12-12,lightgbm_qlike__B2,,145,15,0.11106394308069127,33714,,,,,,0,0,0,,
primary,2024-12-12,log_ridge_harq__B0,1.0,,,0.10507522094924618,33714,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-12,log_ridge_harq__B1,100.0,,,0.10639974064082536,33714,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-12,log_ridge_harq__B2,10000.0,,,0.11000106748660363,33714,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-13,lightgbm_qlike__B0,,67,31,0.10961814825557106,34104,,,,,,0,0,0,,
primary,2024-12-13,lightgbm_qlike__B1,,63,31,0.11314222848208108,34104,,,,,,0,0,0,,
primary,2024-12-13,lightgbm_qlike__B2,,73,63,0.11070005196650445,34104,,,,,,0,0,0,,
primary,2024-12-13,log_ridge_harq__B0,100.0,,,0.10227471203584315,34104,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-13,log_ridge_harq__B1,100.0,,,0.10436986553640737,34104,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-13,log_ridge_harq__B2,10000.0,,,0.10790269806849888,34104,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-16,lightgbm_qlike__B0,,137,31,0.10916809939865146,34494,,,,,,0,0,0,,
primary,2024-12-16,lightgbm_qlike__B1,,137,63,0.11413300826847736,34494,,,,,,0,0,0,,
primary,2024-12-16,lightgbm_qlike__B2,,90,63,0.10960990195034861,34494,,,,,,0,0,0,,
primary,2024-12-16,log_ridge_harq__B0,1.0,,,0.10327291932507791,34494,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-16,log_ridge_harq__B1,100.0,,,0.10654877429397935,34494,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-16,log_ridge_harq__B2,100.0,,,0.10582482621331543,34494,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-17,lightgbm_qlike__B0,,96,63,0.10956391499371673,34884,,,,,,0,0,0,,
primary,2024-12-17,lightgbm_qlike__B1,,139,63,0.11254251138734861,34884,,,,,,0,0,0,,
primary,2024-12-17,lightgbm_qlike__B2,,122,63,0.11117327664732599,34884,,,,,,0,0,0,,
primary,2024-12-17,log_ridge_harq__B0,1.0,,,0.10383142839502746,34884,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,30,5
primary,2024-12-17,log_ridge_harq__B1,100.0,,,0.10696950575506203,34884,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,95,20
primary,2024-12-17,log_ridge_harq__B2,100.0,,,0.10663427829208641,34884,390,5.3432911513296554e-08,0.0044575165375222905,0,0,,,,153,88
primary,2024-12-18,lightgbm_qlike__B0,,125,31,0.09859742560196322,35274,,,,,,0,0,0,,
