version,window,section,N_available_origins,N_excluded_from_subset_origins,N_origins,N_sessions,N_unknown_membership_origins,N_unknown_membership_sessions,N_verified_membership_origins,N_verified_nonmember_origins,contrast,coverage_status,estimate,family,qlike_reduction_percent,status,subset,N_asset_sessions
v1,confirmation,robustness,,,1623,8,,,,,B2_over_B1,,0.00018334760222160282,lightgbm_qlike,0.14515095382366489,,chronological_block_1,48
v1,confirmation,robustness,,,3737,17,,,,,B1_over_B0,,0.007524795264070428,log_ols_harq,2.987491109344285,,leave_block_1_out,102
v1,confirmation,robustness,,,3737,17,,,,,B2_over_B1,,0.01126630767879088,log_ols_harq,4.610688739842313,,leave_block_1_out,102
v1,confirmation,robustness,,,3737,17,,,,,B1_over_B0,,0.011130674998951554,lightgbm_qlike,4.63535413465389,,leave_block_1_out,102
v1,confirmation,robustness,,,3737,17,,,,,B2_over_B1,,-0.005314709774400357,lightgbm_qlike,-2.320884725614053,,leave_block_1_out,102
v1,confirmation,robustness,,,1966,8,,,,,B1_over_B0,,-0.0034264890646991362,log_ols_harq,-2.9024181157372277,,chronological_block_2,48
v1,confirmation,robustness,,,1966,8,,,,,B2_over_B1,,-0.00016663991541572467,log_ols_harq,-0.13717156135250963,,chronological_block_2,48
v1,confirmation,robustness,,,1966,8,,,,,B1_over_B0,,0.0007615018643608966,lightgbm_qlike,0.671345683124083,,chronological_block_2,48
v1,confirmation,robustness,,,1966,8,,,,,B2_over_B1,,-0.00046376900720417925,lightgbm_qlike,-0.411625622160286,,chronological_block_2,48
v1,confirmation,robustness,,,3394,17,,,,,B1_over_B0,,0.010029539974866601,log_ols_harq,3.8528707985951525,,leave_block_2_out,102
v1,confirmation,robustness,,,3394,17,,,,,B2_over_B1,,0.012941351734129485,log_ols_harq,5.170669170945327,,leave_block_2_out,102
v1,confirmation,robustness,,,3394,17,,,,,B1_over_B0,,0.01314207084020051,lightgbm_qlike,5.287296048776711,,leave_block_2_out,102
v1,confirmation,robustness,,,3394,17,,,,,B2_over_B1,,-0.005010184311141165,lightgbm_qlike,-2.12821397991892,,leave_block_2_out,102
v1,confirmation,robustness,,,1771,9,,,,,B1_over_B0,,0.017259270222976703,log_ols_harq,4.654249711663572,,chronological_block_3,54
v1,confirmation,robustness,,,1771,9,,,,,B2_over_B1,,0.021428927762530085,log_ols_harq,6.060749751024508,,chronological_block_3,54
v1,confirmation,robustness,,,1771,9,,,,,B1_over_B0,,0.020347717785254363,lightgbm_qlike,5.768396727144036,,chronological_block_3,54
v1,confirmation,robustness,,,1771,9,,,,,B2_over_B1,,-0.009626657123019182,lightgbm_qlike,-2.896131915171907,,chronological_block_3,54
v1,confirmation,robustness,,,3589,16,,,,,B1_over_B0,,-0.0007651978094782019,log_ols_harq,-0.6024215104797618,,leave_block_3_out,96
v1,confirmation,robustness,,,3589,16,,,,,B2_over_B1,,0.0016130943933815429,log_ols_harq,1.2623451039253915,,leave_block_3_out,96
v1,confirmation,robustness,,,3589,16,,,,,B1_over_B0,,0.00289860994568791,lightgbm_qlike,2.368338749163433,,leave_block_3_out,96
v1,confirmation,robustness,,,3589,16,,,,,B2_over_B1,,-0.00014021070249128822,lightgbm_qlike,-0.11733957983643958,,leave_block_3_out,96
v2,confirmation,secondary,9750,9000,750,25,0,0,9750,9000,B1_over_B0,COMPLETE_COVERAGE,0.002007279358749422,log_ridge_harq,1.9797665474963366,COMPUTED,first_hour,
v2,confirmation,secondary,9750,9000,750,25,0,0,9750,9000,B2_over_B1,COMPLETE_COVERAGE,2.284324703376972e-05,log_ridge_harq,0.0229851989296784,COMPUTED,first_hour,
v2,confirmation,secondary,9750,9000,750,25,0,0,9750,9000,B1_over_B0,COMPLETE_COVERAGE,0.0013680484458874398,lightgbm_qlike,1.4050360296688926,COMPUTED,first_hour,
v2,confirmation,secondary,9750,9000,750,25,0,0,9750,9000,B2_over_B1,COMPLETE_COVERAGE,-0.0008267331715302553,lightgbm_qlike,-0.8611853135198972,COMPUTED,first_hour,
v2,confirmation,secondary,9750,5655,4095,24,0,0,9750,5655,B1_over_B0,COMPLETE_COVERAGE,0.0024484524630908077,log_ridge_harq,1.3237837724806758,COMPUTED,high_flow,
v2,confirmation,secondary,9750,5655,4095,24,0,0,9750,5655,B2_over_B1,COMPLETE_COVERAGE,0.005472778477619585,log_ridge_harq,2.9986153371936655,COMPUTED,high_flow,
v2,confirmation,secondary,9750,5655,4095,24,0,0,9750,5655,B1_over_B0,COMPLETE_COVERAGE,0.0038194384688241896,lightgbm_qlike,2.1604723739710385,COMPUTED,high_flow,
v2,confirmation,secondary,9750,5655,4095,24,0,0,9750,5655,B2_over_B1,COMPLETE_COVERAGE,-0.0020801866620171246,lightgbm_qlike,-1.2026441956166867,COMPUTED,high_flow,
v2,confirmation,secondary,9750,9295,455,2,0,0,9750,9295,B1_over_B0,COMPLETE_COVERAGE,-0.006231703183893676,log_ridge_harq,-7.403629343341125,COMPUTED,event,
v2,confirmation,secondary,9750,9295,455,2,0,0,9750,9295,B2_over_B1,COMPLETE_COVERAGE,-0.0011478894481676619,log_ridge_harq,-1.2697523196611622,COMPUTED,event,
v2,confirmation,secondary,9750,9295,455,2,0,0,9750,9295,B1_over_B0,COMPLETE_COVERAGE,0.0032313511360962353,lightgbm_qlike,4.19850851439564,COMPUTED,event,
v2,confirmation,secondary,9750,9295,455,2,0,0,9750,9295,B2_over_B1,COMPLETE_COVERAGE,-0.0001110922098069532,lightgbm_qlike,-0.15066841517956486,COMPUTED,event,
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.004187013592475046,log_ridge_harq,3.169610247616806,,asset_AAPL,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.0002464781742284017,log_ridge_harq,-0.19269403899072593,,asset_AAPL,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.00761768202934744,lightgbm_qlike,5.731914170318443,,asset_AAPL,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.00024585903620945803,lightgbm_qlike,0.19624487514483913,,asset_AAPL,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.0013179256082567453,log_ridge_harq,0.33586994649443613,,asset_AMZN,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.019826299478246965,log_ridge_harq,5.069708981434724,,asset_AMZN,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,-0.001219489623810589,lightgbm_qlike,-0.3291125896720553,,asset_AMZN,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.014486581730449455,lightgbm_qlike,-3.896775055053979,,asset_AMZN,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.002338469838191482,log_ridge_harq,1.7581798599107346,,asset_META,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.0007421296115806245,log_ridge_harq,0.5679562573908289,,asset_META,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.007545551760608886,lightgbm_qlike,5.828674370867742,,asset_META,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.00044679332046520495,lightgbm_qlike,-0.3664939237144837,,asset_META,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.0020235146430957755,log_ridge_harq,1.5465257176878657,,asset_MSFT,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.004179512840294723,log_ridge_harq,3.2444823232909314,,asset_MSFT,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.0023063124324923263,lightgbm_qlike,1.810969284938434,,asset_MSFT,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.0013784263296813361,lightgbm_qlike,1.1023348344522639,,asset_MSFT,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.0010360176531188773,log_ridge_harq,0.9721688707173493,,asset_NVDA,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.0007368698093922285,log_ridge_harq,-0.69824534793507,,asset_NVDA,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,0.002984306548831369,lightgbm_qlike,2.8059286733429363,,asset_NVDA,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.0006215216409723856,lightgbm_qlike,-0.6012425051970446,,asset_NVDA,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,-0.006842700706772484,log_ridge_harq,-3.725338700269136,,asset_TSLA,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,-0.0037412275667197898,log_ridge_harq,-1.9636653796222976,,asset_TSLA,25
v2,confirmation,robustness,,,1625,25,,,,,B1_over_B0,,-0.0017494143493658938,lightgbm_qlike,-0.9557647056564085,,asset_TSLA,25
v2,confirmation,robustness,,,1625,25,,,,,B2_over_B1,,0.0019215694774594849,lightgbm_qlike,1.0398801146768641,,asset_TSLA,25
v2,confirmation,robustness,,,9750,25,,,,,B1_over_B0,,0.0006767067713942454,log_ridge_harq,0.3764411607778736,,last30sessions,150
v2,confirmation,robustness,,,9750,25,,,,,B2_over_B1,,0.0033372277299636454,log_ridge_harq,1.863461280845708,,last30sessions,150
v2,confirmation,robustness,,,9750,25,,,,,B1_over_B0,,0.002914158133017256,lightgbm_qlike,1.6658017731596966,,last30sessions,150
v2,confirmation,robustness,,,9750,25,,,,,B2_over_B1,,-0.002001506974756125,lightgbm_qlike,-1.163490207203894,,last30sessions,150
v2,confirmation,robustness,,,3120,8,,,,,B1_over_B0,,0.004341923929227887,log_ridge_harq,3.3453828654799898,,chronological_block_1,48
v2,confirmation,robustness,,,3120,8,,,,,B2_over_B1,,0.001374081830199313,log_ridge_harq,1.0953517587063109,,chronological_block_1,48
v2,confirmation,robustness,,,3120,8,,,,,B1_over_B0,,0.007082719816180798,lightgbm_qlike,5.8458436932943885,,chronological_block_1,48
v2,confirmation,robustness,,,3120,8,,,,,B2_over_B1,,0.0006575001185755453,lightgbm_qlike,0.5763727984439218,,chronological_block_1,48
v2,confirmation,robustness,,,6630,17,,,,,B1_over_B0,,-0.0010481013028804092,log_ridge_harq,-0.5155891078997946,,leave_block_1_out,102
v2,confirmation,robustness,,,6630,17,,,,,B2_over_B1,,0.004261061094558626,log_ridge_harq,2.0853781172190895,,leave_block_1_out,102
v2,confirmation,robustness,,,6630,17,,,,,B1_over_B0,,0.0009524820468226483,lightgbm_qlike,0.4756477147881517,,leave_block_1_out,102
v2,confirmation,robustness,,,6630,17,,,,,B2_over_B1,,-0.003252804430441617,lightgbm_qlike,-1.6321392505835814,,leave_block_1_out,102
v2,confirmation,robustness,,,3120,8,,,,,B1_over_B0,,-0.004094169392265331,log_ridge_harq,-2.842165122562021,,chronological_block_2,48
v2,confirmation,robustness,,,3120,8,,,,,B2_over_B1,,-0.0011672973219914277,log_ridge_harq,-0.7879411400220091,,chronological_block_2,48
v2,confirmation,robustness,,,3120,8,,,,,B1_over_B0,,0.0006781396691976187,lightgbm_qlike,0.4813180094993231,,chronological_block_2,48
v2,confirmation,robustness,,,3120,8,,,,,B2_over_B1,,0.00038369483621344524,lightgbm_qlike,0.27364927428483793,,chronological_block_2,48
v2,confirmation,robustness,,,6630,17,,,,,B1_over_B0,,0.0029218249660575755,log_ridge_harq,1.4864004922360392,,leave_block_2_out,102
v2,confirmation,robustness,,,6630,17,,,,,B2_over_B1,,0.005457004225001327,log_ridge_harq,2.81799194345993,,leave_block_2_out,102
v2,confirmation,robustness,,,6630,17,,,,,B1_over_B0,,0.003966402115991204,lightgbm_qlike,2.0770539995730304,,leave_block_2_out,102
v2,confirmation,robustness,,,6630,17,,,,,B2_over_B1,,-0.003123954885800629,lightgbm_qlike,-1.6705955843867377,,leave_block_2_out,102
v2,confirmation,robustness,,,3510,9,,,,,B1_over_B0,,0.0016595147765728546,log_ridge_harq,0.6484195782988297,,chronological_block_3,54
v2,confirmation,robustness,,,3510,9,,,,,B2_over_B1,,0.009086268575936451,log_ridge_harq,3.5734341655745854,,chronological_block_3,54
v2,confirmation,robustness,,,3510,9,,,,,B1_over_B0,,0.0011963419380448968,lightgbm_qlike,0.4728409893072209,,chronological_block_3,54
v2,confirmation,robustness,,,3510,9,,,,,B2_over_B1,,-0.006485248223023894,lightgbm_qlike,-2.5754005613761426,,chronological_block_3,54
v2,confirmation,robustness,,,6240,16,,,,,B1_over_B0,,0.00012387726848127768,log_ridge_harq,0.09047431947211564,,leave_block_3_out,96
v2,confirmation,robustness,,,6240,16,,,,,B2_over_B1,,0.00010339225410394264,log_ridge_harq,0.07558137894447878,,leave_block_3_out,96
v2,confirmation,robustness,,,6240,16,,,,,B1_over_B0,,0.0038804297426892082,lightgbm_qlike,2.9615899185922614,,leave_block_3_out,96
v2,confirmation,robustness,,,6240,16,,,,,B2_over_B1,,0.0005205974773944953,lightgbm_qlike,0.4094524607060774,,leave_block_3_out,96
